"Country" "CCode" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"145" "Macao SAR, China" "MAC" 2.91700005531311 0 60 25000 100 2.17457235415311 100 NA 631636 NA 5.44254261921597 33.2109943193318 NA NA 2.01900005340576 NA NA NA NA -1385097758.78496 19572470344.2145 20281241000 86.92 81.013 NA NA NA 10.4842029270023 NA 4.3 NA NA 24411 NA NA NA NA NA NA 7.87549059270803 88.7299021921739 NA 86.92 0.20351 3543.20632 187763.59375 NA 100 20777.5002607232 NA
"146" "St. Martin (French part)" "MAF" NA NA NA NA NA NA 100 NA 37264 NA NA NA NA NA NA NA NA NA NA NA NA NA 83 76.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA
"147" "Morocco" "MAR" 31.2849998474121 37.547 99 -257096 62.453 1.7507945564544 100 21.7315718183433 36029138 NA 2.99021416952922 49.2554358334041 NA NA 9.02799987792969 73.75001 NA 13.1 100 3626012575.15534 -6444747450.12378 24461023093.2087 77.438 74.948 NA 27.3 756 7.0129048211122 NA 7 79.6 19.2 80154 2e+08 NA NA NA NA NA 5.45204134123441 22.0800694605501 24.6834070880413 77.438 NA NA 26442.02734375 2.54 16.3704746014871 80.7285189334528 19.6
"148" "Monaco" "MCO" NA 0 0 NA 100 NA 100 NA 38682 NA 6.09999999999991 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.9 NA 2.6 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"149" "Moldova" "MDA" 36.2220001220703 57.371 86 -6935 42.629 1.38682914196587 100 NA 3545883 0 3.39999999999942 54.998357631669 4.83778351428727 5.51108 3.73399996757507 NA NA NA 100 311870000 -1211370000 2995238116.31008 75.993 67.439 NA 20.8 4898 11.4695563413512 NA 5.7 90.1 13.6 13590 6e+07 25.7 22 4.4 NA NA 6.86098721838949 14.4862872804603 27.3190269944416 75.993 0.25498 696.07769 14641.1484375 2.46 33.7202809786355 123.51980353224 9.7
"150" "Madagascar" "MDG" 70.9970016479492 62.809 233 -7500 37.191 0.130420845169797 24.0753917694092 11.6455111740114 26262368 NA 4.5647923154181 33.8198379741594 NA 3.23481 1.64499998092651 74.80432 NA 77.2 100 612036371.422122 80122318.4631141 1739588290.28962 67.909 64.728 NA 61.9 NA 2.98671712579162 NA 4.5 43.2 38.2 10170 245100000 NA NA NA NA NA 6.38436038582579 20.2238771323715 9.79857772578919 67.909 NA 34.04118 2927.53588867188 2.39 31.3127141278542 45.1398556204881 28.6
"151" "Maldives" "MDV" 11.3100004196167 60.192 33 56851 39.808 3.06837235497627 99.8 NA 515696 NA 6.8888171958136 77.1839483892858 NA NA 6.40299987792969 NA NA NA 0 538536564.514229 -1388151607.5595 722068698.776903 80.191 76.931 NA NA NA 3.70334460612454 NA 9.2 84.4 7.4 26789 4.78e+08 NA NA NA NA NA 10.5671939455279 82.6938366672004 NA 80.191 NA NA 34035.82421875 2.67 NA 1718.98666666667 0.9
"152" "Middle East & North Africa" "MEA" 15.7313816655631 34.6280256768853 31 -1194318 65.3719743231147 6.20501036391517 97.7567835411133 25.9764194478568 448912859 7.2 2.3377626678425 39.3929410089568 NA NA 9.79276225533819 78.96279 97.3821241260262 NA 100 59743296240.786 NA NA 75.731778615608 72.2456917208583 NA 30.2504102761331 NA 5.18216135597133 NA 11.3741770539703 74.549135238716 18.3 1788051.54501101 NA NA NA NA NA NA 10.4933375611742 9.6259734882633 NA 75.731778615608 NA NA 61142.9926816371 2.784 25.8664700270477 39.997702909805 18.2278412119395
"153" "Mexico" "MEX" 18.128999710083 19.844 23 -3e+05 80.156 3.99044614866763 100 40.7090420895066 126190788 1.7 2.13595812119722 41.1590154688671 3.6359614212705 NA 3.37800002098084 95.37991 90.4262079109407 11.1 99.6561265475774 37495592533 -21995659963 176390278595.584 77.827 72.046 NA 8.9 1303 7.22368498087198 1.5 13.5 79.9 11 590727 589360000 45.4 36.4 2 NA NA 2.80036910958545 4.96059305792831 20.4492381899093 77.827 NA NA 40453.45703125 3.05 21.3355771014877 64.9146264050001 13.1
"154" "Marshall Islands" "MHL" NA 22.969 434 NA 77.031 1.7956942234037 94.7550048828125 NA 58413 NA 3.6247527596621 85.2805068737064 NA NA NA NA NA NA 99.9999962558097 9752051.36249508 53031256.5306132 NA NA NA NA NA NA NA NA 30.5 NA 27.4 2244 NA NA NA NA NA NA 17.971392264776 15.5930416962225 57.8650362891928 NA NA NA NA NA NA 324.516666666667 NA
"155" "Middle income" "MIC" 30.6255737378693 47.4657425301464 148 -12419724 52.5342574698536 3.86673189186276 92.3621778813774 22.3676620261473 5678540888 NA 4.3257843868638 25.6163551124586 NA NA 5.09043140123525 86.14847 88.9604814478969 27.1133643036178 97.8721340093137 569581096953.79 NA NA 73.9765718678173 69.5866391985503 NA 30.131890249729 NA 7.63701466475014 NA 9.36480616609484 71.629324665712 27.3546150969138 14438494.78858 53957120000 NA NA NA NA NA 7.78132978179515 5.97549564406764 NA 73.9765718678173 NA NA 27812.7595810817 2.64650602409639 13.899370345627 72.294869980189 19.1782644011242
"156" "North Macedonia" "MKD" 16.2660007476807 42.037 13 -4999 57.963 3.61445103536235 100 NA 2082958 NA 2.66459188911705 72.8953760972152 0.766439573459688 NA 21.5809993743896 NA NA NA 100 648732424.984647 -25600396.88539 3284003546.93106 77.639 73.584 NA 61.2 NA 13.6701813815648 NA 9.3 95.3 8.7 NA 2.95e+08 NA NA NA NA NA 3.05771361935185 5.09094756953213 27.8690856744125 77.639 0.36398 799.27238 38987.2421875 2.7 48.3878261805863 82.5915146708961 6.4
"157" "Mali" "MLI" 66.3330001831055 57.644 53 -2e+05 42.356 0.0833693550692031 43.0898399353027 12.8251848101107 19077690 NA 4.89999574546111 34.0531709070044 NA NA 9.77600002288818 35.47377 NA 56.3 100 467067198.107612 NA NA 59.185 57.718 NA 62.2 NA 2.50722975755683 NA 2.4 30.5 62 NA 55400000 NA NA NA NA NA NA NA NA 59.185 NA NA 6394.76806640625 2.59 30.2795009149134 15.635015858186 23.1
"158" "Malta" "MLT" 1.50699996948242 5.38800000000001 14 4501 94.612 5.40061395717027 100 NA 483530 NA 6.77232811144415 123.982943699442 1.64206001768947 NA 4.6269998550415 94.50319 NA NA 100 4735070858.12154 1433226277.63042 1024613729.12178 84.4 80.6 NA 4.6 NA 20.3493242997122 NA 8.3 90.5 6.1 20903 NA NA NA NA NA NA 2.85446482680587 8.76299241462466 NA 84.4 NA NA 96758.984375 2.81 NA 1511.03125 6.1
"159" "Burma" "MMR" 53.1240005493164 69.421 338 -816564 30.579 0.413758590222221 69.8148365975088 12.1610820803712 53708395 NA 6.20005107153845 NA NA 1.9726 1.57500004768372 NA NA 41 100 1291196200.66864 -2137161106.25889 5646407387.45813 69.603 63.419 NA NA NA 5.78464193257209 NA 3.9 67.8 36.8 64397.9644896858 1.04e+08 NA NA NA NA NA 0.625447844166508 10.5932971498983 NA 69.603 NA NA 14095.1201171875 2.3 31.4029539397534 82.2386154835549 19.9
"160" "Middle East & North Africa (excluding high income)" "MNA" 19.2190940800329 38.4094524824717 34 -3197316 61.5905475175283 3.96503558201111 97.3712932316235 21.8959781901153 382896715 NA NA NA NA NA 11.4553826616805 75.9596 NA NA 100 15341463257.2615 NA NA 75.3351521364804 71.560181502266 NA 30.9892261650856 NA 5.37543637508798 NA 10.7906391111906 74.3617679561631 19.7858681563309 625199.79806317 NA NA NA NA NA NA 8.41896207018743 17.1438774286897 NA 75.3351521364804 NA NA 46037.6945623801 2.51083333333333 23.9129400407584 44.3111694561864 17.6200456463381
"161" "Montenegro" "MNE" 8.56700038909912 33.187 15 -2400 66.813 3.5560717904183 100 NA 622345 NA 5.07786020112071 66.7342964918413 NA NA 15.7760000228882 98.84718 NA NA 100 485653127.823429 -943038608.582669 1202727764.78899 79.105 74.205 NA 2.6 NA 14.9749366447439 NA 9 95 2.3 6887 NA NA NA NA NA NA 1.99151112504161 52.1678725110468 NA 79.105 NA NA 49213.30078125 2.75 NA 46.2710037174721 10.7
"162" "Mongolia" "MNG" 30.9500007629395 31.555 428 -4262 68.445 7.08802567796829 85.8696517944336 47.9583989441702 3170208 0.5 7.22584889934619 64.2328349644418 7.30481597480148 NA 6.34600019454956 98.42312 NA 42.7 97.0139805896742 1951528195.81853 -1902507511.63661 3549666961.87949 73.779 65.465 NA NA 5339 4.08353878726245 NA 4.7 79.7 14 7777 NA 32.7 25.7 3.3 NA NA 9.69597228683613 6.81877429502399 NA 73.779 0.10293 NA 32232.5234375 2.37 70.0685162884606 2.04060866654651 16.5
"163" "Northern Mariana Islands" "MNP" NA 8.38200000000001 95 NA 91.618 NA 100 NA 56882 NA -19.6078431372549 54.875283446712 NA NA NA NA NA NA 26.9230769230769 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 123.65652173913 NA
"164" "Mozambique" "MOZ" 60.6080017089844 64.012 551 -25000 35.988 0.320578016654618 27.4254703521729 9.27978887415166 29495962 NA 3.42817366081721 84.2244178956122 NA 5.59847 3.19000005722046 NA NA 80.3 100 2678190543.5991 -4500762107.63333 3257710292.09573 62.091 56.293 NA 24.7 NA 2.8907644574499 NA 3.3 26.9 54 10479 8e+07 NA NA NA NA NA 1.28352669775177 5.53997255701068 0.020050842724026 62.091 NA NA 2814.59106445313 NA 15.4064147107958 37.508535313716 30.1
"165" "Mauritania" "MRT" 55.4129981994629 46.328 93 25002 53.672 0.689388119146373 42.9123191833496 27.375123174133 4403319 NA 3.5542779844437 76.2198848987709 NA NA 10.3219995498657 NA NA 79.9 100 70755026.5279 -972886440.025002 934291833.830821 66.061 62.831 NA 64.1 NA 3.14111215805009 NA 7.1 37.2 51.5 5636.83947213211 NA NA NA NA NA NA 1.15714816396614 0.291008929085353 NA 66.061 NA NA 15087.9189453125 2.33 51.004485583805 4.27216357815077 24.7
"166" "Mauritius" "MUS" 7.7020001411438 59.207 13 0 40.793 3.35311047207863 98.0314331054688 NA 1265303 NA 3.77381891285675 54.1888142175361 0.405655190309511 4.83459 6.86899995803833 91.32539 NA NA 100 371518185.9208 -815323260.187134 6353096296.20215 77.89 71.3 NA 11.7 NA 11.4741730686522 NA 22 88.7 13.6 14940 3.83e+08 NA NA NA NA NA 9.54918584596861 38.8811569685775 23.2678319882128 77.89 0.33521 288.12683 48821.19921875 2.73 NA 623.30197044335 13.7
"167" "Malawi" "MWI" 67.3470001220703 83.063 181 -80263 16.937 0.0783395970665838 12.7 5.675032374183 18143315 NA 3.49999999999999 NA NA 4.71484 5.375 NA NA 66.7 100 102033113.80307 -1426524326.02759 759614761.931253 66.4 60.155 NA 90.5 NA 2.64543493031032 NA 4.5 31.7 35.3 2327 6e+06 NA NA NA NA NA 4.62032197696521 3.84470617648111 20.8655402066954 66.4 NA NA 2733.89404296875 2.59 33.5067181744607 192.440761561307 31
"168" "Malaysia" "MYS" 13.6879997253418 23.964 92 249999 76.036 8.13021031314655 100 23.9906484861277 31528585 NA 4.74160645035721 61.745411268396 NA 4.53477 3.3989999294281 94.85441 NA NA 90.537343806725 8570094242.95007 7590221354.00599 101452531755.37 78.008 73.903 NA 18.2 NA 6.67175462547886 1.9 16.7 73.6 6.7 476733 1.543e+09 NA NA NA NA NA 5.98545872369598 8.8343747621729 15.9313634284387 78.008 NA NA 60187.3828125 3.22 31.5516970601393 95.9628214883579 23.6
"169" "North America" "NAC" 1.97883981565358 17.8268451611462 3.3 5984188 82.1731548388538 16.3668511421216 100 46.2248202896062 364290258 NA 2.82711377261909 17.0284595564677 1.88073954968806 NA 4.10922102147804 NA 81.5022869331202 NA 3.02254541371824 305028472515.479 NA NA 81.4233983857273 76.524030553485 NA 0.759589115781972 NA 15.9525773634698 NA 10.4643542464959 88.3 5.5 11354692.5861809 NA NA NA NA NA NA 5.93784363792908 9.14485422563441 21.9099685675528 81.4233983857273 NA NA 114076.343394241 3.81 8.32043040738149 19.9709762368072 11.7364829218098
"170" "Namibia" "NAM" 21.4400005340576 49.968 524 -24030 50.032 1.65169281658111 52.5011825561523 NA 2448255 NA -0.546332045263455 44.9191890291428 3.72697511621139 NA 23.1870002746582 91.52727 NA 33.2 100 199551871.91461 -354541982.085513 2149916908.24883 65.823 60.02 NA 16.6 NA 3.63603168074514 NA 4.5 40.9 29 14543 NA NA NA NA NA NA 1.07388948740041 9.82957458178292 31.1225767877005 65.823 NA NA 32659.541015625 NA 33.0048468827531 2.97374558175127 30.4
"171" "New Caledonia" "NCL" 3.45000004768372 29.317 15 2510 70.683 16.005931729155 100 NA 284060 NA NA NA NA NA 13.4200000762939 NA NA NA NA 874392467.2137 NA NA 79.3 75.1 NA NA NA 9.17415792537671 NA 21.8 NA NA NA NA NA NA NA NA NA NA NA NA 79.3 NA NA 117965.484375 NA NA 15.5393873085339 NA
"172" "Niger" "NER" 79.1320037841797 83.575 87 20001 16.425 0.110542757005569 20.0419044494629 5.40829573726232 22442948 NA 6.48306670425471 33.0366878691783 NA 4.9198 0.256999999284744 NA NA 70.1 100 1997485164.9483 NA NA 62.776 60.485 NA 93.1 263 2.59500788269853 0.3 2.4 27 48 NA NA NA NA NA NA NA NA NA NA 62.776 NA NA 2464.5400390625 2.07 32.9272209674103 17.7176505881424 26.2
"173" "Nigeria" "NGA" 44.8919982910156 49.656 219 -3e+05 50.344 0.545794084565745 54.4 16.5138200055811 195874740 NA 1.93726806949346 17.5074563282189 11.3967949687168 NA 6.10599994659424 62.01601 NA 50.2 100 1997485164.94833 5334442800.14615 42838869124.791 54.843 53.086 NA 69.2 NA 2.74737700532743 NA 3.1 29 75.7 77482.726523888 4.4e+09 NA NA NA NA NA 18.4512656559857 2.91129132161068 NA 54.843 NA NA 18391.84765625 2.53 13.6530372484442 215.064988965381 21.4
"174" "Nicaragua" "NIC" 44.798999786377 41.478 41 -106360 58.522 0.791576322786616 86.7677993774414 16.2078863657068 6465513 NA -3.81606010321511 51.2746732381436 5.3762899084413 NA 4.86999988555908 NA NA NA 99.9026951322358 359200000 82999999.9999992 2261143360.12993 77.546 70.551 NA 34 NA 5.24749744838026 NA 11.4 76.4 15.7 NA 1.04e+08 NA NA NA NA NA 5.1855814091706 9.87027125102059 16.7283042182237 77.546 NA NA 12476.330078125 NA 27.6953697762113 53.7270483629716 NA
"175" "Netherlands" "NLD" 2.91599988937378 8.51000000000001 5.3 80000 91.49 9.92013807523839 100 12.4163884232718 17231017 NA 2.59745361827454 73.3313179310086 2.63369910249593 NA 3.76099991798401 NA 93.4610046096056 NA 99.5981414813269 -239337011214.707 99065091765.458 38431677254.824 83.2 80 NA 0.2 NA 19.1961926333387 NA 5.4 89.6 3.3 325942.296 NA NA NA NA NA NA 3.85310378322941 3.35266955604135 NA 83.2 NA NA 99029.6640625 4.02 7.17865285619598 511.457910359157 3.8
"176" "Norway" "NOR" 3.02699995040894 17.752 4.1 140000 82.248 9.27094513154166 100 19.0470643933692 5314336 NA 1.28954820126177 32.6325314512612 2.16773003305405 NA 3.96700000762939 NA 56.9516286499811 NA 2.04383779996992 -17352601275.0114 31372952649.9012 63145471060.2407 84.2 80.9 NA 0.1 NA 17.0492221563211 NA 5.3 87 2.1 NA NA NA NA NA NA NA 13.1757886185558 4.26622331607864 37.7030241924064 84.2 NA NA 131966.578125 3.7 23.1580886011803 14.5549195374975 2.7
"177" "Nepal" "NPL" 58.9930000305176 80.26 151 208549 19.74 0.298463302719902 95.5074768066406 4.73418579856052 28087871 NA 6.65753266831794 46.2971031347845 NA 5.16365 1.24699997901917 67.90843 NA 54.3 100 68186670.7450293 -2774671387.79068 8335473017.41812 71.586 68.71 NA 72.7 NA 5.72767077569198 NA 7.2 66.2 26.7 71908 3.5e+08 NA NA NA NA NA 6.26698468458562 27.7828846715184 NA 71.586 NA NA 4468.05908203125 2.51 23.9827030021935 195.939107080572 15.9
"178" "Nauru" "NRU" NA 0 54 NA 100 4.02185100818358 99.5531692504883 NA 12704 NA 5.69999999999999 NA NA NA NA NA NA NA NA 0 8406408.34014819 NA NA NA NA NA 7130 NA NA 12 NA 26.4 842 NA NA NA NA NA NA 7.48977675029448 5.1445115419415 NA NA NA NA NA NA NA 635.2 NA
"179" "New Zealand" "NZL" 7.85500001907349 13.462 7.3 74403 86.538 7.68657582544293 100 31.8672602599529 4885500 NA 2.77357101506234 28.2741552092056 NA NA 4.80700016021729 NA 59.7491685361223 NA 0 2128856170.74495 -7708679948.91985 17656593019.6171 83.4 80 NA NA 5308 15.6524245271741 NA 6.2 89.5 4.7 187851 NA NA NA NA NA NA 8.02396606849385 19.0841319332291 30.6865604678163 83.4 NA NA 71124.15625 3.88 36.8245859444148 18.5541756864532 7.8
"180" "OECD members" "OED" 5.71469272144957 19.4066924289496 NA 15385726 80.5933075710504 9.55063823247271 100 37.0647166547584 1303529456 NA 2.25084206067345 28.9455518053269 1.73810460086511 NA 5.2321136864427 NA 79.6762980161753 NA 59.4427756311549 431647267363.197 NA NA 82.8527805808872 77.5264344657716 NA 2.23098501573285 NA 17.1186184107216 NA 8.3528533171006 87.6296900035465 5.49405934685374 21692568.3732622 NA NA NA NA NA NA 5.62259883722023 6.75940462835111 NA 82.8527805808872 NA NA 88566.7653373728 3.62083333333333 17.7105365026844 37.8092345649061 8.38260857240136
"181" "Oman" "OMN" 5.23199987411499 15.461 5.9 437000 84.539 15.1887951113164 100 29.9527506360412 4829483 NA 1.7640875486989 44.5244554965406 NA NA 3.08400011062622 95.65153 NA NA 100 6342262678.80364 -4346728192.22341 17388370607.2955 79.906 75.645 NA NA 2293 2.39278695625796 NA 10.1 71.9 9.8 76672 NA NA NA NA NA NA 9.0944288108368 6.44138448487136 NA 79.906 0.21961 235.97606 68115.84375 3.2 35.430686365254 15.6041453957997 16.1
"182" "Other small states" "OSS" 20.6994053495733 37.8819618525498 NA 470312 62.1180381474502 7.62789783009735 75.2468624641826 NA 30758989 NA 2.13943214177542 49.6599824710036 NA NA 9.77646172105899 84.52881 12.1495988742983 NA 91.5446499699203 12811821890.7225 NA NA 69.8572023755639 66.7300746060308 NA 28.0162381584937 NA 5.49246578300642 NA 8.24478357835328 51.8473214568155 36.3917264697181 NA NA NA NA NA NA NA 11.695811804155 15.9686706213559 NA 69.8572023755639 NA NA 60323.8276493705 2.70105263157895 NA 15.1386164116647 20.4194499804544
"183" "Pakistan" "PAK" 32.8059997558594 63.334 265 -1166895 36.666 0.851472804393805 70.79 20.0718671999811 212215030 NA 5.83024190542581 19.7492590168979 NA NA 3.01999998092651 NA NA 45.5 100 2.354e+09 -19191340000 11837177725.8521 67.928 66.041 NA 53.9 NA 4.31277431133756 NA 19.9 57.8 57.2 48542 1.2e+09 NA NA NA NA NA 4.27144903935863 2.71482099771331 NA 67.928 NA NA 15906.044921875 2.42 19.7918930572625 275.289318700706 14.3
"184" "Panama" "PAN" 17.9020004272461 32.291 52 56000 67.709 2.25585475666538 100 42.6991675351393 4176873 1.7 3.6770136293445 NA -0.355083821021212 NA 3.90499997138977 95.41181 NA 25.8 71.6367476557604 5915110000 -6792241100 2121303718.10741 81.412 75.06 NA 17.1 NA 8.10473107966757 NA 7.7 74.6 13.1 119148 4e+08 49.2 37.1 1.2 NA NA 4.53576055218231 20.7841994303567 NA 81.412 NA NA 51613.6328125 3.28 63.0627636248687 56.1860774818402 14.3
"185" "Peru" "PER" 28.6009998321533 22.093 123 495345 77.907 2.05198435817931 96.3629913330078 32.4815525562708 31989256 2.6 3.97693571755005 23.5370450811417 2.13715342569978 3.71993 2.90199995040894 94.40827 NA 34.2 99.9629262855861 6487906280.71858 -3593583886.29134 60333192024.232 79.031 73.612 NA 11.7 NA 8.08839279183076 NA 6.6 69.2 11.1 141025.363 2.15e+08 42.8 32.1 1.8 NA NA 6.64082116705214 8.72074694501272 NA 79.031 0.12704 NA 23319.3828125 2.69 41.6927261076316 24.99160625 13.5
"186" "Philippines" "PHL" 31.1580009460449 53.093 554 -335758 46.907 1.05114222978493 93 14.2777061251648 106651922 NA 6.24373774240088 44.3747490184624 NA NA 2.41199994087219 NA NA 38.3 96.3706587650922 9832332890.55406 -8729200166.23739 79195598849.54 75.268 66.971 NA 27.7 NA 5.12256876829946 NA 7.1 67.3 22.5 292450 745350000 NA NA NA NA NA 9.61410596159944 10.7636236786084 14.8968260818562 75.268 NA NA 20670.544921875 2.9 26.9502658922642 357.688305329175 12.3
"187" "Palau" "PLW" NA 20.07 109 NA 79.93 14.7711902870759 100 NA 17907 NA 1.70551858341909 76.3032364313585 NA NA NA NA NA NA NA 21500000 NA NA NA NA NA NA NA NA NA 17.9 NA 16.6 NA NA NA NA NA NA NA NA NA 41.3588244014241 NA NA NA NA NA NA 38.9282608695652 NA
"188" "Papua New Guinea" "PNG" 65.0169982910156 86.831 432 -3999 13.169 0.795074226118891 54.4274482727051 NA 8606316 NA -0.820774238373588 NA NA 1.9264 2.36899995803833 NA NA NA 99.9951657438565 335186822.9726 NA 2239395527.4358 65.326 62.784 NA 3.5 1264 3.44526925145617 NA 17.9 55.9 38 41545.1707849472 NA NA NA NA NA NA NA NA 19.0592874701574 65.326 NA NA 13287.5986328125 2.17 32.3692434747469 19.0043633794109 14.2
"189" "Poland" "POL" 11.1929998397827 39.942 16 -146976 60.058 7.51715158489872 100 4.65472771628868 37978548 NA 5.14801848357114 52.153985217767 2.227478809383 NA 3.27099990844727 NA 90.2913754356553 NA 99.9661157279646 1.6697e+10 -5.82e+09 116956636327.589 82 73.9 NA 0.2 NA 17.5178167625452 NA 6.1 90.3 3.8 123903 NA NA NA NA NA NA 3.4739665375282 4.84104001819847 NA 82 NA NA 62942.0234375 3.54 7.75038760750288 124.035886214442 9.7
"190" "Pre-demographic dividend" "PRE" 51.6424153188389 58.7730484857523 NA -2213380 41.2269515142477 0.54231560397955 45.3850334161789 16.0692552981875 919485393 NA 1.98798310744368 27.981704630817 NA 4.2483 5.13364066045251 62.64361 NA 58.7235047399305 100 14099975071.312 NA NA 62.0443765000524 58.8197065298203 NA 61.2880530046787 NA 2.75381363776434 NA 5.37129031895693 32.3714266533842 54.989265312386 449389.607537073 NA NA NA NA NA NA 10.1992661954956 4.39756014712257 NA 62.0443765000524 NA NA 10368.0507356911 2.38818181818182 28.5312613286737 51.6874400219725 26.1031675070371
"191" "Puerto Rico" "PRI" 1.97399997711182 6.422 0.95 -489932 93.578 NA 100 76.8143810327706 3195153 NA -4.90562615259037 45.9429313889227 NA NA 11.1660003662109 NA NA NA 3.6697247706422 NA NA NA 83.266 76.176 NA NA NA 18.6748502103569 NA 13.7 NA NA NA NA NA NA NA NA NA NA NA NA 83.266 NA NA 102222.0859375 NA 82.0859476380955 360.220180383315 NA
"192" "Korea, Dem. People’s Rep." "PRK" 55.3219985961914 38.101 513 -27013 61.899 1.61737110336155 43.8711776733398 11.8899550716974 25549819 NA NA NA NA NA 3.30100011825562 NA NA NA 100 51973000 NA NA 75.343 68.253 NA NA NA 9.33452040978796 NA 6.4 83.6 13.7 460 NA NA NA NA NA NA NA NA NA 75.343 NA NA 2745.2451171875 NA 19.2086389435097 212.190175234615 NA
"193" "Portugal" "PRT" 8.38000011444092 34.789 24 -30001 65.211 4.33155402784831 100 41.1821436831547 10281762 NA 2.44126692937017 43.4350262486775 0.338178410046125 NA 6.12900018692017 96.13759 77.024122555839 NA 16.0083566266812 6420730028.3425 956877938.031136 24920338987.3177 84.3 78.1 NA 6.2 NA 21.9538575375873 NA 9.8 85.6 3.1 182753 NA NA NA NA NA NA 6.25606564732127 22.7109332338092 NA 84.3 NA NA 61394.453125 3.64 43.6597443041146 112.23945350807 7.4
"194" "Paraguay" "PRY" 23.1180000305176 38.415 43 -82780 61.585 0.864029477268519 99.3 46.3221120083449 6956071 1.6 3.67662323135605 34.4058889899134 2.75709727562792 NA 4.67600011825562 94.0208 NA NA 99.0583082497181 386916058.139802 8632489.21793727 7738519105.8012 76.085 72.041 NA 29.4 NA 6.43021500946081 NA 9.6 74.4 17.2 4215 5.8e+07 46.2 35.9 1.7 NA NA 3.95577302466936 2.72043975502737 NA 76.085 NA NA 19130.685546875 2.78 75.2165552104906 17.5083589227284 22.7
"195" "West Bank and Gaza" "PSE" 6.46799993515015 23.836 0.77 -52816 76.164 NA 100 NA 4569087 NA 0.905278232405877 59.7356303751394 NA NA 29.8659992218018 97.21861 NA NA 100 262509658.39526 -1659244825.79363 537846124.64 75.446 72.106 NA NA NA 3.13330573708009 NA 9.5 NA 17.3 NA NA NA NA NA NA NA 8.64734863783412 8.43813641509338 NA 75.446 NA NA 22003.642578125 NA 19.3574193555803 758.984551495017 NA
"196" "Pacific island small states" "PSS" 47.7349737194804 61.2186558820884 NA -63416 38.7813441179116 1.06612774478568 82.9978091679507 NA 2457367 NA 2.65447387201765 NA NA NA 3.59524465457921 NA NA NA 93.6298961986458 582388325.638761 NA NA 71.7029553818487 67.9923742582695 NA NA 1519.98411953978 4.53731737663538 NA 15.3261469361566 78.2957637053018 20.3945739946598 65161 NA NA NA NA NA NA 5.97803228946023 46.1797246157027 29.3315985669933 71.7029553818487 NA NA 14850.0922132161 2.46 NA 38.2767445482866 12.3135574875698
"197" "Post-demographic dividend" "PST" 3.9383513470315 18.7193052155021 NA 13892345 81.2806947844979 10.3597894698665 100 36.9929736063217 1109997273 NA 2.15473849310945 29.6273830687137 1.53089553422702 NA 5.19217389957183 NA 78.9955218951741 NA 52.8031653862806 448323456346.201 NA NA 83.3473634671467 78.0276385966983 NA 1.88101410842741 NA 18.9545169673224 NA 7.58198705816253 88.2383000077734 4.09218738397132 19638890.1579445 NA NA NA NA NA NA 5.79955707689458 6.97650293199281 NA 83.3473634671467 NA NA 93210.0346932644 3.58171428571429 17.4789961542512 35.2674889372306 7.74253594212076
"198" "French Polynesia" "PYF" 10.6260004043579 38.166 22 -5000 61.834 2.9556798733921 100 NA 277679 NA NA NA NA NA 11.9720001220703 NA NA NA NA 58721896.4434 NA NA 79.539 75.171 NA NA NA 8.29050810468202 NA 19.5 NA NA NA NA NA NA NA NA NA NA NA NA 79.539 NA NA 134305.34375 NA NA 75.8685792349727 NA
