"Country" "CCode" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"41" "Cameroon" "CMR" 41.1949996948242 43.626 186 -24000 56.374 0.308791722441786 61.4018745422363 28.0286031575607 25216237 NA 4.06240531944661 23.6975689193905 NA 3.14529 3.33999991416931 77.07104 NA 37.8 100 765138128.210638 -1409485089.99484 3459329760.96426 59.795 57.235 NA 62.7 NA 2.72887735524057 NA 6 35.2 50.6 5550 9e+07 NA NA NA NA NA 10.8635393414282 8.66996592573408 NA 59.795 NA NA 8176.7578125 2.6 25.7161651648096 53.3439889149796 30.1
"42" "Congo (Kinshasa)" "COD" 60.7270011901855 55.54 321 119303 44.46 0.0633308890302249 19.0936317443848 24.0990056500748 84068091 NA 5.75793273827452 37.3422312884634 NA NA 4.27199983596802 NA NA 74.8 100 1284643393.84758 -2169064858.49838 665272094.992908 61.539 58.528 NA 76.1 NA 3.01784062159803 NA 6 28 68.2 18612.1962447002 NA NA NA NA NA NA 0.646996731516002 0.376205306165348 NA 61.539 NA NA 2495.19604492188 2.43 35.2392413310837 37.0825923557045 33.7
"43" "Congo (Brazzaville)" "COG" 35.2550010681152 33.084 375 -20000 66.916 0.653359718672722 66.2148513793945 64.2080267899076 5244363 NA 1.02555420747001 56.0218574027979 NA 3.63639 10.3870000839233 80.29876 NA 46.9 100 4313143665.0143 NA 423617388.256644 65.316 62.546 NA 60 NA 2.68171953903232 NA 6 34.6 36.2 8439 5.6e+07 NA NA NA NA NA NA NA NA 65.316 NA NA 13040.802734375 2.49 63.5363623359297 15.3568462664715 27.4
"44" "Colombia" "COL" 22.4150009155273 19.222 33 1023981 80.778 1.79035682717161 99.5952377319336 43.8968000864474 49648685 4.1 2.56922098807335 20.8253458573742 3.52549273618952 4.50259 9.1879997253418 95.09251 NA 13.1 92.1046289822956 11535119873.131 -13037301747.0417 47887623364.3511 79.694 74.124 NA 10.4 27385 8.47804701986958 NA 7.4 74.8 12.2 358847 2027740000 50.4 39.7 1.4 NA NA 8.93981287881651 12.2508998097043 NA 79.694 0.23699 NA 28080.451171875 2.94 26.3666682749363 44.7487021180712 18.5
"45" "Comoros" "COM" 52.1829986572266 71.035 35 -10000 28.965 0.202812783945009 79.9312896728516 NA 832322 NA 3.43076413622954 29.8465449183026 NA NA 3.70300006866455 58.81702 NA 69.6 100 6859922.78066133 -28253425.5410321 199213183.261238 65.675 62.21 NA 73.3 NA 3.00700930649436 NA 12.3 41.7 51.3 NA 5e+05 NA NA NA NA NA 12.8369347477558 50.4351159740491 NA 65.675 NA NA 5668.2880859375 2.56 NA 447.244477540227 26.5
"46" "Cabo Verde" "CPV" 17.9750003814697 34.268 46 -6709 65.732 0.948113817341959 92.9136352539063 NA 543767 NA 5.07755082887782 68.2078053781849 1.10666656494144 NA 12.3030004501343 NA NA NA 100 107974093.736283 -94519229.6261681 606430600.295088 75.812 69.089 NA 19.8 NA 4.60932715666821 NA 2.4 70.3 16.7 1546 NA NA NA NA NA NA 7.22106468714003 53.5842255392712 NA 75.812 NA NA 15359.869140625 NA NA 134.929776674938 25
"47" "Costa Rica" "CRI" 17.0790004730225 20.66 10 21000 79.34 1.61808784926208 99.6 27.1579362572736 4999441 1.4 2.63398496797504 33.2420840335805 2.09620256592949 7.02824 8.19099998474121 97.86379 NA 5.5 99.6887933668832 2763898445.34094 -1866153307.76786 7500924411.18614 82.557 77.354 22.1457084 8.2 3746 9.54984767296984 1.2 9.1 83.3 7.6 39730 6.63e+08 48 36.3 1.5 NA NA 5.90941790624206 19.3973474852318 30.0206153771698 82.557 NA NA 37608.67578125 2.79 34.2298205294467 97.9130630630631 16.7
"48" "Caribbean small states" "CSS" 15.9431473305588 48.8006384223868 NA -87055 51.1993615776132 8.87121971551983 98.3837313333542 NA 7358965 NA 1.26131445904258 NA NA 5.40731 8.9660076682857 NA NA NA 99.9987380886081 2835302824.38183 NA NA 75.7746745302104 71.3399815619282 NA NA NA 8.79665874897365 NA 11.6291677143576 77.8673266198221 14.8631020045784 244659.385838448 NA NA NA NA NA NA 5.51129297720608 35.7023029918698 NA 75.7746745302104 NA NA 33325.9649712146 2.4575 NA 18.1770161788317 15.4981508300211
"49" "Cuba" "CUB" 24.4270000457764 22.963 7.2 -72000 77.037 3.08099424581552 100 18.843199826991 11338138 NA 2.24848039303581 12.5931035861752 NA NA 2.25200009346008 NA NA NA 99.9999999999811 NA NA NA 80.643 76.699 NA NA NA 15.1862114171521 NA 9.6 83.7 3.7 8733.666 NA NA NA NA NA NA NA NA NA 80.643 NA NA NA 2.2 24.4599356510304 108.999596231494 8.5
"50" "Curacao" "CUW" NA 10.855 6.4 2573 89.145 37.7262890532298 100 NA 159849 NA -2.16613204691582 NA NA NA NA NA NA NA NA 126888268.156425 -897843575.418994 NA 81.5 74.7 NA NA NA 16.6848948092804 NA 11.6 NA NA NA NA NA NA NA NA NA 18.9350200491937 31.5679164213214 NA 81.5 NA NA NA NA NA NA NA
"51" "Cayman Islands" "CYM" NA 0 5.4 NA 100 8.9192085195898 100 NA 64174 NA NA NA NA NA NA NA NA NA NA 57383579000 NA 162073506 NA NA NA NA 8771 NA NA 6.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 267.391666666667 NA
"52" "Cyprus" "CYP" 3.6949999332428 33.19 5.4 25000 66.81 5.26046160455096 100 NA 1189265 NA 4.06019176189083 72.2795717929557 NA NA 7.91699981689453 NA NA NA 100 5206751664.27152 -1067068304.01677 924201541.467494 82.794 78.547 NA 10.4 3057 13.7190617734483 NA 9 91.1 1.9 5456 NA NA NA NA NA NA 8.61809977457805 18.9232403187276 NA 82.794 NA NA 51596.453125 3.15 NA 128.708333333333 5.1
"53" "Czechia" "CZE" 3.55999994277954 26.208 5.4 110057 73.792 9.16597837581982 100 12.1549884501673 10625695 NA 2.95778447296561 72.0030708959607 2.84787595918047 NA 2.47399997711182 NA 77.7345870580784 NA 99.6772126159304 8493644233.84427 860048615.269931 142511752519.564 82.6 76.5 NA 0.3 NA 19.4208768932343 6.5 7 89.9 2.7 50694 NA NA NA NA NA NA 3.44022042992777 4.31227059186259 NA 82.6 NA NA 70237.859375 3.68 16.4719593241246 137.602887852888 5.9
"54" "Germany" "DEU" 1.60300004482269 22.688 7.3 2719112 77.312 8.88937039483839 100 9.58047278695829 82927922 NA 1.52744629830981 41.254735570526 1.4456670146976 NA 3.19899988174438 NA 78.862551056755 NA 89.1743564300489 105276890168.508 289897516287.849 198027061675.403 83.5 78.6 NA 0.1 NA 21.4619619953309 NA 10.4 91.2 3.1 922648.643490196 NA NA NA NA NA NA 6.38673994407597 3.22285053527186 NA 83.5 NA NA 92717.6875 4.2 5.54038959350593 237.3709697733 4.1
"55" "Djibouti" "DJI" 47.3919982910156 22.223 260 4501 77.777 0.803830216224396 60.2 NA 958920 NA 5.46019075866732 178.881328667234 3.31925372703833 5.55942 11.0299997329712 NA NA 65.6 100 2.65e+08 NA 454193909.718601 68.023 64 NA NA NA 4.52757937811482 NA 5.1 44.4 49.8 NA 3.96e+08 NA NA NA NA NA NA NA NA 68.023 NA NA 9836.248046875 2.63 75.2949442156877 41.3684210526316 NA
"56" "Dominica" "DMA" NA 29.517 6.4 NA 70.483 1.90868678342829 100 NA 71625 NA 2.26457023430542 65.095817562071 NA NA NA NA NA NA 100 13286694.9945287 -225095301.374874 191323608.30539 NA NA NA NA NA NA NA 11.6 NA 32.9 NA NA NA NA NA NA NA 6.95363495546831 68.538006850991 NA NA NA NA NA NA NA 95.5 10.9
"57" "Denmark" "DNK" 3.23600006103516 12.126 5.4 75998 87.874 5.9357124821143 100 22.7828943986714 5797446 NA 2.39132968541817 49.5945167161173 0.758131572511619 NA 4.83099985122681 NA 64.9270894675666 NA 56.9144561104444 1166205135.1967 24780873569.4533 70942078373.7473 82.9 79.2 NA 0.1 21197 19.8129526369902 2.5 8.3 89.7 3.6 NA NA NA NA NA NA NA 5.9414777290166 4.59775437271808 NA 82.9 NA NA 98470.953125 3.99 25.9267736170828 138.067301738509 4
"58" "Dominican Republic" "DOM" 14.6280002593994 18.926 45 -150000 81.074 2.11899466984248 100 29.8494659676405 10627165 0.4 6.98252758438241 28.504535080793 1.8106037704296 NA 5.82800006866455 NA NA 12.1 99.9134426224712 2744500000 -1159600000 7717561574.1843 76.99 70.609 NA 16.1 NA 7.08281747649721 NA 8.6 72.3 24.1 NA 73400000 43.7 35.2 2.3 NA NA 4.05381363470776 37.4460793296255 15.7045521406131 76.99 NA NA 36326.68359375 2.66 36.8175557007141 219.97857586421 34.6
"59" "Algeria" "DZA" 10.3889999389648 27.371 69 -50002 72.629 3.7355201474105 100 6.37850392208528 42228429 NA 1.39999999999998 32.3410220592228 1.95176821052894 NA 12.3489999771118 81.40784 NA NA 100 1506316885.7744 NA 87382910154.0942 77.735 75.307 NA 5.9 NA 6.36249654497986 1.9 6.7 75.7 20.1 77463 1.08e+08 NA NA NA NA NA NA NA NA 77.735 NA NA 55316.42578125 2.45 8.78230990288061 17.7300750711665 NA
"60" "East Asia & Pacific (excluding high income)" "EAP" 30.581258260321 44.3664117617363 144 -3791004 55.6335882382637 5.77612844555788 97.5916216010028 NA 2081651801 NA 6.29499973419354 24.2547724697715 NA NA 3.94545414953392 95.86556 NA 25.7938114421832 99.0928785890429 279267404115.682 NA NA 77.5631021007142 72.6070251901888 NA 24.7869598338908 2725.2549059322 9.49623787364322 NA 8.48791756998485 84.0800321866558 13.0844150084601 7384072.85519138 29462230000 NA NA NA NA NA 9.13469260494069 4.49776792904924 NA 77.5631021007142 NA NA 28543.9883151141 2.81538461538462 7.62038819041426 130.810431457567 18.0851558360796
"61" "Early-demographic dividend" "EAR" 34.2922245110689 54.8687433013281 NA -11460012 45.1312566986719 2.29821640857788 89.6848298590141 18.7898164289175 3249140605 NA 3.51766044443748 29.1709171020202 NA NA 4.58852086216093 79.35073 89.5366015409232 27.0384934402143 99.3532372975082 223452329249.936 NA NA 72.1599272001174 68.4780791156251 NA 33.6353218490379 NA 5.8178056840413 NA 10.0911796578345 64.9343668028033 28.6865497443196 6188980.51779222 14869630000 NA NA NA NA NA 5.20574989909624 8.66273709676454 NA 72.1599272001174 NA NA 24351.4880861007 2.63297872340425 17.5824846030774 98.13836364042 19.2295623670377
"62" "East Asia & Pacific" "EAS" 27.8203946360095 40.9472113285627 133 -2057249 59.0527886714373 6.29425627174206 97.8255563174976 NA 2328220870 1.3 4.19795418949631 28.2231415753381 NA NA 3.87191537152093 95.6076 87.8853641482509 25.7938114421832 96.8776644238608 557671480152.955 NA NA 78.5071334833693 73.404356632599 NA 22.5080816871728 NA 10.7443580041224 NA 8.20262598117286 83.9213929273157 12.5 10252929.8551914 NA NA NA NA NA NA 7.25603605913776 5.42781808634583 NA 78.5071334833693 NA NA 34569.1823293409 3.14761904761905 11.6533794894219 95.4316055341949 16.9083039626311
"63" "Europe & Central Asia (excluding high income)" "ECA" 15.9102196467804 33.0526194856177 51 1510981 66.9473805143823 7.42107333360326 99.9850468508845 22.3788795816574 417797257 NA 2.8502652879173 30.159702123788 2.60833956534686 NA 7.20029205495228 99.0011 86.843187660708 NA 96.3860616408219 47944433114.4616 NA NA 77.4806481795123 69.5077302487799 NA 14.8386203625606 NA 12.0469773953365 NA 7.21219810724786 88.6484328639874 11.0571194929307 2045469.91697346 3588880000 NA NA NA NA NA 7.43823827235191 7.57269831547487 29.6735182175792 77.4806481795123 NA NA 47064.5586987795 2.70631578947368 17.9579430164448 18.4773754089394 14.4814616023996
"64" "Europe & Central Asia" "ECS" 9.46729221320545 27.8164894989411 28 7894029 72.1835105010589 6.9159390223169 99.9932082191319 20.5103364704978 918793590 1.2 2.13799275728836 40.3248821576232 1.73810460086511 NA 6.82712405972141 98.33417 71.5704915402549 NA 85.0690043235005 -86312203710.6304 NA NA 81.0382247767992 74.6485379608833 NA 7.56956790298289 NA 16.3488906043948 NA 6.6845231200051 89.3669070449847 7.5 8484576.15905476 NA NA NA NA NA NA 5.90935007447484 6.28938648148198 NA 81.0382247767992 NA NA 70273.8032713307 3.24042553191489 16.8027375358229 33.4968853034031 9.38051410179267
"65" "Ecuador" "ECU" 29.2800006866455 36.179 44 182000 63.821 2.75326636341217 100 27.6345957884163 17084357 3.3 1.37712702988119 23.0467920375474 0.266012515466136 NA 3.98099994659424 NA NA 36 98.3156239365569 1410435145.23622 -1488129213.64077 2158694032.4143 79.442 73.833 NA 24.4 1552 7.15728972666108 NA 5.5 72.2 12.2 53033 3.77e+08 45.4 34.4 1.6 NA NA 4.0684950486967 7.61486108501925 NA 79.442 NA NA 22303.599609375 2.88 26.5861487148008 68.7886817522951 21.3
"66" "Egypt" "EGY" 21.6429996490479 57.296 12 -190164 42.704 2.23273200470305 100 25.5652539413948 98423595 NA 5.31412103746398 29.3662955784919 9.15050222631588 NA 11.2930002212524 NA NA 10.6 100 6797600000 -6293166088.33333 41839242990.7097 73.967 69.453 NA 30.3 NA 5.22977934620923 NA 17.2 84.1 18.1 104473 4.98e+08 NA NA NA NA NA 3.79545671908511 24.6108510877487 NA 73.967 0.72388 686.71743 39313.47265625 2.82 47.7649634748908 98.8734692852479 9.7
"67" "Euro area" "EMU" 4.0310680098096 23.0082672893716 NA 4446572 76.9917327106284 6.47492085436996 100 19.4808653412789 341783171 NA 1.89984996459718 42.1547853863016 1.4456670146976 NA 7.79075558404441 NA 69.9548544285775 NA 77.3693233852751 36881366369.9302 422160050848.755 822526232328.578 84.6707941359919 79.3690200436887 NA 2.12814014935124 NA 20.6002875939103 NA 6.7561965407452 90.0481683917802 3.01916517569194 4557258.9394902 NA NA NA NA NA NA 5.42988772005732 6.32706758989443 NA 84.6707941359919 NA NA 92559.5839811785 3.53105263157895 15.6968708282738 127.582277673283 5.10881071135502
"68" "Eritrea" "ERI" 59.3549995422363 NA 89 -199290 NA NA 48.4237899780273 NA 3213972 NA NA NA NA NA 6.5460000038147 76.57052 NA NA 100 61015000 NA NA 67.745 63.404 NA NA NA NA NA 5.1 45.2 31.3 919 NA NA NA NA NA NA NA NA NA 67.745 NA NA 4015.32397460938 2.09 NA NA 25.3
"69" "Spain" "ESP" 5.97499990463257 19.679 9.4 2e+05 80.321 5.03382448723757 100 25.6641413770115 46723749 NA 2.35100813140505 32.4030334563585 0.699536241717015 NA 14.6999998092651 98.4365 72.9555461183378 NA 41.115549425172 49074301840.6961 27306631572.0147 70633189427.7056 86.3 80.5 NA 1.9 10579 19.3785075224995 NA 6.9 91.4 2.5 641020 NA NA NA NA NA NA 5.7986812093149 16.3031973538393 NA 86.3 NA NA 87113.2265625 3.83 17.3122841434921 93.5290582615872 4.1
"70" "Estonia" "EST" 4.97100019454956 31.12 13 19555 68.88 14.848819173174 100 NA 1320884 NA 4.76115846853359 70.7437935394783 2.27725931243518 NA 5.88199996948242 NA 13.0562153357344 NA 0 1180195916.01414 612392506.040835 755005588.304243 82.2 73.3 NA 79.6 9684 19.6263568469749 5 4.2 92.7 2.1 790 NA NA NA NA NA NA 7.59774586816587 10.2228003517302 NA 82.2 NA NA 64494.19140625 3.31 48.0341823977138 30.3861053600184 6.1
"71" "Ethiopia" "ETH" 71.0279998779297 79.237 151 150002 20.763 0.118240576234369 44.3 4.02809957786142 109224559 NA 6.81016939097316 22.798726646213 NA NA 1.78799998760223 NA NA 73.9 100 3360419368.65295 -4611293722.98811 3987464165.90059 67.784 63.997 NA NA NA 3.50113299760986 0.3 4.3 39.3 39.1 110971 NA NA NA NA NA NA 3.0744322898584 46.5352282793683 10.8064141634333 67.784 NA NA 3975.82788085938 NA 19.4003737935325 109.224559 26.7
"72" "European Union" "EUU" 5.05977345617009 24.3343515342468 NA 5584898 75.6656484657532 6.37914904858669 100 18.6798429112481 513213363 NA 2.01485496020119 41.8588724449149 1.63052260754338 NA 6.489369837452 NA 71.1305375891382 NA 78.1442280513278 51721094375.6944 NA NA 83.7563521701237 78.37019224543 NA 2.30392178331065 NA 19.9345216836279 NA 6.31674499829514 90.2429133338746 3.31852756234416 6252642.9394902 NA NA NA NA NA NA 5.57312439420515 6.22998627243063 NA 83.7563521701237 NA NA 85808.9477936448 3.53607142857143 15.9301239455614 121.078194096678 5.49831583334492
"73" "Fragile and conflict affected situations" "FCS" 47.1583037910291 58.4931709377998 NA -6325944 41.5068290622002 0.89593092409744 54.9705854335889 17.7273837265217 515215936 36.9 1.96929279069522 37.0257406247775 NA NA 5.9167166530774 63.75516 NA 60.9683948898495 99.9998131259009 13271532793.6255 NA NA 65.1103590680699 61.1711211559609 NA NA NA 3.45084801162229 NA 7.54500210399645 40.9856752201477 50.8585389807096 281256.959803504 NA NA NA NA NA NA 9.68087797548778 9.17349294462207 NA 65.1103590680699 NA NA 11718.9656920259 2.34851851851852 33.209503636834 39.8693125353373 25.8857855093877
"74" "Finland" "FIN" 5.18400001525879 14.618 4.7 70000 85.382 8.66072124349448 100 23.1802176493508 5518050 NA 1.67143888071415 39.2931632352753 1.02409392963429 NA 7.2519998550415 NA 40.2079829899529 NA 0 -4878401765.03615 -4468797258.63879 10309164187.4717 84.4 78.6 NA 0.1 8850 21.7207875455222 4.4 5.6 93.2 1.4 125804 NA NA NA NA NA NA 6.66518349258762 5.27907315743818 NA 84.4 NA NA 93160.171875 3.97 27.1488368371241 18.1568556480537 4.7
"75" "Fiji" "FJI" 39.5550003051758 43.752 54 -31008 56.248 1.35007092133099 96 NA 883483 NA 3.52620937156848 NA 1.7731018246027 NA 4.15100002288818 NA NA NA 82.8031823467088 468845976.069601 -470069077.236674 947653331.857671 69.043 65.594 NA NA 1490 5.44968041263952 NA 14.7 84.4 21.6 24134 NA NA NA NA NA NA 5.16960165314811 51.3240403469038 28.2514016209073 69.043 NA NA 23569.73046875 2.35 NA 48.3570333880679 9.6
"76" "France" "FRA" 3.5 19.556 8.9 182636 80.444 4.57318159541951 100 22.7570834232261 66987244 NA 1.72488062714211 32.1109689812119 1.10825492288292 NA 9.09899997711182 NA 46.4879708722364 NA 78.2135639205549 59857774930.3435 -19014298810.729 166483400196.79 85.7 79.5 NA 0 NA 20.0346247469881 NA 4.8 87.6 3.4 597412 NA NA NA NA NA NA 6.18840249891611 8.07752900565779 NA 85.7 NA NA 97407.5 3.84 20.2291975765162 122.338395739199 5.5
"77" "Faroe Islands" "FRO" NA 57.936 NA NA 42.064 12.462906588824 100 NA 48497 NA NA NA NA NA NA NA NA NA NA NA NA NA 84.5 80.4 NA NA NA NA NA 4.7 NA NA NA NA NA NA NA NA NA NA NA NA 84.5 NA NA NA NA NA 34.7399698278226 NA
"78" "Micronesia, Fed. Sts." "FSM" NA 77.297 108 -2999 22.703 1.39927963814381 80.7566833496094 NA 112640 NA 0.211658398706788 65.3767292666934 NA NA NA NA NA NA 99.9999999837514 NA NA 203528219.216567 69.308 65.986 NA NA NA 3.99680397727273 NA 11.9 74.8 25.6 NA NA NA NA NA NA NA NA NA 21.5071616982564 69.308 NA NA NA NA NA 160.914285714286 1.9
"79" "Gabon" "GAB" 26.6140003204346 10.63 525 16301 89.37 2.75638178150547 92.1912002563477 NA 2119275 NA 0.835804969429503 21.5123688593313 2.06199788362745 NA 19.6060009002686 84.66716 NA 37 100 845752960.6347 NA 1321051088.57443 67.883 63.879 NA 14.7 NA 3.56390746835592 NA 6 41 32.7 NA 349600000 NA NA NA NA NA NA NA 13.7017325838068 67.883 NA NA 62350.12890625 2.16 42.9509354824403 8.22476423332169 23.2
"80" "United Kingdom" "GBR" 1.58399999141693 16.602 8 1303250 83.398 6.49744049045117 100 26.8188984850139 66488991 NA 1.38567356958762 31.769657960321 1.73810460086511 NA 3.80900001525879 NA 80.3517712672552 NA 66.5332490328298 35064410362.3284 -123105578164.124 172657749536.315 83 79.4 NA 0.1 NA 18.3958656741466 NA 3.9 88.8 3.6 1242985 NA NA NA NA NA NA 7.59537364202657 5.66244750769187 NA 83 NA NA 82216.828125 3.99 16.3145270008349 274.82739222089 3.1
"81" "Georgia" "GEO" 40.443000793457 41.368 80 -50000 58.632 2.41646049619644 100 28.8751809166443 3731000 4.5 4.80000000000014 61.1971488341745 NA NA 14.246000289917 NA NA NA 100 1218652826.35 -1192744352.9 3289463516.7195 77.816 68.98 NA NA 5488 14.8654914310525 NA 5.8 93.7 8.7 7108 3.45e+08 36.4 27.5 2.4 NA NA 8.91481277731131 39.5431186389124 21.3987663483508 77.816 0.30457 1463.77339 21660.1640625 2.44 49.2481577648156 65.2752020714511 15.3
"82" "Ghana" "GHA" 40.3619995117188 43.94 148 -50000 56.06 0.531371737898168 79 18.4905668363887 29767108 NA 6.26348073195742 36.4138216028432 NA 3.98944 6.78399991989136 79.03964 NA 37.9 100 2989035000 -2043923676.53035 6294851564.02725 64.503 62.437 NA 19.3 NA 3.06889800693396 NA 2.5 42.7 34.9 14373 5.5e+08 NA NA NA NA NA 5.72353595699859 4.42376536974536 NA 64.503 NA NA 11848.2451171875 2.57 18.3654162432694 130.821429199262 24.9
"83" "Gibraltar" "GIB" NA 0 NA NA 100 15.6574647887324 100 NA 33718 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3371.8 NA
"84" "Guinea" "GIN" 62.2130012512207 63.86 176 -20000 36.14 0.219671872697791 35.4412155151367 14.8467358416306 12414318 NA 6.16385332467215 53.0245859191977 NA 2.57251 3.57200002670288 NA NA 43.3 100 352760000 -190500000 1224990168.34101 61.153 60.04 NA 91.3 NA 2.92602244847935 NA 2.4 35.1 64.9 NA 1.59e+08 NA NA NA NA NA 9.93625035529261 0.188629788318182 NA 61.153 NA NA 6207.51806640625 2.2 41.0811684295341 50.5222122741332 28.2
"85" "Gambia" "GMB" 24.2730007171631 38.73 174 -15436 61.27 0.253640981758284 56.2 NA 2280102 NA 6.54702656494995 41.5109863180911 7.1157293121432 2.43275 8.89799976348877 NA NA 34.8 100 32957945.2678928 -78645905.1960736 191773260.980301 62.84 60.088 NA 41.3 NA 2.58998093938232 NA 1.9 34.3 39 625 NA NA NA NA NA NA 1.67432277078687 48.2694865019217 NA 62.84 NA NA 5417.39404296875 2.4 31.2924386085219 225.30652173913 29.7
"86" "Guinea-Bissau" "GNB" 65.9909973144531 56.64 361 -6996 43.36 0.160335468516147 26.0473480224609 NA 1874309 NA 3.79999999203385 32.4552944897155 NA NA 4.07000017166138 NA NA 82.3 100 20553776.349135 -54107891.3671534 NA 59.62 55.597 NA 67.9 NA 2.82371633615269 NA 2.4 30 54 NA NA NA NA NA NA NA 16.2559757349751 5.25980895623503 NA 59.62 NA NA 3874.31005859375 2.39 68.7091177556294 66.6539473684211 31.1
"87" "Equatorial Guinea" "GNQ" 41.1500015258789 27.857 201 79998 72.143 4.76396715246517 67.1840972900391 NA 1308974 NA -6.12874928878162 43.3468044957638 NA NA 9.21199989318848 NA NA 66.2 100 395884364.5524 NA 48929813.6121629 59.259 57.059 NA NA NA 2.45787734677897 NA 6 35.9 62.6 19549.2208516854 NA NA NA NA NA NA NA NA NA 59.259 NA NA 56413.83984375 2.32 39.8054499842746 46.6657397504456 24.6
"88" "Greece" "GRC" 12.3269996643066 20.942 4.5 -80000 79.058 6.18033726778447 100 29.4155262821333 10727668 NA 1.93437082746027 36.3904688555073 0.174430106813301 NA 18.0809993743896 97.93595 82.5746351336883 NA 99.9999999998588 4025447788.57701 -6248523036.36721 7578500698.89502 84 78.9 NA 7.7 NA 21.6552720778435 4.3 4.7 86.2 3.6 144040 NA NA NA NA NA NA 4.55695193033916 26.3766965912666 46.5504416828908 84 NA NA 67037.2421875 3.2 37.2075254566635 83.2247323506594 9.2
"89" "Grenada" "GRD" NA 63.728 2.1 -1000 36.272 2.22238342730161 94.695671081543 NA 111454 NA 4.17721518987342 55.1720799500312 NA NA NA NA NA NA 100 153748019.800794 -116327736.4428 233815853.807382 74.949 70.07 NA NA NA 9.62190679562869 NA 10.7 81.3 13.7 NA NA NA NA NA NA NA 6.35955589379954 84.3383121928503 NA 74.949 NA NA NA NA NA 327.805882352941 9.3
"90" "Greenland" "GRL" NA 13.184 100 NA 86.816 8.98918198774314 100 NA 56025 NA 3.21802733064499 45.0191491349158 NA NA NA NA NA NA 80.0160106688235 NA NA NA NA NA NA NA NA NA NA 2.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.136496528200755 NA
"91" "Guatemala" "GTM" 39.3730010986328 48.946 26 -46073 51.054 1.1510008356966 93.2880935668945 16.5302406271128 17247807 NA 3.14504331729282 27.6848354752307 3.69998398008601 2.92707 2.74600005149841 NA NA 34.5 100 1051500000 6.65e+08 12583121641.7733 76.721 70.83 NA 38.2 NA 4.81207250828785 NA 10 59.2 22.1 3205 1.2e+08 NA NA NA NA NA 5.13450008473528 11.1311802061383 NA 76.721 NA NA 19070.828125 2.41 32.3779554027252 160.953779395297 16.6
"92" "Guam" "GUM" 0.437999993562698 5.22 49 -2532 94.78 NA 100 NA 165768 NA -0.268353459842814 53.6824324324324 NA NA 5.85799980163574 NA NA NA 83.3333333333333 NA NA NA 83.146 76.39 NA NA NA 9.84991071859466 NA 18.7 NA NA NA NA NA NA NA NA NA NA NA NA 83.146 NA NA 107543.3984375 NA NA 306.977777777778 NA
"93" "Guyana" "GUY" 24.5629997253418 73.394 83 -30001 26.606 2.63239277948073 90.864875793457 NA 779004 NA 4.10000155013697 47.1231768121411 2.0872308916202 5.88842 12.2189998626709 NA NA 33.1 99.9881773200384 1180405596.06866 -1071725155.54714 518509369.454311 72.847 66.605 NA NA NA 6.45027124309697 NA 11.6 67.6 25.1 1931 NA NA NA NA NA NA 2.63362399948619 1.75306045052141 NA 72.847 NA NA 21813.025390625 2.36 NA 3.95734823469647 24.6
