"Country" "Lat" "Long" "X4.6.20" "X4.7.20" "X4.8.20" "SL.AGR.EMPL.MA.ZS" "SP.RUR.TOTL.ZS" "SH.TBS.INCD" "SM.POP.NETM" "SP.URB.TOTL.IN.ZS" "EN.ATM.CO2E.PC" "EG.ELC.ACCS.ZS" "EN.URB.MCTY.TL.ZS" "SP.POP.TOTL" "SI.POV.DDAY" "NY.GDP.MKTP.KD.ZG" "NE.IMP.GNFS.ZS" "FP.CPI.TOTL.ZG" "SE.XPD.TOTL.GD.ZS" "SL.UEM.TOTL.ZS" "SE.ADT.LITR.ZS" "EG.USE.COMM.FO.ZS" "EN.POP.SLUM.UR.ZS" "EN.ATM.PM25.MC.ZS" "BX.KLT.DINV.CD.WD" "BN.CAB.XOKA.CD" "FI.RES.TOTL.CD" "SP.DYN.LE00.FE.IN" "SP.DYN.LE00.MA.IN" "SG.TIM.UWRK.FE" "SH.SGR.CRSK.ZS" "SH.SGR.PROC.P5" "SP.POP.65UP.TO.ZS" "SH.MED.BEDS.ZS" "SH.STA.DIAB.ZS" "SH.DTH.NCOM.ZS" "SP.DYN.IMRT.IN" "IS.AIR.DPRT" "IE.PPI.TRAN.CD" "SI.POV.GINI" "SI.DST.10TH.10" "SI.DST.FRST.10" "SI.POV.URHC" "SI.POV.RUHC" "ST.INT.XPND.MP.ZS" "ST.INT.RCPT.XP.ZS" "GC.XPN.TOTL.GD.ZS" "SP.DYN.LE00.FE.IN.1" "GB.XPD.RSDV.GD.ZS" "SP.POP.SCIE.RD.P6" "SL.GDP.PCAP.EM.KD" "LP.LPI.OVRL.XQ" "EN.URB.LCTY.UR.ZS" "EN.POP.DNST" "SH.STA.TRAF.P5"
"143" "Saudi Arabia" 24 45 2605 2795 2932 5.58799982070923 16.156 10 674895 83.844 19.4406664826471 100 47.2804719841251 33699947 NA 2.43411077754232 26.6643339172916 -1.20601688268319 NA 5.91800022125244 NA NA NA 100 4247084538.91783 70606423364.3911 509468527336.473 76.487 73.671 NA NA NA 3.31408802294981 NA 15.8 73.2 6 254063.746947842 NA NA NA NA NA NA 8.56023595709856 5.40537254099281 NA 76.487 NA NA 124031.6484375 3.01 24.4434653586729 15.6766543082956 28.8
"144" "Senegal" 14.4974 -14.4524 226 237 244 34.576000213623 52.808 118 -100001 47.192 0.624760004263926 61.7 18.7861194018554 15854360 NA 6.76629382353322 36.0852109664234 NA 4.65201 6.52199983596802 NA NA 39.4 100 629312447.9813 NA NA 69.324 65.242 NA 47.5 NA 3.08682370101833 NA 2.4 42.1 31.8 1087 1.73e+08 NA NA NA NA NA NA NA NA 69.324 NA NA 10681.458984375 2.25 39.807845239034 82.3474783150678 23.4
"145" "Serbia" 44.0165 21.0059 2200 2447 2666 18.8120002746582 43.908 17 20000 56.092 5.28252191688301 100 19.8988009883582 6982084 NA 4.39223723899327 59.2929135991213 1.8492298451109 NA 13.5129995346069 NA NA NA 100 4107322500.20414 -2630427633.83781 12874374086.5037 78.7 73.6 NA 4.4 NA 18.3457926916963 NA 9 94.6 4.8 28160 1117970000 NA NA NA NA NA 6.13551888464637 7.6676788520886 NA 78.7 0.92132 2087.21892 30569.681640625 2.84 35.4752883458266 79.8317402241024 7.4
"146" "Seychelles" -4.6796 55.492 11 11 11 NA 43.309 18 -1000 56.691 5.41867796276229 100 NA 96762 NA 3.62735158274192 102.082637916792 1.80611159983627 NA NA 95.86771 NA NA 100 43933526.5675816 -269435409.5915 549521831.728019 78.5 70.3 NA 0.4 NA 7.59454560435034 NA 12.3 80.8 12.4 18671 NA NA NA NA NA NA 5.35117698906762 35.420766610986 NA 78.5 NA NA NA NA NA 210.352173913043 15.9
"147" "Sierra Leone" 8.460555 -11.779889 6 6 7 60.3089981079102 57.945 298 -21000 42.055 0.186560087693797 23.4 14.8487076207878 7650154 40.1 3.44616262140143 39.2285313088917 NA 7.13846 4.32999992370605 43.20633 NA 75.6 100 217812918.996704 -646120563.726201 502557290.862546 54.697 53.049 NA 49.9 400 2.96655621131612 NA 2.4 33.2 78.5 NA 1.3e+08 35.7 29.4 3.4 NA NA 3.77996675695004 5.16251193191442 NA 54.697 NA NA 4623.77099609375 2.08 35.3078322255625 105.987170961485 NA
"148" "Singapore" 1.2833 103.8333 1375 1481 1623 0.657999992370605 0 47 135142 100 10.306331909983 100 100 5638676 NA 3.13946454303462 149.815981896454 0.565267132288671 NA 3.62400007247925 97.34486 NA NA 100 82039577168.0638 65072129790.3755 292715632357.011 85.2 80.7 NA NA NA 11.4633801933791 2.4 5.5 73.6 2.3 208787 NA NA NA NA NA NA 4.64597049013586 3.17870101119609 15.2055415634797 85.2 NA NA 153852 4 100 7952.9984184018 2.8
"149" "Slovakia" 48.669 19.699 534 581 682 3.77099990844727 46.274 5.8 7423 53.726 5.66158132774424 100 NA 5447011 NA 4.03370304338463 94.0648049902185 NA NA 6.36700010299683 NA 64.0914950988802 NA 100 2551913226.95168 -2760395632.88142 5229297354.833 80.7 73.8 NA 0 NA 15.629246504777 5.8 6.5 89.2 4.6 NA NA NA NA NA NA NA 2.80815871532977 3.27237655592596 NA 80.7 NA NA 67853.4375 3.03 14.6907818009534 113.290578202995 6.1
"150" "Slovenia" 46.1512 14.9955 1021 1059 1091 6.12799978256226 45.459 5.3 9999 54.541 6.21368684468327 100 NA 2067372 NA 4.11821785906514 77.0982546080683 1.63052260754338 NA 5.5019998550415 NA 61.114199486892 NA 99.4910252834569 1523856931.75901 3073243299.12844 933092542.007261 84.3 78.2 NA 1 NA 19.6068796541788 NA 5.9 88.4 1.7 18444 NA NA NA NA NA NA 4.21483334690866 7.32150137778033 NA 84.3 NA NA 73310.3828125 3.31 NA 102.639859503382 6.4
"151" "Somalia" 5.1521 46.1996 7 8 12 71.3560028076172 55.029 262 -200002 44.971 0.045347230872012 32.9465141296387 13.8699536265419 15008154 NA NA 99.6004655120259 NA NA 13.9549999237061 NA NA 73.6 100 4.09e+08 NA NA 58.42 55.067 NA NA NA 2.87331094294556 NA 5.1 23.9 76.6 98 4.42e+08 NA NA NA NA NA NA NA 0.00023745909133936 58.42 NA NA 6851.56787109375 2.21 30.8419948270321 23.9234769024771 27.1
"152" "South Africa" -30.5595 22.9375 1686 1749 1845 6.24900007247925 33.645 520 727026 66.355 8.97906234758848 84.4 35.3078235783543 57779622 NA 0.787055570495099 29.5632511055317 4.12435072486239 6.15899 27.3209991455078 NA NA 23 100 5470685860.33813 -13384035620.6971 51642041966.6735 67.064 60.162 NA 15 NA 5.31800500542302 NA 12.7 51.3 28.5 180317.18600139 9.7e+07 NA NA NA NA NA 5.82867789187758 8.8935754524209 NA 67.064 NA NA 43368.6875 3.38 14.3089032487188 47.6301197767684 25.9
"153" "South Sudan" 6.877 31.307 1 2 2 38.701000213623 80.385 146 -870998 19.615 0.141748231600483 25.3820705413818 NA 10975920 NA NA NA NA NA 12.7150001525879 34.52276 NA 95.6 100 60140000 -315550000 NA 58.891 55.88 NA NA 268 3.39848287985152 NA 10.2 27.3 63.7 NA NA NA NA NA NA NA 14.3628279932358 0.387776007652113 NA 58.891 NA NA 3359.712890625 NA 17.1354625586469 NA 29.9
"154" "Spain" 40 -4 136675 141942 148220 5.97499990463257 19.679 9.4 2e+05 80.321 5.03382448723757 100 25.6641413770115 46723749 NA 2.35100813140505 32.4030334563585 0.699536241717015 NA 14.6999998092651 98.4365 72.9555461183378 NA 41.115549425172 49074301840.6961 27306631572.0147 70633189427.7056 86.3 80.5 NA 1.9 10579 19.3785075224995 NA 6.9 91.4 2.5 641020 NA NA NA NA NA NA 5.7986812093149 16.3031973538393 NA 86.3 NA NA 87113.2265625 3.83 17.3122841434921 93.5290582615872 4.1
"155" "Sri Lanka" 7 81 178 185 189 23.9640007019043 81.524 64 -489932 18.476 0.885247473289056 97.5449752807617 NA 21670000 NA 3.20913112799197 30.1336493582251 NA 2.11189 4.32299995422363 91.70982 NA NA 45.5384172591341 1610543974.22884 -2813681478.29762 6920825566.09992 79.979 73.238 NA 26.3 4943 10.4732197537841 NA 10.7 82.8 6.4 34425 1.2e+08 NA NA NA NA NA 9.26581828380392 27.6749773558156 16.2389114446219 79.979 NA NA 34133.96484375 2.6 14.9814836044917 345.558922022006 14.9
"156" "Sudan" 12.8628 30.2176 12 14 14 38.2729988098145 65.358 71 -250001 34.642 0.299732598319775 56.4515495300293 13.238937911679 41801533 NA -2.32082732082732 12.3456378998456 NA NA 12.9969997406006 60.69718 NA 91.6 100 1135787164.04941 -4678501890.25183 NA 66.705 63.09 NA 59 NA 3.58116052825144 NA 22.1 52.2 42.1 3170 3e+07 NA NA NA NA NA 0.157818441898368 20.8779243729127 NA 66.705 NA NA 18172.373046875 2.43 38.2164366036418 NA 25.7
"157" "Suriname" 3.9193 -56.0278 10 10 10 8.72500038146973 33.94 38 -4999 66.06 3.59891229103896 96.7831420898438 NA 575991 NA 1.90000000000001 NA NA NA 7.41200017929077 94.38327 NA 7.3 100 130960766.326423 -117982950.515173 580780344.590911 74.817 68.274 NA NA NA 6.90636990225525 NA 12.5 75.9 16.9 3225 NA NA NA NA NA NA 4.93243932748648 3.2084253330086 NA 74.817 NA NA 40569.56640625 NA NA 3.69225 14.5
"158" "Sweden" 63 16 7206 7693 8419 2.53900003433228 12.569 5.5 2e+05 87.431 4.47818217821374 100 15.5449356413889 10183175 NA 2.22523861239767 43.2869887657557 1.78415097403832 NA 6.83799982070923 NA 25.1170961346531 NA 3.63648738190616 9022400100.07153 9478630193.19259 60566144400.5195 84.1 80.6 NA 0.2 15228 20.0955249278002 NA 4.8 89.9 2.2 NA NA NA NA NA NA NA 7.45223566110453 5.90786893396802 NA 84.1 NA NA 100078.390625 4.05 17.779660735201 25.0010434312931 2.8
"159" "Switzerland" 46.8182 8.2275 21657 22253 23280 3.51600003242493 26.203 6.4 259999 73.797 4.31156299409097 100 16.0954861614625 8516543 NA 2.75051698095396 53.9033954564242 0.362916004520384 NA 4.87400007247925 NA 50.1682254807986 NA 49.3001362303515 -67677224099.7803 74099963146.712 787021335043.725 85.6 81.7 NA 2.9 NA 18.6232165647717 NA 5.7 89.6 3.7 219782 NA NA NA NA NA NA 5.43604751623313 4.38504393766401 16.9715587456091 85.6 NA NA 106681.3671875 3.9 21.8104892749397 215.521378417094 2.7
"160" "Syria" 34.802075 38.996815 19 19 19 14.83899974823 45.838 19 -2136954 54.162 1.64053906266363 89.638786315918 31.7537450425975 16906283 NA NA NA NA NA 8.18200016021729 NA NA 19.3 100 NA NA NA 77.418 65.407 NA 43.5 NA 4.50312442147583 NA 13.5 45.1 14 167.753530166881 4.5e+07 NA NA NA NA NA NA NA NA 77.418 NA NA 9490.3349609375 2.3 25.3314456248326 92.0671077710614 26.5
"161" "Tanzania" -6.369 34.8888 24 24 25 62.7840003967285 66.224 253 -200381 33.776 0.231426985468443 32.8133316040039 12.5196623310045 56318348 NA 5.44496763189639 NA 3.46428057999026 3.69644 1.91199994087219 NA NA 50.7 100 1055991268.20234 -1890298123.96952 5049646420.4773 66.346 62.581 NA 40.9 NA 2.60129917835952 NA 5.7 32.9 37.6 51577 1.34e+08 NA NA NA NA NA 8.27664312087966 29.365314733999 14.3242085910558 66.346 NA NA 6182.01806640625 NA 31.7925190640248 63.5790787988259 29.2
"162" "Thailand" 15 101 2220 2258 2369 32.7649993896484 50.051 153 97222 49.949 4.62037714609842 100 20.0552124657007 69428524 0 4.12922610260051 56.4883209346758 0.706728601314305 NA 0.694999992847443 93.76776 NA 25 100 13398678283.5119 32385567305.5889 205640628937.522 80.468 72.977 NA 1.3 NA 11.9008931395893 NA 7 74 7.8 475886.496 3.129e+09 36.4 28.1 3 NA NA 5.16918125886915 19.6252266720896 18.4788451199659 80.468 NA NA 31007.45703125 3.41 29.2867702400653 135.897206835131 32.7
"163" "Timor-Leste" -8.874217 125.727539 1 1 1 50.1809997558594 69.422 498 -26924 30.578 0.399696508054373 80.3807525634766 NA 1267972 NA 2.81398229160807 NA NA 4.12844 3.00799989700317 68.06683 NA NA 100 47925664.570816 -191147184.887931 673903564.681158 71.092 67.053 NA 9.8 433 4.31649229400603 NA 6.7 45.4 39.3 NA 4.9e+08 NA NA NA NA NA 12.3617053609276 64.0015153353887 NA 71.092 NA NA 30476.19140625 NA NA 85.270477471419 12.7
"164" "Togo" 8.6195 0.8248 58 65 70 39.5349998474121 58.298 36 -9999 41.702 0.3673166295811 48 22.1285739528519 7889094 NA 4.91014753954207 42.2890443313526 NA 5.42885 1.66999995708466 NA NA 51.2 100 101981197.487 NA NA 61.317 59.644 NA 63.1 NA 2.86946801108822 NA 2.4 37.6 47.4 11559 4.42e+08 NA NA NA NA NA NA NA 17.8860132664408 61.317 NA NA 3377.375 2.45 53.0635792468487 145.046773303916 29.2
"165" "Trinidad and Tobago" 10.6918 -61.2225 105 107 107 4.32600021362305 46.816 21 -3999 53.184 33.966414453933 100 NA 1389858 NA -0.245213697183118 NA NA NA 2.81399989128113 NA NA NA 100 -602524631.736673 1190671717.29804 8108517577.38663 75.955 70.616 NA NA NA 10.7349535163324 NA 11 80.7 16.4 32770 NA NA NA NA NA NA 1.64292279361293 4.86517541696023 NA 75.955 NA NA 65724.546875 2.42 73.6512793872145 270.927485380117 12.1
"166" "Tunisia" 34 9 596 623 628 16.2089996337891 31.055 35 -20000 68.945 2.60593240600076 100 19.807493235744 11565204 NA 2.48282683815427 62.0400455204866 NA NA 15.5100002288818 NA NA 8 100 988942901.040222 -4428708158.07369 5661370258.89029 78.35 74.297 NA 12.8 NA 8.31567907898877 2.3 8.5 85.8 14.6 41446 8.4e+08 NA NA NA NA NA 3.87008547532526 11.9476441556252 NA 78.35 0.59997 1771.60777 37379.8046875 2.57 28.729411823724 74.4413233779609 22.8
"167" "Turkey" 38.9637 35.2433 30217 34109 38226 15.0819997787476 24.857 16 1419610 75.143 4.47977349568748 100 36.8553458706931 82319724 0.1 2.82677612033162 30.6272671841141 15.1768215720023 NA 11.8950004577637 NA 86.843187660708 11.9 100 1.3061e+10 -2.7032e+10 92982552060.703 80.088 74.149 NA 1.1 NA 8.4832129399716 NA 11.1 89.4 9.1 772925.545 6923900000 41.9 32.6 2.2 NA NA 2.08447270313485 16.6213168164405 33.8724297508497 80.088 NA NA 75072.328125 3.15 23.8463704730436 106.960128893104 12.3
"168" "Uganda" 1 32 52 52 53 65.4960021972656 76.226 200 843469 23.774 0.141664527352892 22 6.99001072931462 42723139 NA 6.15235491276995 28.6900064634472 2.86909425020554 2.52076 1.78699994087219 76.5275 NA 53.6 100 1337128157.97908 -2564699081.29155 3358514649.90299 64.64 60.27 NA 74.2 NA 1.94098692046317 NA 2.5 32.9 33.8 4832 4.04e+08 NA NA NA NA NA 3.86635083367024 18.619376427533 14.1930504846056 64.64 NA NA 4855.69384765625 2.58 29.4019129075429 213.061734490325 29
"169" "Ukraine" 48.3794 31.1656 1319 1462 1668 17.4200000762939 30.648 80 50001 69.352 5.02074706440171 100 12.1100029411161 44622516 0 3.33548930910057 53.8086877645976 NA NA 9.3120002746582 NA NA NA 100 2.476e+09 -4.367e+09 20817897004.1028 76.78 67.02 NA 14.4 NA 16.4346864392016 NA 6.1 91 7.5 66712 1.5e+08 26.1 22 4.2 NA NA 11.7542764744263 3.83698317409318 33.4237021755197 76.78 0.47134 988.07663 19965.7578125 2.83 9.55421704227543 77.0296673514129 13.7
"170" "United Arab Emirates" 24 54 2076 2359 2659 4.26700019836426 13.478 1 2e+05 86.522 22.9396063130991 100 59.9724700312814 9630959 NA 1.72634934292543 67.9783656986559 -1.93108114782171 NA 2.64299988746643 NA NA NA 100 10385286000 NA 99503335478.7452 79.008 76.966 NA NA NA 1.08500098484481 NA 16.3 76.8 6.5 455957 NA NA NA NA NA NA NA NA 4.04000838393531 79.008 1.30316 2378.88895 100218.2890625 3.96 33.4262581877277 135.609110109828 18.1
"171" "United Kingdom" 270.0299 -482.9247 52279 55949 61474 1.58399999141693 16.602 8 1303250 83.398 6.49744049045117 100 26.8188984850139 66488991 NA 1.38567356958762 31.769657960321 1.73810460086511 NA 3.80900001525879 NA 80.3517712672552 NA 66.5332490328298 35064410362.3284 -123105578164.124 172657749536.315 83 79.4 NA 0.1 NA 18.3958656741466 NA 3.9 88.8 3.6 1242985 NA NA NA NA NA NA 7.59537364202657 5.66244750769187 NA 83 NA NA 82216.828125 3.99 16.3145270008349 274.82739222089 3.1
"172" "Uruguay" -32.5228 -55.7658 406 424 424 12.418999671936 4.666 33 -15000 95.334 1.98424083514046 100 50.3577393551559 3449299 0.1 1.62008362892931 18.9879779084104 NA NA 7.94199991226196 98.70386 NA NA 22.3857446597034 1172779059.58202 75715248.8946571 15556520867.2273 81.238 73.805 NA 2.1 NA 14.8145195308593 NA 7.3 84.9 6.4 NA NA 39.7 29.7 2.3 NA NA 9.9800198321672 14.8744616381481 34.9899067097619 81.238 NA 696.37621 46294.796875 2.69 52.822429451808 19.7080276539824 13.4
"173" "US" 37.0902 -95.7129 366667 396223 429052 1.97800004482269 17.744 3 4774029 82.256 16.502837239406 100 46.2579288988769 327167434 NA 2.92732272821085 15.3252110810918 1.81221007526015 NA 3.86899995803833 NA 82.4278282452692 NA 3.34317037021352 2.5839e+11 -4.90991e+11 449907088828.546 81.1 76.1 NA 0.8 NA 15.8076540556035 NA 10.8 88.3 5.6 9879630 NA NA NA NA NA NA 5.96064163794602 10.24045448276 22.367647861964 81.1 NA NA 117226.84375 3.89 6.99305941298036 35.766088580168 12.4
"174" "Uzbekistan" 41.3775 64.5853 457 520 545 30.3449993133545 49.522 70 -44314 50.478 3.42072274584901 100 7.47667757029197 32955400 NA 5.12211811333442 38.7365127489172 NA NA 5.49900007247925 99.99289 NA NA 100 624702706.364396 -3593899661.57895 27077105981.1617 73.508 69.25 NA NA 2584 4.4191378781364 NA 6.5 83.7 19.1 21514 2.5e+07 NA NA NA NA NA 11.6108708806334 9.29598328758047 17.0895244491599 73.508 0.12976 476.17883 15581.7333984375 2.58 14.8117545976379 77.4692054536906 11.5
"175" "Venezuela" 6.4238 -66.5897 165 165 167 10.7700004577637 11.792 48 -3266243 88.208 6.16473103431657 100 32.3515480238357 28870195 NA -19.6214525881595 NA NA NA 9.07900047302246 NA NA NA 99.9336624316864 9.56e+08 NA NA 76.194 68.523 NA 17.8 NA 7.26698662012597 NA 7 69.5 21.4 24986 3.4e+07 NA NA NA NA NA NA NA NA 76.194 NA NA 27174.22265625 2.23 11.523523568177 32.7307919052208 33.7
"176" "Vietnam" 16 108 245 249 251 38.2360000610352 64.081 182 -399999 35.919 1.81989397652576 100 16.9103812057717 95540395 1.9 7.07578861674985 102.474860762582 2.79601695517272 4.17277 1.89400005340576 95.00038 NA 27.2 100 1.55e+10 5899353000.00003 55452622582.5609 79.366 71.124 NA 29.1 NA 7.2749782978793 NA 6 77.2 16.5 283787 4500000 35.7 27.5 2.5 NA NA 2.40608364448114 3.89960829827361 NA 79.366 NA NA 11756.8740234375 3.27 23.7355376264594 308.125245912213 26.4
"177" "West Bank and Gaza" 31.9522 35.2332 254 261 263 6.46799993515015 23.836 0.77 -52816 76.164 NA 100 NA 4569087 NA 0.905278232405877 59.7356303751394 NA NA 29.8659992218018 97.21861 NA NA 100 262509658.39526 -1659244825.79363 537846124.64 75.446 72.106 NA NA NA 3.13330573708009 NA 9.5 NA 17.3 NA NA NA NA NA NA NA 8.64734863783412 8.43813641509338 NA 75.446 NA NA 22003.642578125 NA 19.3574193555803 758.984551495017 NA
"178" "Zambia" -15.4167 28.2833 39 39 39 46.0279998779297 56.479 346 -40000 43.521 0.292412222455776 40.3 14.5451238492419 17351822 NA 3.79490091669091 38.2368178350222 9.15031644316299 4.66738 7.14499998092651 86.74796 NA 54 100 408438491.702336 -342297144.809409 1569229906.13102 65.878 60.158 NA NA NA 2.09967802593266 NA 4.5 29.2 40.4 734 15550000 NA NA NA NA NA 4.6894811701325 7.43288431239065 NA 65.878 NA NA 9746.458984375 2.53 33.4209340801511 23.3414789007116 NA
"179" "Zimbabwe" -20 30 10 11 11 63.3199996948242 67.791 210 -584288 32.209 0.884721294332295 40.4213676452637 10.4925141031059 14439018 NA 6.15918979848757 25.5124757295663 NA 4.60449 4.89799976348877 NA NA 25.1 100 744637199.18 NA 86951094.0294849 62.22 59.105 NA NA NA 2.93952365300113 NA 1.8 33 33.9 3444 9.7e+07 NA NA NA NA NA NA NA NA 62.22 NA NA 3891.74291992188 2.12 32.5763444910973 37.3245909267158 34.7
