"","state","date","deaths_covid19","deaths_pneumonia_2019","deaths_pneumonia_2020","deaths_respiratory_failure_2019","deaths_respiratory_failure_2020","epidemiological_week_2019","epidemiological_week_2020","new_deaths_covid19","new_deaths_pneumonia_2019","new_deaths_pneumonia_2020","new_deaths_respiratory_failure_2019","new_deaths_respiratory_failure_2020"
"1435","AP",2020-02-21,0,59,42,29,45,8,8,0,1,1,0,1
"1408","AP",2020-02-22,0,61,42,30,45,8,8,0,2,0,1,0
"1381","AP",2020-02-23,0,62,42,32,46,8,9,0,1,0,2,1
"1354","AP",2020-02-24,0,63,44,33,48,9,9,0,1,2,1,2
"1327","AP",2020-02-25,0,63,44,35,49,9,9,0,0,0,2,1
"1300","AP",2020-02-26,0,64,44,35,49,9,9,0,1,0,0,0
"1273","AP",2020-02-27,0,65,47,36,49,9,9,0,1,3,1,0
"1246","AP",2020-02-28,0,66,47,37,50,9,9,0,1,0,1,1
"1219","AP",2020-02-29,0,66,47,37,56,9,9,0,0,0,0,6
"1192","AP",2020-03-01,0,66,48,40,56,9,10,0,0,1,3,0
"1165","AP",2020-03-02,0,69,48,42,57,9,10,0,3,0,2,1
"1138","AP",2020-03-03,0,69,48,43,58,10,10,0,0,0,1,1
"1111","AP",2020-03-04,0,70,50,43,59,10,10,0,1,2,0,1
"1084","AP",2020-03-05,0,73,51,43,60,10,10,0,3,1,0,1
"1057","AP",2020-03-06,0,74,51,44,60,10,10,0,1,0,1,0
"1030","AP",2020-03-07,0,74,52,44,60,10,10,0,0,1,0,0
"1003","AP",2020-03-08,0,75,52,44,60,10,11,0,1,0,0,0
"976","AP",2020-03-09,0,77,52,44,60,10,11,0,2,0,0,0
"949","AP",2020-03-10,0,80,52,45,60,11,11,0,3,0,1,0
"922","AP",2020-03-11,0,80,52,45,60,11,11,0,0,0,0,0
"895","AP",2020-03-12,0,80,52,45,60,11,11,0,0,0,0,0
"868","AP",2020-03-13,0,81,52,46,60,11,11,0,1,0,1,0
"841","AP",2020-03-14,0,81,52,47,60,11,11,0,0,0,1,0
"814","AP",2020-03-15,0,82,52,50,60,11,12,0,1,0,3,0
"787","AP",2020-03-16,0,84,53,52,60,11,12,0,2,1,2,0
"760","AP",2020-03-17,0,85,53,54,60,12,12,0,1,0,2,0
"733","AP",2020-03-18,0,86,53,55,60,12,12,0,1,0,1,0
"706","AP",2020-03-19,0,86,54,57,61,12,12,0,0,1,2,1
"679","AP",2020-03-20,0,87,54,61,61,12,12,0,1,0,4,0
"652","AP",2020-03-21,0,87,54,62,61,12,12,0,0,0,1,0
"625","AP",2020-03-22,0,91,54,64,61,12,13,0,4,0,2,0
"598","AP",2020-03-23,0,94,54,66,61,12,13,0,3,0,2,0
"571","AP",2020-03-24,0,94,54,68,61,13,13,0,0,0,2,0
"544","AP",2020-03-25,0,96,55,69,62,13,13,0,2,1,1,1
"517","AP",2020-03-26,0,97,55,70,62,13,13,0,1,0,1,0
"490","AP",2020-03-27,0,98,55,70,62,13,13,0,1,0,0,0
"463","AP",2020-03-28,0,99,55,72,62,13,13,0,1,0,2,0
"436","AP",2020-03-29,0,99,55,73,62,13,14,0,0,0,1,0
"409","AP",2020-03-30,0,100,55,73,62,13,14,0,1,0,0,0
"382","AP",2020-03-31,0,102,55,73,62,14,14,0,2,0,0,0
"355","AP",2020-04-01,0,105,55,74,62,14,14,0,3,0,1,0
"328","AP",2020-04-02,0,107,55,75,62,14,14,0,2,0,1,0
"301","AP",2020-04-03,0,110,55,76,62,14,14,0,3,0,1,0
"274","AP",2020-04-04,0,111,55,76,62,14,14,0,1,0,0,0
"247","AP",2020-04-05,0,112,55,78,62,14,15,0,1,0,2,0
"220","AP",2020-04-06,0,113,55,81,62,14,15,0,1,0,3,0
"193","AP",2020-04-07,0,115,55,83,62,15,15,0,2,0,2,0
"166","AP",2020-04-08,0,118,55,87,62,15,15,0,3,0,4,0
"139","AP",2020-04-09,0,119,55,88,62,15,15,0,1,0,1,0
"112","AP",2020-04-10,0,122,55,90,62,15,15,0,3,0,2,0
"85","AP",2020-04-11,0,124,55,91,62,15,15,0,2,0,1,0
"58","AP",2020-04-12,0,126,55,91,62,15,16,0,2,0,0,0
"31","AP",2020-04-13,0,129,55,93,62,15,16,0,3,0,2,0
"4","AP",2020-04-14,0,129,55,93,62,16,16,0,0,0,0,0
"2813","BA",2020-01-01,0,10,0,31,0,1,1,0,10,0,31,0
"2786","BA",2020-01-02,0,26,20,53,25,1,1,0,16,20,22,25
"2759","BA",2020-01-03,0,39,32,74,43,1,1,0,13,12,21,18
"2732","BA",2020-01-04,0,54,46,98,58,1,1,0,15,14,24,15
"2705","BA",2020-01-05,0,65,61,121,78,1,2,0,11,15,23,20
"2678","BA",2020-01-06,0,83,76,135,103,2,2,0,18,15,14,25
"2651","BA",2020-01-07,0,101,99,156,124,2,2,0,18,23,21,21
"2624","BA",2020-01-08,0,114,108,179,146,2,2,0,13,9,23,22
"2597","BA",2020-01-09,0,132,136,205,175,2,2,0,18,28,26,29
"2570","BA",2020-01-10,0,146,148,229,193,2,2,0,14,12,24,18
"2543","BA",2020-01-11,0,163,166,254,217,2,2,0,17,18,25,24
"2516","BA",2020-01-12,0,178,181,281,236,2,3,0,15,15,27,19
"2489","BA",2020-01-13,0,197,197,302,259,3,3,0,19,16,21,23
"2462","BA",2020-01-14,0,207,206,322,274,3,3,0,10,9,20,15
"2435","BA",2020-01-15,0,218,222,346,289,3,3,0,11,16,24,15
"2408","BA",2020-01-16,0,237,239,361,315,3,3,0,19,17,15,26
"2381","BA",2020-01-17,0,253,253,380,347,3,3,0,16,14,19,32
"2354","BA",2020-01-18,0,275,272,412,368,3,3,0,22,19,32,21
"2327","BA",2020-01-19,0,291,289,433,391,3,4,0,16,17,21,23
"2300","BA",2020-01-20,0,304,300,450,417,4,4,0,13,11,17,26
"2273","BA",2020-01-21,0,330,310,477,432,4,4,0,26,10,27,15
"2246","BA",2020-01-22,0,351,319,502,459,4,4,0,21,9,25,27
"2219","BA",2020-01-23,0,370,331,523,484,4,4,0,19,12,21,25
"2192","BA",2020-01-24,0,386,342,547,503,4,4,0,16,11,24,19
"2165","BA",2020-01-25,0,396,357,565,532,4,4,0,10,15,18,29
"2138","BA",2020-01-26,0,410,376,588,548,4,5,0,14,19,23,16
"2111","BA",2020-01-27,0,428,388,608,562,5,5,0,18,12,20,14
"2084","BA",2020-01-28,0,447,397,635,582,5,5,0,19,9,27,20
"2057","BA",2020-01-29,0,468,411,658,607,5,5,0,21,14,23,25
"2030","BA",2020-01-30,0,480,429,682,625,5,5,0,12,18,24,18
"2003","BA",2020-01-31,0,498,440,700,639,5,5,0,18,11,18,14
"1976","BA",2020-02-01,0,517,455,720,664,5,5,0,19,15,20,25
"1949","BA",2020-02-02,0,531,462,737,676,5,6,0,14,7,17,12
"1922","BA",2020-02-03,0,551,478,762,700,6,6,0,20,16,25,24
"1895","BA",2020-02-04,0,567,486,781,726,6,6,0,16,8,19,26
"1868","BA",2020-02-05,0,582,507,804,746,6,6,0,15,21,23,20
"1841","BA",2020-02-06,0,597,514,829,766,6,6,0,15,7,25,20
"1814","BA",2020-02-07,0,613,527,858,784,6,6,0,16,13,29,18
"1787","BA",2020-02-08,0,628,543,880,800,6,6,0,15,16,22,16
"1760","BA",2020-02-09,0,643,558,906,825,6,7,0,15,15,26,25
"1733","BA",2020-02-10,0,666,568,937,848,7,7,0,23,10,31,23
"1706","BA",2020-02-11,0,680,585,958,874,7,7,0,14,17,21,26
"1679","BA",2020-02-12,0,694,599,981,899,7,7,0,14,14,23,25
"1652","BA",2020-02-13,0,713,612,1008,917,7,7,0,19,13,27,18
"1625","BA",2020-02-14,0,730,625,1042,934,7,7,0,17,13,34,17
"1598","BA",2020-02-15,0,744,633,1069,953,7,7,0,14,8,27,19
"1571","BA",2020-02-16,0,754,652,1085,968,7,8,0,10,19,16,15
"1544","BA",2020-02-17,0,766,663,1106,986,8,8,0,12,11,21,18
"1517","BA",2020-02-18,0,787,676,1133,1000,8,8,0,21,13,27,14
"1490","BA",2020-02-19,0,802,685,1166,1022,8,8,0,15,9,33,22
"1463","BA",2020-02-20,0,824,698,1193,1040,8,8,0,22,13,27,18
"1436","BA",2020-02-21,0,839,709,1218,1061,8,8,0,15,11,25,21
"1409","BA",2020-02-22,0,856,722,1239,1077,8,8,0,17,13,21,16
"1382","BA",2020-02-23,0,871,736,1260,1098,8,9,0,15,14,21,21
"1355","BA",2020-02-24,0,886,755,1277,1119,9,9,0,15,19,17,21
"1328","BA",2020-02-25,0,896,769,1297,1140,9,9,0,10,14,20,21
"1301","BA",2020-02-26,0,915,780,1320,1153,9,9,0,19,11,23,13
"1274","BA",2020-02-27,0,934,798,1349,1173,9,9,0,19,18,29,20
"1247","BA",2020-02-28,0,947,818,1371,1201,9,9,0,13,20,22,28
"1220","BA",2020-02-29,0,947,836,1371,1222,9,9,0,0,18,0,21
"1193","BA",2020-03-01,0,958,856,1393,1245,9,10,0,11,20,22,23
"1166","BA",2020-03-02,0,972,874,1415,1265,9,10,0,14,18,22,20
"1139","BA",2020-03-03,0,985,889,1433,1291,10,10,0,13,15,18,26
"1112","BA",2020-03-04,0,999,904,1454,1309,10,10,0,14,15,21,18
"1085","BA",2020-03-05,0,1008,923,1475,1328,10,10,0,9,19,21,19
"1058","BA",2020-03-06,0,1016,937,1504,1342,10,10,0,8,14,29,14
"1031","BA",2020-03-07,0,1036,949,1530,1360,10,10,0,20,12,26,18
"1004","BA",2020-03-08,0,1052,967,1553,1376,10,11,0,16,18,23,16
"977","BA",2020-03-09,0,1061,986,1564,1393,10,11,0,9,19,11,17
"950","BA",2020-03-10,0,1072,1000,1580,1411,11,11,0,11,14,16,18
"923","BA",2020-03-11,0,1086,1015,1606,1434,11,11,0,14,15,26,23
"896","BA",2020-03-12,0,1098,1026,1629,1449,11,11,0,12,11,23,15
"869","BA",2020-03-13,0,1113,1035,1649,1464,11,11,0,15,9,20,15
"842","BA",2020-03-14,0,1123,1057,1667,1483,11,11,0,10,22,18,19
"815","BA",2020-03-15,0,1139,1070,1694,1496,11,12,0,16,13,27,13
"788","BA",2020-03-16,0,1151,1085,1720,1507,11,12,0,12,15,26,11
"761","BA",2020-03-17,0,1161,1090,1737,1519,12,12,0,10,5,17,12
"734","BA",2020-03-18,0,1175,1103,1764,1539,12,12,0,14,13,27,20
"707","BA",2020-03-19,1,1199,1118,1792,1562,12,12,1,24,15,28,23
"680","BA",2020-03-20,1,1213,1134,1817,1575,12,12,0,14,16,25,13
"653","BA",2020-03-21,1,1228,1142,1845,1589,12,12,0,15,8,28,14
"626","BA",2020-03-22,1,1243,1154,1862,1598,12,13,0,15,12,17,9
"599","BA",2020-03-23,1,1259,1166,1888,1613,12,13,0,16,12,26,15
"572","BA",2020-03-24,1,1278,1172,1910,1629,13,13,0,19,6,22,16
"545","BA",2020-03-25,1,1291,1185,1933,1649,13,13,0,13,13,23,20
"518","BA",2020-03-26,1,1303,1197,1958,1664,13,13,0,12,12,25,15
"491","BA",2020-03-27,2,1319,1214,1980,1679,13,13,1,16,17,22,15
"464","BA",2020-03-28,2,1331,1220,2007,1692,13,13,0,12,6,27,13
"437","BA",2020-03-29,2,1348,1234,2027,1698,13,14,0,17,14,20,6
"410","BA",2020-03-30,3,1364,1246,2053,1709,13,14,1,16,12,26,11
"383","BA",2020-03-31,3,1382,1255,2071,1725,14,14,0,18,9,18,16
"356","BA",2020-04-01,4,1394,1263,2091,1742,14,14,1,12,8,20,17
"329","BA",2020-04-02,6,1407,1271,2117,1757,14,14,2,13,8,26,15
"302","BA",2020-04-03,7,1426,1276,2142,1762,14,14,1,19,5,25,5
"275","BA",2020-04-04,7,1443,1282,2160,1770,14,14,0,17,6,18,8
"248","BA",2020-04-05,7,1465,1289,2185,1777,14,15,0,22,7,25,7
"221","BA",2020-04-06,7,1482,1293,2209,1788,14,15,0,17,4,24,11
"194","BA",2020-04-07,7,1494,1301,2226,1793,15,15,0,12,8,17,5
"167","BA",2020-04-08,7,1504,1303,2246,1796,15,15,0,10,2,20,3
"140","BA",2020-04-09,7,1524,1306,2270,1801,15,15,0,20,3,24,5
"113","BA",2020-04-10,7,1535,1309,2297,1803,15,15,0,11,3,27,2
"86","BA",2020-04-11,7,1547,1311,2314,1808,15,15,0,12,2,17,5
"59","BA",2020-04-12,7,1561,1312,2337,1812,15,16,0,14,1,23,4
"32","BA",2020-04-13,7,1580,1312,2360,1814,15,16,0,19,0,23,2
"5","BA",2020-04-14,7,1597,1312,2385,1814,16,16,0,17,0,25,0
"2814","CE",2020-01-01,0,12,0,9,0,1,1,0,12,0,9,0
"2787","CE",2020-01-02,0,29,16,27,15,1,1,0,17,16,18,15
"2760","CE",2020-01-03,0,44,26,39,25,1,1,0,15,10,12,10
"2733","CE",2020-01-04,0,58,50,46,44,1,1,0,14,24,7,19
"2706","CE",2020-01-05,0,81,66,54,50,1,2,0,23,16,8,6
"2679","CE",2020-01-06,0,99,87,60,58,2,2,0,18,21,6,8
"2652","CE",2020-01-07,0,116,110,77,77,2,2,0,17,23,17,19
"2625","CE",2020-01-08,0,133,121,87,84,2,2,0,17,11,10,7
"2598","CE",2020-01-09,0,147,132,97,95,2,2,0,14,11,10,11
"2571","CE",2020-01-10,0,165,153,112,109,2,2,0,18,21,15,14
"2544","CE",2020-01-11,0,178,166,124,120,2,2,0,13,13,12,11
"2517","CE",2020-01-12,0,189,184,133,133,2,3,0,11,18,9,13
"2490","CE",2020-01-13,0,206,192,143,143,3,3,0,17,8,10,10
"2463","CE",2020-01-14,0,220,206,149,152,3,3,0,14,14,6,9
"2436","CE",2020-01-15,0,232,216,161,159,3,3,0,12,10,12,7
"2409","CE",2020-01-16,0,247,237,170,169,3,3,0,15,21,9,10
"2382","CE",2020-01-17,0,261,259,186,183,3,3,0,14,22,16,14
"2355","CE",2020-01-18,0,277,285,203,205,3,3,0,16,26,17,22
"2328","CE",2020-01-19,0,293,302,214,213,3,4,0,16,17,11,8
"2301","CE",2020-01-20,0,312,326,229,230,4,4,0,19,24,15,17
"2274","CE",2020-01-21,0,326,340,242,237,4,4,0,14,14,13,7
"2247","CE",2020-01-22,0,345,357,253,251,4,4,0,19,17,11,14
"2220","CE",2020-01-23,0,364,375,268,264,4,4,0,19,18,15,13
"2193","CE",2020-01-24,0,389,394,281,277,4,4,0,25,19,13,13
"2166","CE",2020-01-25,0,408,414,295,289,4,4,0,19,20,14,12
"2139","CE",2020-01-26,0,431,431,308,303,4,5,0,23,17,13,14
"2112","CE",2020-01-27,0,450,448,320,316,5,5,0,19,17,12,13
"2085","CE",2020-01-28,0,464,465,334,329,5,5,0,14,17,14,13
"2058","CE",2020-01-29,0,478,478,349,340,5,5,0,14,13,15,11
"2031","CE",2020-01-30,0,492,490,359,353,5,5,0,14,12,10,13
"2004","CE",2020-01-31,0,503,512,368,364,5,5,0,11,22,9,11
"1977","CE",2020-02-01,0,526,532,386,382,5,5,0,23,20,18,18
"1950","CE",2020-02-02,0,544,557,397,397,5,6,0,18,25,11,15
"1923","CE",2020-02-03,0,564,572,407,407,6,6,0,20,15,10,10
"1896","CE",2020-02-04,0,584,586,417,419,6,6,0,20,14,10,12
"1869","CE",2020-02-05,0,598,602,429,426,6,6,0,14,16,12,7
"1842","CE",2020-02-06,0,616,616,437,439,6,6,0,18,14,8,13
"1815","CE",2020-02-07,0,633,629,450,450,6,6,0,17,13,13,11
"1788","CE",2020-02-08,0,647,643,462,460,6,6,0,14,14,12,10
"1761","CE",2020-02-09,0,659,659,470,474,6,7,0,12,16,8,14
"1734","CE",2020-02-10,0,676,672,478,490,7,7,0,17,13,8,16
"1707","CE",2020-02-11,0,694,688,492,499,7,7,0,18,16,14,9
"1680","CE",2020-02-12,0,713,706,501,511,7,7,0,19,18,9,12
"1653","CE",2020-02-13,0,735,721,516,524,7,7,0,22,15,15,13
"1626","CE",2020-02-14,0,749,739,535,538,7,7,0,14,18,19,14
"1599","CE",2020-02-15,0,765,756,546,547,7,7,0,16,17,11,9
"1572","CE",2020-02-16,0,784,777,560,572,7,8,0,19,21,14,25
"1545","CE",2020-02-17,0,811,790,578,587,8,8,0,27,13,18,15
"1518","CE",2020-02-18,0,834,809,594,600,8,8,0,23,19,16,13
"1491","CE",2020-02-19,0,854,828,605,605,8,8,0,20,19,11,5
"1464","CE",2020-02-20,0,876,840,615,613,8,8,0,22,12,10,8
"1437","CE",2020-02-21,0,893,858,630,630,8,8,0,17,18,15,17
"1410","CE",2020-02-22,0,915,876,654,646,8,8,0,22,18,24,16
"1383","CE",2020-02-23,0,932,898,668,660,8,9,0,17,22,14,14
"1356","CE",2020-02-24,0,953,922,682,677,9,9,0,21,24,14,17
"1329","CE",2020-02-25,0,973,935,699,686,9,9,0,20,13,17,9
"1302","CE",2020-02-26,0,988,963,714,710,9,9,0,15,28,15,24
"1275","CE",2020-02-27,0,1000,986,725,723,9,9,0,12,23,11,13
"1248","CE",2020-02-28,0,1027,1007,740,733,9,9,0,27,21,15,10
"1221","CE",2020-02-29,0,1027,1033,740,754,9,9,0,0,26,0,21
"1194","CE",2020-03-01,0,1050,1058,750,771,9,10,0,23,25,10,17
"1167","CE",2020-03-02,0,1078,1078,766,788,9,10,0,28,20,16,17
"1140","CE",2020-03-03,0,1100,1095,778,800,10,10,0,22,17,12,12
"1113","CE",2020-03-04,0,1127,1109,794,805,10,10,0,27,14,16,5
"1086","CE",2020-03-05,0,1145,1119,805,813,10,10,0,18,10,11,8
"1059","CE",2020-03-06,0,1167,1130,816,827,10,10,0,22,11,11,14
"1032","CE",2020-03-07,0,1191,1156,828,840,10,10,0,24,26,12,13
"1005","CE",2020-03-08,0,1216,1163,851,848,10,11,0,25,7,23,8
"978","CE",2020-03-09,0,1240,1178,862,860,10,11,0,24,15,11,12
"951","CE",2020-03-10,0,1260,1195,875,871,11,11,0,20,17,13,11
"924","CE",2020-03-11,0,1274,1210,890,877,11,11,0,14,15,15,6
"897","CE",2020-03-12,0,1291,1229,910,885,11,11,0,17,19,20,8
"870","CE",2020-03-13,0,1308,1242,927,893,11,11,0,17,13,17,8
"843","CE",2020-03-14,0,1329,1258,939,905,11,11,0,21,16,12,12
"816","CE",2020-03-15,0,1344,1274,952,914,11,12,0,15,16,13,9
"789","CE",2020-03-16,0,1367,1288,969,931,11,12,0,23,14,17,17
"762","CE",2020-03-17,0,1396,1304,985,938,12,12,0,29,16,16,7
"735","CE",2020-03-18,0,1421,1317,998,943,12,12,0,25,13,13,5
"708","CE",2020-03-19,0,1434,1329,1008,949,12,12,0,13,12,10,6
"681","CE",2020-03-20,0,1458,1338,1027,956,12,12,0,24,9,19,7
"654","CE",2020-03-21,1,1485,1361,1046,969,12,12,1,27,23,19,13
"627","CE",2020-03-22,2,1504,1369,1066,981,12,13,1,19,8,20,12
"600","CE",2020-03-23,2,1523,1383,1078,997,12,13,0,19,14,12,16
"573","CE",2020-03-24,5,1549,1393,1100,1003,13,13,3,26,10,22,6
"546","CE",2020-03-25,6,1572,1407,1121,1011,13,13,1,23,14,21,8
"519","CE",2020-03-26,7,1587,1429,1139,1024,13,13,1,15,22,18,13
"492","CE",2020-03-27,8,1606,1439,1160,1029,13,13,1,19,10,21,5
"465","CE",2020-03-28,9,1624,1449,1173,1038,13,13,1,18,10,13,9
"438","CE",2020-03-29,11,1652,1462,1192,1041,13,14,2,28,13,19,3
"411","CE",2020-03-30,11,1672,1466,1207,1047,13,14,0,20,4,15,6
"384","CE",2020-03-31,13,1703,1473,1229,1054,14,14,2,31,7,22,7
"357","CE",2020-04-01,15,1728,1482,1243,1059,14,14,2,25,9,14,5
"330","CE",2020-04-02,16,1751,1492,1258,1071,14,14,1,23,10,15,12
"303","CE",2020-04-03,19,1777,1498,1272,1073,14,14,3,26,6,14,2
"276","CE",2020-04-04,20,1795,1500,1282,1074,14,14,1,18,2,10,1
"249","CE",2020-04-05,20,1813,1502,1299,1077,14,15,0,18,2,17,3
"222","CE",2020-04-06,22,1844,1505,1317,1079,14,15,2,31,3,18,2
"195","CE",2020-04-07,22,1871,1507,1337,1082,15,15,0,27,2,20,3
"168","CE",2020-04-08,22,1897,1508,1349,1083,15,15,0,26,1,12,1
"141","CE",2020-04-09,22,1923,1509,1370,1083,15,15,0,26,1,21,0
"114","CE",2020-04-10,22,1956,1509,1398,1083,15,15,0,33,0,28,0
"87","CE",2020-04-11,22,1981,1510,1412,1083,15,15,0,25,1,14,0
"60","CE",2020-04-12,22,2008,1510,1426,1083,15,16,0,27,0,14,0
"33","CE",2020-04-13,22,2030,1510,1442,1083,15,16,0,22,0,16,0
"6","CE",2020-04-14,22,2053,1510,1459,1083,16,16,0,23,0,17,0
"2815","DF",2020-01-01,0,10,0,2,0,1,1,0,10,0,2,0
"2788","DF",2020-01-02,0,16,10,6,4,1,1,0,6,10,4,4
"2761","DF",2020-01-03,0,25,20,10,6,1,1,0,9,10,4,2
"2734","DF",2020-01-04,0,34,29,20,13,1,1,0,9,9,10,7
"2707","DF",2020-01-05,0,40,40,26,18,1,2,0,6,11,6,5
"2680","DF",2020-01-06,0,43,47,31,21,2,2,0,3,7,5,3
"2653","DF",2020-01-07,0,57,57,37,32,2,2,0,14,10,6,11
"2626","DF",2020-01-08,0,63,61,39,38,2,2,0,6,4,2,6
"2599","DF",2020-01-09,0,70,71,49,48,2,2,0,7,10,10,10
"2572","DF",2020-01-10,0,74,81,57,52,2,2,0,4,10,8,4
"2545","DF",2020-01-11,0,86,93,58,57,2,2,0,12,12,1,5
"2518","DF",2020-01-12,0,93,98,64,61,2,3,0,7,5,6,4
"2491","DF",2020-01-13,0,104,105,70,65,3,3,0,11,7,6,4
"2464","DF",2020-01-14,0,114,111,75,68,3,3,0,10,6,5,3
"2437","DF",2020-01-15,0,121,122,81,73,3,3,0,7,11,6,5
"2410","DF",2020-01-16,0,132,131,84,81,3,3,0,11,9,3,8
"2383","DF",2020-01-17,0,144,144,87,86,3,3,0,12,13,3,5
"2356","DF",2020-01-18,0,148,148,90,93,3,3,0,4,4,3,7
"2329","DF",2020-01-19,0,154,155,91,98,3,4,0,6,7,1,5
"2302","DF",2020-01-20,0,160,168,99,106,4,4,0,6,13,8,8
"2275","DF",2020-01-21,0,168,180,101,108,4,4,0,8,12,2,2
"2248","DF",2020-01-22,0,174,187,106,112,4,4,0,6,7,5,4
"2221","DF",2020-01-23,0,187,197,110,117,4,4,0,13,10,4,5
"2194","DF",2020-01-24,0,200,202,111,123,4,4,0,13,5,1,6
"2167","DF",2020-01-25,0,212,208,113,132,4,4,0,12,6,2,9
"2140","DF",2020-01-26,0,222,220,114,139,4,5,0,10,12,1,7
"2113","DF",2020-01-27,0,228,225,119,143,5,5,0,6,5,5,4
"2086","DF",2020-01-28,0,234,235,123,149,5,5,0,6,10,4,6
"2059","DF",2020-01-29,0,240,246,125,154,5,5,0,6,11,2,5
"2032","DF",2020-01-30,0,253,260,127,158,5,5,0,13,14,2,4
"2005","DF",2020-01-31,0,263,274,134,163,5,5,0,10,14,7,5
"1978","DF",2020-02-01,0,273,283,137,167,5,5,0,10,9,3,4
"1951","DF",2020-02-02,0,286,292,143,169,5,6,0,13,9,6,2
"1924","DF",2020-02-03,0,289,299,146,172,6,6,0,3,7,3,3
"1897","DF",2020-02-04,0,298,306,152,176,6,6,0,9,7,6,4
"1870","DF",2020-02-05,0,306,313,156,179,6,6,0,8,7,4,3
"1843","DF",2020-02-06,0,311,324,156,181,6,6,0,5,11,0,2
"1816","DF",2020-02-07,0,315,331,162,184,6,6,0,4,7,6,3
"1789","DF",2020-02-08,0,326,340,164,189,6,6,0,11,9,2,5
"1762","DF",2020-02-09,0,336,348,173,190,6,7,0,10,8,9,1
"1735","DF",2020-02-10,0,345,356,176,193,7,7,0,9,8,3,3
"1708","DF",2020-02-11,0,351,366,179,198,7,7,0,6,10,3,5
"1681","DF",2020-02-12,0,362,373,182,203,7,7,0,11,7,3,5
"1654","DF",2020-02-13,0,371,383,186,208,7,7,0,9,10,4,5
"1627","DF",2020-02-14,0,375,390,190,213,7,7,0,4,7,4,5
"1600","DF",2020-02-15,0,382,401,192,221,7,7,0,7,11,2,8
"1573","DF",2020-02-16,0,393,408,197,228,7,8,0,11,7,5,7
"1546","DF",2020-02-17,0,399,416,200,234,8,8,0,6,8,3,6
"1519","DF",2020-02-18,0,405,428,205,240,8,8,0,6,12,5,6
"1492","DF",2020-02-19,0,407,435,210,243,8,8,0,2,7,5,3
"1465","DF",2020-02-20,0,416,441,214,247,8,8,0,9,6,4,4
"1438","DF",2020-02-21,0,425,451,221,251,8,8,0,9,10,7,4
"1411","DF",2020-02-22,0,435,458,226,253,8,8,0,10,7,5,2
"1384","DF",2020-02-23,0,439,466,236,258,8,9,0,4,8,10,5
"1357","DF",2020-02-24,0,448,475,239,267,9,9,0,9,9,3,9
"1330","DF",2020-02-25,0,453,483,243,269,9,9,0,5,8,4,2
"1303","DF",2020-02-26,0,457,493,246,271,9,9,0,4,10,3,2
"1276","DF",2020-02-27,0,465,503,250,276,9,9,0,8,10,4,5
"1249","DF",2020-02-28,0,468,511,251,282,9,9,0,3,8,1,6
"1222","DF",2020-02-29,0,468,516,251,284,9,9,0,0,5,0,2
"1195","DF",2020-03-01,0,475,525,255,289,9,10,0,7,9,4,5
"1168","DF",2020-03-02,0,486,535,260,296,9,10,0,11,10,5,7
"1141","DF",2020-03-03,0,494,541,267,300,10,10,0,8,6,7,4
"1114","DF",2020-03-04,0,499,548,272,300,10,10,0,5,7,5,0
"1087","DF",2020-03-05,0,507,555,281,302,10,10,0,8,7,9,2
"1060","DF",2020-03-06,0,515,564,285,308,10,10,0,8,9,4,6
"1033","DF",2020-03-07,0,525,571,286,311,10,10,0,10,7,1,3
"1006","DF",2020-03-08,0,530,574,292,314,10,11,0,5,3,6,3
"979","DF",2020-03-09,0,531,581,294,318,10,11,0,1,7,2,4
"952","DF",2020-03-10,0,539,589,299,325,11,11,0,8,8,5,7
"925","DF",2020-03-11,0,545,594,304,334,11,11,0,6,5,5,9
"898","DF",2020-03-12,0,558,605,308,342,11,11,0,13,11,4,8
"871","DF",2020-03-13,0,568,615,312,346,11,11,0,10,10,4,4
"844","DF",2020-03-14,0,572,619,315,354,11,11,0,4,4,3,8
"817","DF",2020-03-15,0,581,636,319,357,11,12,0,9,17,4,3
"790","DF",2020-03-16,0,586,646,323,368,11,12,0,5,10,4,11
"763","DF",2020-03-17,0,596,650,328,373,12,12,0,10,4,5,5
"736","DF",2020-03-18,0,603,662,332,379,12,12,0,7,12,4,6
"709","DF",2020-03-19,0,619,668,339,382,12,12,0,16,6,7,3
"682","DF",2020-03-20,0,631,678,344,388,12,12,0,12,10,5,6
"655","DF",2020-03-21,0,636,688,347,396,12,12,0,5,10,3,8
"628","DF",2020-03-22,0,643,698,350,402,12,13,0,7,10,3,6
"601","DF",2020-03-23,0,647,709,353,412,12,13,0,4,11,3,10
"574","DF",2020-03-24,1,655,722,358,420,13,13,1,8,13,5,8
"547","DF",2020-03-25,1,665,727,362,426,13,13,0,10,5,4,6
"520","DF",2020-03-26,3,672,732,368,427,13,13,2,7,5,6,1
"493","DF",2020-03-27,5,678,744,370,437,13,13,2,6,12,2,10
"466","DF",2020-03-28,5,684,752,374,441,13,13,0,6,8,4,4
"439","DF",2020-03-29,7,690,762,376,447,13,14,2,6,10,2,6
"412","DF",2020-03-30,9,694,769,379,451,13,14,2,4,7,3,4
"385","DF",2020-03-31,13,702,781,384,461,14,14,4,8,12,5,10
"358","DF",2020-04-01,14,710,791,389,468,14,14,1,8,10,5,7
"331","DF",2020-04-02,17,720,804,392,472,14,14,3,10,13,3,4
"304","DF",2020-04-03,19,725,812,398,474,14,14,2,5,8,6,2
