"","state","date","deaths_covid19","deaths_pneumonia_2019","deaths_pneumonia_2020","deaths_respiratory_failure_2019","deaths_respiratory_failure_2020","epidemiological_week_2019","epidemiological_week_2020","new_deaths_covid19","new_deaths_pneumonia_2019","new_deaths_pneumonia_2020","new_deaths_respiratory_failure_2019","new_deaths_respiratory_failure_2020"
"1267","SE",2020-02-28,0,255,269,248,239,9,9,0,3,6,4,4
"1240","SE",2020-02-29,0,255,275,248,242,9,9,0,0,6,0,3
"1213","SE",2020-03-01,0,260,278,252,243,9,10,0,5,3,4,1
"1186","SE",2020-03-02,0,264,287,256,247,9,10,0,4,9,4,4
"1159","SE",2020-03-03,0,270,291,261,251,10,10,0,6,4,5,4
"1132","SE",2020-03-04,0,271,299,264,256,10,10,0,1,8,3,5
"1105","SE",2020-03-05,0,273,306,265,259,10,10,0,2,7,1,3
"1078","SE",2020-03-06,0,279,314,269,262,10,10,0,6,8,4,3
"1051","SE",2020-03-07,0,283,320,271,269,10,10,0,4,6,2,7
"1024","SE",2020-03-08,0,285,324,275,274,10,11,0,2,4,4,5
"997","SE",2020-03-09,0,293,330,281,282,10,11,0,8,6,6,8
"970","SE",2020-03-10,0,299,333,283,285,11,11,0,6,3,2,3
"943","SE",2020-03-11,0,304,339,286,292,11,11,0,5,6,3,7
"916","SE",2020-03-12,0,310,346,291,300,11,11,0,6,7,5,8
"889","SE",2020-03-13,0,313,351,296,303,11,11,0,3,5,5,3
"862","SE",2020-03-14,0,315,354,299,307,11,11,0,2,3,3,4
"835","SE",2020-03-15,0,317,358,301,309,11,12,0,2,4,2,2
"808","SE",2020-03-16,0,323,364,306,316,11,12,0,6,6,5,7
"781","SE",2020-03-17,0,327,368,311,322,12,12,0,4,4,5,6
"754","SE",2020-03-18,0,333,373,317,324,12,12,0,6,5,6,2
"727","SE",2020-03-19,0,337,377,319,330,12,12,0,4,4,2,6
"700","SE",2020-03-20,0,341,385,320,332,12,12,0,4,8,1,2
"673","SE",2020-03-21,0,344,393,326,337,12,12,0,3,8,6,5
"646","SE",2020-03-22,0,348,396,330,344,12,13,0,4,3,4,7
"619","SE",2020-03-23,0,350,402,335,346,12,13,0,2,6,5,2
"592","SE",2020-03-24,0,354,404,338,348,13,13,0,4,2,3,2
"565","SE",2020-03-25,0,354,405,343,352,13,13,0,0,1,5,4
"538","SE",2020-03-26,0,361,411,349,356,13,13,0,7,6,6,4
"511","SE",2020-03-27,0,365,415,353,359,13,13,0,4,4,4,3
"484","SE",2020-03-28,0,367,418,355,360,13,13,0,2,3,2,1
"457","SE",2020-03-29,0,372,424,362,363,13,14,0,5,6,7,3
"430","SE",2020-03-30,0,378,429,368,370,13,14,0,6,5,6,7
"403","SE",2020-03-31,0,382,437,369,375,14,14,0,4,8,1,5
"376","SE",2020-04-01,0,385,440,373,375,14,14,0,3,3,4,0
"349","SE",2020-04-02,1,389,442,375,376,14,14,1,4,2,2,1
"322","SE",2020-04-03,1,396,445,380,376,14,14,0,7,3,5,0
"295","SE",2020-04-04,1,404,446,385,377,14,14,0,8,1,5,1
"268","SE",2020-04-05,1,411,448,389,379,14,15,0,7,2,4,2
"241","SE",2020-04-06,1,414,449,393,379,14,15,0,3,1,4,0
"214","SE",2020-04-07,1,422,449,398,380,15,15,0,8,0,5,1
"187","SE",2020-04-08,1,425,449,401,381,15,15,0,3,0,3,1
"160","SE",2020-04-09,1,431,450,403,381,15,15,0,6,1,2,0
"133","SE",2020-04-10,1,435,451,407,381,15,15,0,4,1,4,0
"106","SE",2020-04-11,1,436,452,411,383,15,15,0,1,1,4,2
"79","SE",2020-04-12,1,444,452,416,384,15,16,0,8,0,5,1
"52","SE",2020-04-13,1,451,453,420,384,15,16,0,7,1,4,0
"25","SE",2020-04-14,1,453,453,421,384,16,16,0,2,0,1,0
"2834","SP",2020-01-01,0,199,0,114,0,1,1,0,199,0,114,0
"2807","SP",2020-01-02,0,384,224,235,131,1,1,0,185,224,121,131
"2780","SP",2020-01-03,0,572,401,365,234,1,1,0,188,177,130,103
"2753","SP",2020-01-04,0,773,597,485,344,1,1,0,201,196,120,110
"2726","SP",2020-01-05,0,942,777,585,469,1,2,0,169,180,100,125
"2699","SP",2020-01-06,0,1138,976,691,555,2,2,0,196,199,106,86
"2672","SP",2020-01-07,0,1331,1180,804,672,2,2,0,193,204,113,117
"2645","SP",2020-01-08,0,1522,1353,928,806,2,2,0,191,173,124,134
"2618","SP",2020-01-09,0,1724,1524,1059,927,2,2,0,202,171,131,121
"2591","SP",2020-01-10,0,1935,1697,1187,1041,2,2,0,211,173,128,114
"2564","SP",2020-01-11,0,2111,1875,1308,1172,2,2,0,176,178,121,131
"2537","SP",2020-01-12,0,2299,2072,1422,1304,2,3,0,188,197,114,132
"2510","SP",2020-01-13,0,2484,2239,1552,1413,3,3,0,185,167,130,109
"2483","SP",2020-01-14,0,2659,2419,1660,1527,3,3,0,175,180,108,114
"2456","SP",2020-01-15,0,2853,2581,1772,1626,3,3,0,194,162,112,99
"2429","SP",2020-01-16,0,3040,2765,1890,1731,3,3,0,187,184,118,105
"2402","SP",2020-01-17,0,3222,2936,2012,1845,3,3,0,182,171,122,114
"2375","SP",2020-01-18,0,3422,3129,2164,1980,3,3,0,200,193,152,135
"2348","SP",2020-01-19,0,3625,3295,2270,2072,3,4,0,203,166,106,92
"2321","SP",2020-01-20,0,3785,3481,2379,2178,4,4,0,160,186,109,106
"2294","SP",2020-01-21,0,3975,3667,2508,2295,4,4,0,190,186,129,117
"2267","SP",2020-01-22,0,4171,3837,2622,2400,4,4,0,196,170,114,105
"2240","SP",2020-01-23,0,4372,4005,2755,2520,4,4,0,201,168,133,120
"2213","SP",2020-01-24,0,4543,4160,2866,2613,4,4,0,171,155,111,93
"2186","SP",2020-01-25,0,4712,4320,2996,2724,4,4,0,169,160,130,111
"2159","SP",2020-01-26,0,4870,4490,3094,2836,4,5,0,158,170,98,112
"2132","SP",2020-01-27,0,5043,4645,3204,2941,5,5,0,173,155,110,105
"2105","SP",2020-01-28,0,5206,4818,3307,3072,5,5,0,163,173,103,131
"2078","SP",2020-01-29,0,5364,5011,3426,3193,5,5,0,158,193,119,121
"2051","SP",2020-01-30,0,5569,5200,3559,3300,5,5,0,205,189,133,107
"2024","SP",2020-01-31,0,5768,5378,3683,3430,5,5,0,199,178,124,130
"1997","SP",2020-02-01,0,5968,5567,3811,3564,5,5,0,200,189,128,134
"1970","SP",2020-02-02,0,6179,5755,3958,3684,5,6,0,211,188,147,120
"1943","SP",2020-02-03,0,6395,5922,4060,3810,6,6,0,216,167,102,126
"1916","SP",2020-02-04,0,6549,6083,4167,3918,6,6,0,154,161,107,108
"1889","SP",2020-02-05,0,6714,6222,4302,4011,6,6,0,165,139,135,93
"1862","SP",2020-02-06,0,6877,6386,4418,4118,6,6,0,163,164,116,107
"1835","SP",2020-02-07,0,7052,6548,4519,4219,6,6,0,175,162,101,101
"1808","SP",2020-02-08,0,7244,6728,4639,4326,6,6,0,192,180,120,107
"1781","SP",2020-02-09,0,7435,6859,4738,4435,6,7,0,191,131,99,109
"1754","SP",2020-02-10,0,7605,7012,4857,4544,7,7,0,170,153,119,109
"1727","SP",2020-02-11,0,7781,7169,4982,4649,7,7,0,176,157,125,105
"1700","SP",2020-02-12,0,7980,7309,5091,4754,7,7,0,199,140,109,105
"1673","SP",2020-02-13,0,8141,7464,5213,4877,7,7,0,161,155,122,123
"1646","SP",2020-02-14,0,8274,7633,5315,4980,7,7,0,133,169,102,103
"1619","SP",2020-02-15,0,8438,7811,5431,5102,7,7,0,164,178,116,122
"1592","SP",2020-02-16,0,8609,7988,5552,5218,7,8,0,171,177,121,116
"1565","SP",2020-02-17,0,8765,8162,5657,5365,8,8,0,156,174,105,147
"1538","SP",2020-02-18,0,8930,8355,5765,5489,8,8,0,165,193,108,124
"1511","SP",2020-02-19,0,9078,8534,5886,5589,8,8,0,148,179,121,100
"1484","SP",2020-02-20,0,9234,8709,6007,5711,8,8,0,156,175,121,122
"1457","SP",2020-02-21,0,9390,8898,6109,5810,8,8,0,156,189,102,99
"1430","SP",2020-02-22,0,9558,9090,6198,5914,8,8,0,168,192,89,104
"1403","SP",2020-02-23,0,9717,9262,6295,6040,8,9,0,159,172,97,126
"1376","SP",2020-02-24,0,9890,9453,6402,6146,9,9,0,173,191,107,106
"1349","SP",2020-02-25,0,10087,9630,6521,6249,9,9,0,197,177,119,103
"1322","SP",2020-02-26,0,10266,9817,6658,6368,9,9,0,179,187,137,119
"1295","SP",2020-02-27,0,10425,9987,6763,6482,9,9,0,159,170,105,114
"1268","SP",2020-02-28,0,10582,10170,6880,6594,9,9,0,157,183,117,112
"1241","SP",2020-02-29,0,10582,10365,6880,6732,9,9,0,0,195,0,138
"1214","SP",2020-03-01,0,10757,10531,7000,6867,9,10,0,175,166,120,135
"1187","SP",2020-03-02,0,10926,10710,7100,6973,9,10,0,169,179,100,106
"1160","SP",2020-03-03,0,11084,10881,7208,7083,10,10,0,158,171,108,110
"1133","SP",2020-03-04,0,11250,11059,7317,7207,10,10,0,166,178,109,124
"1106","SP",2020-03-05,0,11408,11236,7433,7320,10,10,0,158,177,116,113
"1079","SP",2020-03-06,0,11587,11403,7555,7429,10,10,0,179,167,122,109
"1052","SP",2020-03-07,0,11790,11566,7684,7552,10,10,0,203,163,129,123
"1025","SP",2020-03-08,0,11968,11742,7805,7659,10,11,0,178,176,121,107
"998","SP",2020-03-09,0,12147,11930,7931,7800,10,11,0,179,188,126,141
"971","SP",2020-03-10,0,12311,12120,8056,7944,11,11,0,164,190,125,144
"944","SP",2020-03-11,0,12473,12301,8170,8054,11,11,0,162,181,114,110
"917","SP",2020-03-12,0,12673,12499,8319,8201,11,11,0,200,198,149,147
"890","SP",2020-03-13,0,12860,12716,8467,8321,11,11,0,187,217,148,120
"863","SP",2020-03-14,0,13040,12944,8581,8447,11,11,0,180,228,114,126
"836","SP",2020-03-15,0,13248,13176,8707,8594,11,12,0,208,232,126,147
"809","SP",2020-03-16,5,13434,13396,8839,8727,11,12,5,186,220,132,133
"782","SP",2020-03-17,7,13602,13624,8966,8881,12,12,2,168,228,127,154
"755","SP",2020-03-18,14,13776,13859,9113,9025,12,12,7,174,235,147,144
"728","SP",2020-03-19,20,13975,14073,9233,9160,12,12,6,199,214,120,135
"701","SP",2020-03-20,28,14157,14281,9356,9270,12,12,8,182,208,123,110
"674","SP",2020-03-21,44,14354,14471,9469,9391,12,12,16,197,190,113,121
"647","SP",2020-03-22,68,14554,14680,9592,9515,12,13,24,200,209,123,124
"620","SP",2020-03-23,89,14747,14883,9714,9651,12,13,21,193,203,122,136
"593","SP",2020-03-24,123,14921,15095,9824,9770,13,13,34,174,212,110,119
"566","SP",2020-03-25,149,15106,15301,9946,9899,13,13,26,185,206,122,129
"539","SP",2020-03-26,194,15288,15474,10075,10030,13,13,45,182,173,129,131
"512","SP",2020-03-27,232,15470,15662,10182,10182,13,13,38,182,188,107,152
"485","SP",2020-03-28,281,15639,15837,10294,10330,13,13,49,169,175,112,148
"458","SP",2020-03-29,323,15808,16011,10420,10477,13,14,42,169,174,126,147
"431","SP",2020-03-30,383,15983,16185,10529,10603,13,14,60,175,174,109,126
"404","SP",2020-03-31,423,16154,16361,10652,10773,14,14,40,171,176,123,170
"377","SP",2020-04-01,477,16325,16525,10775,10901,14,14,54,171,164,123,128
"350","SP",2020-04-02,535,16531,16671,10895,11042,14,14,58,206,146,120,141
"323","SP",2020-04-03,595,16700,16845,11016,11179,14,14,60,169,174,121,137
"296","SP",2020-04-04,667,16890,16964,11138,11314,14,14,72,190,119,122,135
"269","SP",2020-04-05,747,17053,17076,11262,11420,14,15,80,163,112,124,106
"242","SP",2020-04-06,786,17233,17164,11385,11491,14,15,39,180,88,123,71
"215","SP",2020-04-07,808,17418,17213,11511,11540,15,15,22,185,49,126,49
"188","SP",2020-04-08,825,17591,17247,11649,11573,15,15,17,173,34,138,33
"161","SP",2020-04-09,829,17801,17262,11791,11589,15,15,4,210,15,142,16
"134","SP",2020-04-10,831,17977,17271,11910,11594,15,15,2,176,9,119,5
"107","SP",2020-04-11,834,18142,17281,12047,11604,15,15,3,165,10,137,10
"80","SP",2020-04-12,836,18348,17290,12178,11611,15,16,2,206,9,131,7
"53","SP",2020-04-13,841,18543,17294,12291,11614,15,16,5,195,4,113,3
"26","SP",2020-04-14,841,18733,17294,12429,11614,16,16,0,190,0,138,0
"2835","TO",2020-01-01,0,1,0,4,0,1,1,0,1,0,4,0
"2808","TO",2020-01-02,0,3,5,6,3,1,1,0,2,5,2,3
"2781","TO",2020-01-03,0,4,7,6,6,1,1,0,1,2,0,3
"2754","TO",2020-01-04,0,6,9,7,9,1,1,0,2,2,1,3
"2727","TO",2020-01-05,0,9,10,12,11,1,2,0,3,1,5,2
"2700","TO",2020-01-06,0,9,15,12,12,2,2,0,0,5,0,1
"2673","TO",2020-01-07,0,11,19,13,13,2,2,0,2,4,1,1
"2646","TO",2020-01-08,0,13,20,13,14,2,2,0,2,1,0,1
"2619","TO",2020-01-09,0,14,22,14,14,2,2,0,1,2,1,0
"2592","TO",2020-01-10,0,14,24,14,14,2,2,0,0,2,0,0
"2565","TO",2020-01-11,0,15,27,15,16,2,2,0,1,3,1,2
"2538","TO",2020-01-12,0,15,29,15,16,2,3,0,0,2,0,0
"2511","TO",2020-01-13,0,16,34,15,19,3,3,0,1,5,0,3
"2484","TO",2020-01-14,0,19,42,17,24,3,3,0,3,8,2,5
"2457","TO",2020-01-15,0,21,42,17,24,3,3,0,2,0,0,0
"2430","TO",2020-01-16,0,21,45,18,26,3,3,0,0,3,1,2
"2403","TO",2020-01-17,0,21,49,19,30,3,3,0,0,4,1,4
"2376","TO",2020-01-18,0,21,52,20,33,3,3,0,0,3,1,3
"2349","TO",2020-01-19,0,25,53,24,33,3,4,0,4,1,4,0
"2322","TO",2020-01-20,0,27,55,24,34,4,4,0,2,2,0,1
"2295","TO",2020-01-21,0,29,58,28,35,4,4,0,2,3,4,1
"2268","TO",2020-01-22,0,31,62,32,41,4,4,0,2,4,4,6
"2241","TO",2020-01-23,0,33,65,32,43,4,4,0,2,3,0,2
"2214","TO",2020-01-24,0,34,68,32,45,4,4,0,1,3,0,2
"2187","TO",2020-01-25,0,36,68,33,46,4,4,0,2,0,1,1
"2160","TO",2020-01-26,0,37,68,34,52,4,5,0,1,0,1,6
"2133","TO",2020-01-27,0,39,70,35,56,5,5,0,2,2,1,4
"2106","TO",2020-01-28,0,40,70,36,58,5,5,0,1,0,1,2
"2079","TO",2020-01-29,0,41,72,39,60,5,5,0,1,2,3,2
"2052","TO",2020-01-30,0,41,74,40,61,5,5,0,0,2,1,1
"2025","TO",2020-01-31,0,44,75,40,63,5,5,0,3,1,0,2
"1998","TO",2020-02-01,0,47,77,43,65,5,5,0,3,2,3,2
"1971","TO",2020-02-02,0,48,79,45,66,5,6,0,1,2,2,1
"1944","TO",2020-02-03,0,48,87,48,69,6,6,0,0,8,3,3
"1917","TO",2020-02-04,0,51,88,50,75,6,6,0,3,1,2,6
"1890","TO",2020-02-05,0,53,90,53,77,6,6,0,2,2,3,2
"1863","TO",2020-02-06,0,56,90,53,78,6,6,0,3,0,0,1
"1836","TO",2020-02-07,0,57,90,54,78,6,6,0,1,0,1,0
"1809","TO",2020-02-08,0,58,94,54,82,6,6,0,1,4,0,4
"1782","TO",2020-02-09,0,58,95,56,82,6,7,0,0,1,2,0
"1755","TO",2020-02-10,0,58,98,57,85,7,7,0,0,3,1,3
"1728","TO",2020-02-11,0,61,101,58,86,7,7,0,3,3,1,1
"1701","TO",2020-02-12,0,63,102,59,87,7,7,0,2,1,1,1
"1674","TO",2020-02-13,0,64,103,60,90,7,7,0,1,1,1,3
"1647","TO",2020-02-14,0,64,107,60,95,7,7,0,0,4,0,5
"1620","TO",2020-02-15,0,66,112,62,97,7,7,0,2,5,2,2
"1593","TO",2020-02-16,0,67,113,62,99,7,8,0,1,1,0,2
"1566","TO",2020-02-17,0,69,115,62,102,8,8,0,2,2,0,3
"1539","TO",2020-02-18,0,70,117,63,105,8,8,0,1,2,1,3
"1512","TO",2020-02-19,0,71,118,65,106,8,8,0,1,1,2,1
"1485","TO",2020-02-20,0,71,119,65,107,8,8,0,0,1,0,1
"1458","TO",2020-02-21,0,72,125,68,111,8,8,0,1,6,3,4
"1431","TO",2020-02-22,0,74,129,69,112,8,8,0,2,4,1,1
"1404","TO",2020-02-23,0,75,131,69,115,8,9,0,1,2,0,3
"1377","TO",2020-02-24,0,76,131,69,118,9,9,0,1,0,0,3
"1350","TO",2020-02-25,0,76,132,71,119,9,9,0,0,1,2,1
"1323","TO",2020-02-26,0,77,134,72,121,9,9,0,1,2,1,2
"1296","TO",2020-02-27,0,78,137,72,123,9,9,0,1,3,0,2
"1269","TO",2020-02-28,0,79,140,74,126,9,9,0,1,3,2,3
"1242","TO",2020-02-29,0,79,144,74,127,9,9,0,0,4,0,1
"1215","TO",2020-03-01,0,81,146,77,129,9,10,0,2,2,3,2
"1188","TO",2020-03-02,0,83,148,78,129,9,10,0,2,2,1,0
"1161","TO",2020-03-03,0,85,151,78,129,10,10,0,2,3,0,0
"1134","TO",2020-03-04,0,85,154,80,133,10,10,0,0,3,2,4
"1107","TO",2020-03-05,0,86,155,80,134,10,10,0,1,1,0,1
"1080","TO",2020-03-06,0,88,159,81,134,10,10,0,2,4,1,0
"1053","TO",2020-03-07,0,90,160,82,134,10,10,0,2,1,1,0
"1026","TO",2020-03-08,0,90,162,82,136,10,11,0,0,2,0,2
"999","TO",2020-03-09,0,91,164,83,140,10,11,0,1,2,1,4
"972","TO",2020-03-10,0,91,165,83,140,11,11,0,0,1,0,0
"945","TO",2020-03-11,0,92,167,84,142,11,11,0,1,2,1,2
"918","TO",2020-03-12,0,93,169,84,143,11,11,0,1,2,0,1
"891","TO",2020-03-13,0,95,176,85,146,11,11,0,2,7,1,3
"864","TO",2020-03-14,0,96,179,86,148,11,11,0,1,3,1,2
"837","TO",2020-03-15,0,98,180,86,149,11,12,0,2,1,0,1
"810","TO",2020-03-16,0,99,181,87,149,11,12,0,1,1,1,0
"783","TO",2020-03-17,0,99,183,88,150,12,12,0,0,2,1,1
"756","TO",2020-03-18,0,102,187,89,152,12,12,0,3,4,1,2
"729","TO",2020-03-19,0,103,191,91,157,12,12,0,1,4,2,5
"702","TO",2020-03-20,0,103,192,92,158,12,12,0,0,1,1,1
"675","TO",2020-03-21,0,103,193,92,159,12,12,0,0,1,0,1
"648","TO",2020-03-22,0,103,193,93,160,12,13,0,0,0,1,1
"621","TO",2020-03-23,0,106,195,95,164,12,13,0,3,2,2,4
"594","TO",2020-03-24,0,107,195,99,166,13,13,0,1,0,4,2
"567","TO",2020-03-25,0,108,198,99,167,13,13,0,1,3,0,1
"540","TO",2020-03-26,0,109,199,101,168,13,13,0,1,1,2,1
"513","TO",2020-03-27,0,110,200,101,169,13,13,0,1,1,0,1
"486","TO",2020-03-28,0,110,201,102,171,13,13,0,0,1,1,2
"459","TO",2020-03-29,0,112,204,103,171,13,14,0,2,3,1,0
"432","TO",2020-03-30,0,113,206,104,173,13,14,0,1,2,1,2
"405","TO",2020-03-31,0,115,208,110,173,14,14,0,2,2,6,0
"378","TO",2020-04-01,0,118,210,112,174,14,14,0,3,2,2,1
"351","TO",2020-04-02,0,118,210,118,175,14,14,0,0,0,6,1
"324","TO",2020-04-03,0,118,213,119,178,14,14,0,0,3,1,3
"297","TO",2020-04-04,0,118,216,119,178,14,14,0,0,3,0,0
"270","TO",2020-04-05,1,120,216,121,179,14,15,1,2,0,2,1
"243","TO",2020-04-06,1,123,216,121,182,14,15,0,3,0,0,3
"216","TO",2020-04-07,1,124,216,122,182,15,15,0,1,0,1,0
"189","TO",2020-04-08,1,126,216,123,182,15,15,0,2,0,1,0
"162","TO",2020-04-09,1,126,216,124,182,15,15,0,0,0,1,0
"135","TO",2020-04-10,1,128,217,125,183,15,15,0,2,1,1,1
"108","TO",2020-04-11,1,129,217,126,183,15,15,0,1,0,1,0
"81","TO",2020-04-12,1,131,217,129,183,15,16,0,2,0,3,0
"54","TO",2020-04-13,1,133,217,129,183,15,16,0,2,0,0,0
"27","TO",2020-04-14,1,135,217,131,183,16,16,0,2,0,2,0
