"","state","city","date","city_ibge_code","confirmed","confirmed_per_100k_inhabitants","death_rate","deaths","estimated_population_2019","is_last","order_for_place","place_type"
"5773","CE","Juazeiro do Norte",2020-04-07,"2307304",3,1.09406,NA,0,274207,FALSE,19,"city"
"4943","CE","Juazeiro do Norte",2020-04-08,"2307304",3,1.09406,NA,0,274207,FALSE,20,"city"
"4078","CE","Juazeiro do Norte",2020-04-09,"2307304",3,1.09406,NA,0,274207,FALSE,21,"city"
"3146","CE","Juazeiro do Norte",2020-04-10,"2307304",3,1.09406,NA,0,274207,FALSE,22,"city"
"2169","CE","Juazeiro do Norte",2020-04-11,"2307304",3,1.09406,NA,0,274207,FALSE,23,"city"
"1153","CE","Juazeiro do Norte",2020-04-12,"2307304",3,1.09406,NA,0,274207,FALSE,24,"city"
"146","CE","Juazeiro do Norte",2020-04-13,"2307304",3,1.09406,NA,0,274207,TRUE,25,"city"
"6553","CE","Lavras da Mangabeira",2020-04-06,"2307502",1,3.1738,NA,0,31508,FALSE,1,"city"
"5774","CE","Lavras da Mangabeira",2020-04-07,"2307502",1,3.1738,NA,0,31508,FALSE,2,"city"
"4944","CE","Lavras da Mangabeira",2020-04-08,"2307502",1,3.1738,NA,0,31508,FALSE,3,"city"
"4079","CE","Lavras da Mangabeira",2020-04-09,"2307502",1,3.1738,NA,0,31508,FALSE,4,"city"
"3147","CE","Lavras da Mangabeira",2020-04-10,"2307502",1,3.1738,NA,0,31508,FALSE,5,"city"
"2170","CE","Lavras da Mangabeira",2020-04-11,"2307502",1,3.1738,NA,0,31508,FALSE,6,"city"
"1154","CE","Lavras da Mangabeira",2020-04-12,"2307502",1,3.1738,NA,0,31508,FALSE,7,"city"
"147","CE","Lavras da Mangabeira",2020-04-13,"2307502",1,3.1738,NA,0,31508,TRUE,8,"city"
"7240","CE","Limoeiro do Norte",2020-04-05,"2307601",1,1.67954,NA,0,59540,FALSE,1,"city"
"6554","CE","Limoeiro do Norte",2020-04-06,"2307601",1,1.67954,NA,0,59540,FALSE,2,"city"
"5775","CE","Limoeiro do Norte",2020-04-07,"2307601",1,1.67954,NA,0,59540,FALSE,3,"city"
"4945","CE","Limoeiro do Norte",2020-04-08,"2307601",1,1.67954,NA,0,59540,FALSE,4,"city"
"4080","CE","Limoeiro do Norte",2020-04-09,"2307601",1,1.67954,NA,0,59540,FALSE,5,"city"
"3148","CE","Limoeiro do Norte",2020-04-10,"2307601",2,3.35909,NA,0,59540,FALSE,6,"city"
"2171","CE","Limoeiro do Norte",2020-04-11,"2307601",3,5.03863,0.3333,1,59540,FALSE,7,"city"
"1155","CE","Limoeiro do Norte",2020-04-12,"2307601",3,5.03863,0.3333,1,59540,FALSE,8,"city"
"148","CE","Limoeiro do Norte",2020-04-13,"2307601",4,6.71817,0.75,3,59540,TRUE,9,"city"
"10901","CE","Maracanaú",2020-03-29,"2307650",1,0.43882,NA,0,227886,FALSE,1,"city"
"10504","CE","Maracanaú",2020-03-30,"2307650",1,0.43882,NA,0,227886,FALSE,2,"city"
"10064","CE","Maracanaú",2020-03-31,"2307650",1,0.43882,NA,0,227886,FALSE,3,"city"
"9584","CE","Maracanaú",2020-04-01,"2307650",1,0.43882,NA,0,227886,FALSE,4,"city"
"9060","CE","Maracanaú",2020-04-02,"2307650",2,0.87763,NA,0,227886,FALSE,5,"city"
"8483","CE","Maracanaú",2020-04-03,"2307650",2,0.87763,NA,0,227886,FALSE,6,"city"
"7887","CE","Maracanaú",2020-04-04,"2307650",2,0.87763,NA,0,227886,FALSE,7,"city"
"7241","CE","Maracanaú",2020-04-05,"2307650",14,6.14342,0.0714,1,227886,FALSE,8,"city"
"6555","CE","Maracanaú",2020-04-06,"2307650",14,6.14342,0.0714,1,227886,FALSE,9,"city"
"5776","CE","Maracanaú",2020-04-07,"2307650",17,7.45987,0.0588,1,227886,FALSE,10,"city"
"4946","CE","Maracanaú",2020-04-08,"2307650",18,7.89869,0.0556,1,227886,FALSE,11,"city"
"4081","CE","Maracanaú",2020-04-09,"2307650",20,8.77632,0.05,1,227886,FALSE,12,"city"
"3149","CE","Maracanaú",2020-04-10,"2307650",20,8.77632,0.05,1,227886,FALSE,13,"city"
"2172","CE","Maracanaú",2020-04-11,"2307650",21,9.21513,0.0476,1,227886,FALSE,14,"city"
"1156","CE","Maracanaú",2020-04-12,"2307650",21,9.21513,0.0476,1,227886,FALSE,15,"city"
"149","CE","Maracanaú",2020-04-13,"2307650",25,10.9704,0.04,1,227886,TRUE,16,"city"
"11485","CE","Maranguape",2020-03-27,"2307700",1,0.77533,NA,0,128978,FALSE,1,"city"
"11194","CE","Maranguape",2020-03-28,"2307700",1,0.77533,NA,0,128978,FALSE,2,"city"
"10902","CE","Maranguape",2020-03-29,"2307700",1,0.77533,NA,0,128978,FALSE,3,"city"
"10505","CE","Maranguape",2020-03-30,"2307700",1,0.77533,NA,0,128978,FALSE,4,"city"
"10065","CE","Maranguape",2020-03-31,"2307700",1,0.77533,NA,0,128978,FALSE,5,"city"
"9585","CE","Maranguape",2020-04-01,"2307700",1,0.77533,NA,0,128978,FALSE,6,"city"
"9061","CE","Maranguape",2020-04-02,"2307700",2,1.55065,NA,0,128978,FALSE,7,"city"
"8484","CE","Maranguape",2020-04-03,"2307700",2,1.55065,NA,0,128978,FALSE,8,"city"
"7888","CE","Maranguape",2020-04-04,"2307700",2,1.55065,NA,0,128978,FALSE,9,"city"
"7242","CE","Maranguape",2020-04-05,"2307700",1,0.77533,NA,0,128978,FALSE,10,"city"
"6556","CE","Maranguape",2020-04-06,"2307700",2,1.55065,NA,0,128978,FALSE,11,"city"
"5777","CE","Maranguape",2020-04-07,"2307700",2,1.55065,NA,0,128978,FALSE,12,"city"
"4947","CE","Maranguape",2020-04-08,"2307700",2,1.55065,NA,0,128978,FALSE,13,"city"
"4082","CE","Maranguape",2020-04-09,"2307700",2,1.55065,NA,0,128978,FALSE,14,"city"
"3150","CE","Maranguape",2020-04-10,"2307700",2,1.55065,NA,0,128978,FALSE,15,"city"
"2173","CE","Maranguape",2020-04-11,"2307700",3,2.32598,NA,0,128978,FALSE,16,"city"
"1157","CE","Maranguape",2020-04-12,"2307700",3,2.32598,NA,0,128978,FALSE,17,"city"
"150","CE","Maranguape",2020-04-13,"2307700",5,3.87663,0.4,2,128978,TRUE,18,"city"
"12321","CE","Mauriti",2020-03-24,"2308104",1,2.08498,NA,0,47962,FALSE,1,"city"
"12067","CE","Mauriti",2020-03-25,"2308104",1,2.08498,NA,0,47962,FALSE,2,"city"
"11793","CE","Mauriti",2020-03-26,"2308104",1,2.08498,NA,0,47962,FALSE,3,"city"
"11486","CE","Mauriti",2020-03-27,"2308104",1,2.08498,NA,0,47962,FALSE,4,"city"
"11195","CE","Mauriti",2020-03-28,"2308104",1,2.08498,NA,0,47962,FALSE,5,"city"
"10903","CE","Mauriti",2020-03-29,"2308104",1,2.08498,NA,0,47962,FALSE,6,"city"
"10506","CE","Mauriti",2020-03-30,"2308104",1,2.08498,NA,0,47962,FALSE,7,"city"
"10066","CE","Mauriti",2020-03-31,"2308104",1,2.08498,NA,0,47962,FALSE,8,"city"
"9586","CE","Mauriti",2020-04-01,"2308104",1,2.08498,NA,0,47962,FALSE,9,"city"
"9062","CE","Mauriti",2020-04-02,"2308104",1,2.08498,NA,0,47962,FALSE,10,"city"
"8485","CE","Mauriti",2020-04-03,"2308104",1,2.08498,NA,0,47962,FALSE,11,"city"
"7889","CE","Mauriti",2020-04-04,"2308104",1,2.08498,NA,0,47962,FALSE,12,"city"
"7243","CE","Mauriti",2020-04-05,"2308104",1,2.08498,NA,0,47962,FALSE,13,"city"
"6557","CE","Mauriti",2020-04-06,"2308104",1,2.08498,NA,0,47962,FALSE,14,"city"
"5778","CE","Mauriti",2020-04-07,"2308104",1,2.08498,NA,0,47962,FALSE,15,"city"
"4948","CE","Mauriti",2020-04-08,"2308104",1,2.08498,NA,0,47962,FALSE,16,"city"
"4083","CE","Mauriti",2020-04-09,"2308104",1,2.08498,NA,0,47962,FALSE,17,"city"
"3151","CE","Mauriti",2020-04-10,"2308104",1,2.08498,NA,0,47962,FALSE,18,"city"
"2174","CE","Mauriti",2020-04-11,"2308104",1,2.08498,NA,0,47962,FALSE,19,"city"
"1158","CE","Mauriti",2020-04-12,"2308104",1,2.08498,NA,0,47962,FALSE,20,"city"
"151","CE","Mauriti",2020-04-13,"2308104",1,2.08498,NA,0,47962,TRUE,21,"city"
"4949","CE","Mombaça",2020-04-08,"2308500",1,2.28326,NA,0,43797,FALSE,1,"city"
"4084","CE","Mombaça",2020-04-09,"2308500",1,2.28326,NA,0,43797,FALSE,2,"city"
"3152","CE","Mombaça",2020-04-10,"2308500",2,4.56652,NA,0,43797,FALSE,3,"city"
"2175","CE","Mombaça",2020-04-11,"2308500",2,4.56652,NA,0,43797,FALSE,4,"city"
"1159","CE","Mombaça",2020-04-12,"2308500",3,6.84978,NA,0,43797,FALSE,5,"city"
"152","CE","Mombaça",2020-04-13,"2308500",3,6.84978,NA,0,43797,TRUE,6,"city"
"7244","CE","Novo Oriente",2020-04-05,"2309409",2,6.9913,NA,0,28607,FALSE,1,"city"
"6558","CE","Novo Oriente",2020-04-06,"2309409",2,6.9913,NA,0,28607,FALSE,2,"city"
"5779","CE","Novo Oriente",2020-04-07,"2309409",2,6.9913,NA,0,28607,FALSE,3,"city"
"4950","CE","Novo Oriente",2020-04-08,"2309409",2,6.9913,NA,0,28607,FALSE,4,"city"
"4085","CE","Novo Oriente",2020-04-09,"2309409",2,6.9913,NA,0,28607,FALSE,5,"city"
"3153","CE","Novo Oriente",2020-04-10,"2309409",2,6.9913,NA,0,28607,FALSE,6,"city"
"2176","CE","Novo Oriente",2020-04-11,"2309409",2,6.9913,NA,0,28607,FALSE,7,"city"
"1160","CE","Novo Oriente",2020-04-12,"2309409",2,6.9913,NA,0,28607,FALSE,8,"city"
"153","CE","Novo Oriente",2020-04-13,"2309409",2,6.9913,NA,0,28607,TRUE,9,"city"
"1161","CE","Pacajus",2020-04-12,"2309607",1,1.38498,NA,0,72203,FALSE,1,"city"
"154","CE","Pacajus",2020-04-13,"2309607",1,1.38498,NA,0,72203,TRUE,2,"city"
"7245","CE","Pacatuba",2020-04-05,"2309706",1,1.19858,NA,0,83432,FALSE,1,"city"
"6559","CE","Pacatuba",2020-04-06,"2309706",2,2.39716,NA,0,83432,FALSE,2,"city"
"5780","CE","Pacatuba",2020-04-07,"2309706",2,2.39716,NA,0,83432,FALSE,3,"city"
"4951","CE","Pacatuba",2020-04-08,"2309706",2,2.39716,NA,0,83432,FALSE,4,"city"
"4086","CE","Pacatuba",2020-04-09,"2309706",2,2.39716,NA,0,83432,FALSE,5,"city"
"3154","CE","Pacatuba",2020-04-10,"2309706",2,2.39716,NA,0,83432,FALSE,6,"city"
"2177","CE","Pacatuba",2020-04-11,"2309706",2,2.39716,NA,0,83432,FALSE,7,"city"
"1162","CE","Pacatuba",2020-04-12,"2309706",2,2.39716,NA,0,83432,FALSE,8,"city"
"155","CE","Pacatuba",2020-04-13,"2309706",2,2.39716,NA,0,83432,TRUE,9,"city"
"7246","CE","Pedra Branca",2020-04-05,"2310506",1,2.31171,NA,0,43258,FALSE,1,"city"
"6560","CE","Pedra Branca",2020-04-06,"2310506",1,2.31171,NA,0,43258,FALSE,2,"city"
"5781","CE","Pedra Branca",2020-04-07,"2310506",1,2.31171,NA,0,43258,FALSE,3,"city"
"4952","CE","Pedra Branca",2020-04-08,"2310506",1,2.31171,NA,0,43258,FALSE,4,"city"
"4087","CE","Pedra Branca",2020-04-09,"2310506",1,2.31171,NA,0,43258,FALSE,5,"city"
"3155","CE","Pedra Branca",2020-04-10,"2310506",1,2.31171,NA,0,43258,FALSE,6,"city"
"2178","CE","Pedra Branca",2020-04-11,"2310506",1,2.31171,NA,0,43258,FALSE,7,"city"
"1163","CE","Pedra Branca",2020-04-12,"2310506",1,2.31171,NA,0,43258,TRUE,8,"city"
"7247","CE","Pindoretama",2020-04-05,"2310852",1,4.86216,NA,0,20567,FALSE,1,"city"
"6561","CE","Pindoretama",2020-04-06,"2310852",1,4.86216,NA,0,20567,FALSE,2,"city"
"5782","CE","Pindoretama",2020-04-07,"2310852",1,4.86216,NA,0,20567,FALSE,3,"city"
"4953","CE","Pindoretama",2020-04-08,"2310852",1,4.86216,NA,0,20567,FALSE,4,"city"
"4088","CE","Pindoretama",2020-04-09,"2310852",1,4.86216,NA,0,20567,FALSE,5,"city"
"3156","CE","Pindoretama",2020-04-10,"2310852",1,4.86216,NA,0,20567,FALSE,6,"city"
"2179","CE","Pindoretama",2020-04-11,"2310852",1,4.86216,NA,0,20567,FALSE,7,"city"
"1164","CE","Pindoretama",2020-04-12,"2310852",1,4.86216,NA,0,20567,FALSE,8,"city"
"156","CE","Pindoretama",2020-04-13,"2310852",1,4.86216,NA,0,20567,TRUE,9,"city"
"11196","CE","Quixadá",2020-03-28,"2311306",2,2.27977,NA,0,87728,FALSE,1,"city"
"10904","CE","Quixadá",2020-03-29,"2311306",2,2.27977,NA,0,87728,FALSE,2,"city"
"10507","CE","Quixadá",2020-03-30,"2311306",2,2.27977,NA,0,87728,FALSE,3,"city"
"10067","CE","Quixadá",2020-03-31,"2311306",2,2.27977,NA,0,87728,FALSE,4,"city"
"9587","CE","Quixadá",2020-04-01,"2311306",2,2.27977,NA,0,87728,FALSE,5,"city"
"9063","CE","Quixadá",2020-04-02,"2311306",2,2.27977,NA,0,87728,FALSE,6,"city"
"8486","CE","Quixadá",2020-04-03,"2311306",2,2.27977,NA,0,87728,FALSE,7,"city"
"7890","CE","Quixadá",2020-04-04,"2311306",2,2.27977,NA,0,87728,FALSE,8,"city"
"7248","CE","Quixadá",2020-04-05,"2311306",4,4.55955,NA,0,87728,FALSE,9,"city"
"6562","CE","Quixadá",2020-04-06,"2311306",4,4.55955,NA,0,87728,FALSE,10,"city"
"5783","CE","Quixadá",2020-04-07,"2311306",4,4.55955,NA,0,87728,FALSE,11,"city"
"4954","CE","Quixadá",2020-04-08,"2311306",6,6.83932,NA,0,87728,FALSE,12,"city"
"4089","CE","Quixadá",2020-04-09,"2311306",6,6.83932,NA,0,87728,FALSE,13,"city"
"3157","CE","Quixadá",2020-04-10,"2311306",6,6.83932,NA,0,87728,FALSE,14,"city"
"2180","CE","Quixadá",2020-04-11,"2311306",7,7.97921,NA,0,87728,FALSE,15,"city"
"1165","CE","Quixadá",2020-04-12,"2311306",7,7.97921,NA,0,87728,FALSE,16,"city"
"157","CE","Quixadá",2020-04-13,"2311306",7,7.97921,NA,0,87728,TRUE,17,"city"
"7249","CE","Quixeramobim",2020-04-05,"2311405",1,1.23332,NA,0,81082,FALSE,1,"city"
"6563","CE","Quixeramobim",2020-04-06,"2311405",1,1.23332,NA,0,81082,FALSE,2,"city"
"5784","CE","Quixeramobim",2020-04-07,"2311405",1,1.23332,NA,0,81082,FALSE,3,"city"
"4955","CE","Quixeramobim",2020-04-08,"2311405",1,1.23332,NA,0,81082,FALSE,4,"city"
"4090","CE","Quixeramobim",2020-04-09,"2311405",1,1.23332,NA,0,81082,FALSE,5,"city"
"3158","CE","Quixeramobim",2020-04-10,"2311405",2,2.46664,NA,0,81082,FALSE,6,"city"
"2181","CE","Quixeramobim",2020-04-11,"2311405",4,4.93328,NA,0,81082,FALSE,7,"city"
"1166","CE","Quixeramobim",2020-04-12,"2311405",5,6.1666,0.2,1,81082,FALSE,8,"city"
"158","CE","Quixeramobim",2020-04-13,"2311405",3,3.69996,0.3333,1,81082,TRUE,9,"city"
"3159","CE","Quixeré",2020-04-10,"2311504",2,9.02975,NA,0,22149,FALSE,1,"city"
"2182","CE","Quixeré",2020-04-11,"2311504",2,9.02975,NA,0,22149,FALSE,2,"city"
"1167","CE","Quixeré",2020-04-12,"2311504",2,9.02975,NA,0,22149,FALSE,3,"city"
"159","CE","Quixeré",2020-04-13,"2311504",2,9.02975,NA,0,22149,TRUE,4,"city"
"3160","CE","Russas",2020-04-10,"2311801",1,1.27887,NA,0,78194,FALSE,1,"city"
"2183","CE","Russas",2020-04-11,"2311801",2,2.55774,NA,0,78194,FALSE,2,"city"
"1168","CE","Russas",2020-04-12,"2311801",2,2.55774,NA,0,78194,FALSE,3,"city"
"160","CE","Russas",2020-04-13,"2311801",3,3.83661,NA,0,78194,TRUE,4,"city"
"10068","CE","Santa Quitéria",2020-03-31,"2312205",1,2.28817,1,1,43703,FALSE,1,"city"
"9588","CE","Santa Quitéria",2020-04-01,"2312205",1,2.28817,1,1,43703,FALSE,2,"city"
"9064","CE","Santa Quitéria",2020-04-02,"2312205",1,2.28817,NA,0,43703,FALSE,3,"city"
"8487","CE","Santa Quitéria",2020-04-03,"2312205",1,2.28817,1,1,43703,FALSE,4,"city"
"7891","CE","Santa Quitéria",2020-04-04,"2312205",1,2.28817,1,1,43703,FALSE,5,"city"
"7250","CE","Santa Quitéria",2020-04-05,"2312205",1,2.28817,1,1,43703,FALSE,6,"city"
"6565","CE","Santa Quitéria",2020-04-06,"2312205",1,2.28817,1,1,43703,FALSE,7,"city"
"5786","CE","Santa Quitéria",2020-04-07,"2312205",1,2.28817,1,1,43703,FALSE,8,"city"
"4957","CE","Santa Quitéria",2020-04-08,"2312205",2,4.57634,0.5,1,43703,FALSE,9,"city"
"4092","CE","Santa Quitéria",2020-04-09,"2312205",2,4.57634,0.5,1,43703,FALSE,10,"city"
"3162","CE","Santa Quitéria",2020-04-10,"2312205",2,4.57634,0.5,1,43703,FALSE,11,"city"
"2185","CE","Santa Quitéria",2020-04-11,"2312205",2,4.57634,0.5,1,43703,FALSE,12,"city"
"1170","CE","Santa Quitéria",2020-04-12,"2312205",2,4.57634,0.5,1,43703,FALSE,13,"city"
"162","CE","Santa Quitéria",2020-04-13,"2312205",1,2.28817,1,1,43703,TRUE,14,"city"
"6564","CE","Santana do Acaraú",2020-04-06,"2312007",1,3.08147,NA,0,32452,FALSE,1,"city"
"5785","CE","Santana do Acaraú",2020-04-07,"2312007",1,3.08147,NA,0,32452,FALSE,2,"city"
"4956","CE","Santana do Acaraú",2020-04-08,"2312007",1,3.08147,NA,0,32452,FALSE,3,"city"
"4091","CE","Santana do Acaraú",2020-04-09,"2312007",1,3.08147,NA,0,32452,FALSE,4,"city"
"3161","CE","Santana do Acaraú",2020-04-10,"2312007",1,3.08147,NA,0,32452,FALSE,5,"city"
"2184","CE","Santana do Acaraú",2020-04-11,"2312007",1,3.08147,NA,0,32452,FALSE,6,"city"
"1169","CE","Santana do Acaraú",2020-04-12,"2312007",1,3.08147,NA,0,32452,FALSE,7,"city"
"161","CE","Santana do Acaraú",2020-04-13,"2312007",1,3.08147,NA,0,32452,TRUE,8,"city"
"3163","CE","São Luís do Curu",2020-04-10,"2312601",1,7.69231,NA,0,13000,FALSE,1,"city"
"2186","CE","São Luís do Curu",2020-04-11,"2312601",1,7.69231,NA,0,13000,FALSE,2,"city"
"1171","CE","São Luís do Curu",2020-04-12,"2312601",1,7.69231,NA,0,13000,FALSE,3,"city"
"163","CE","São Luís do Curu",2020-04-13,"2312601",1,7.69231,NA,0,13000,TRUE,4,"city"
"6566","CE","Senador Pompeu",2020-04-06,"2312700",1,3.92218,NA,0,25496,FALSE,1,"city"
"5787","CE","Senador Pompeu",2020-04-07,"2312700",1,3.92218,NA,0,25496,FALSE,2,"city"
"4958","CE","Senador Pompeu",2020-04-08,"2312700",1,3.92218,NA,0,25496,FALSE,3,"city"
"4093","CE","Senador Pompeu",2020-04-09,"2312700",1,3.92218,NA,0,25496,FALSE,4,"city"
"3164","CE","Senador Pompeu",2020-04-10,"2312700",2,7.84437,NA,0,25496,FALSE,5,"city"
"2187","CE","Senador Pompeu",2020-04-11,"2312700",2,7.84437,NA,0,25496,FALSE,6,"city"
"1172","CE","Senador Pompeu",2020-04-12,"2312700",2,7.84437,NA,0,25496,FALSE,7,"city"
"164","CE","Senador Pompeu",2020-04-13,"2312700",2,7.84437,NA,0,25496,TRUE,8,"city"
"3165","CE","Senador Sá",2020-04-10,"2312809",1,13.11819,NA,0,7623,FALSE,1,"city"
"2188","CE","Senador Sá",2020-04-11,"2312809",1,13.11819,NA,0,7623,FALSE,2,"city"
"1173","CE","Senador Sá",2020-04-12,"2312809",1,13.11819,NA,0,7623,FALSE,3,"city"
"165","CE","Senador Sá",2020-04-13,"2312809",1,13.11819,NA,0,7623,TRUE,4,"city"
"13198","CE","Sobral",2020-03-18,"2312908",1,0.47862,NA,0,208935,FALSE,1,"city"
"12974","CE","Sobral",2020-03-20,"2312908",1,0.47862,NA,0,208935,FALSE,2,"city"
"12835","CE","Sobral",2020-03-21,"2312908",1,0.47862,NA,0,208935,FALSE,3,"city"
"12696","CE","Sobral",2020-03-22,"2312908",1,0.47862,NA,0,208935,FALSE,4,"city"
"12523","CE","Sobral",2020-03-23,"2312908",3,1.43585,NA,0,208935,FALSE,5,"city"
"12322","CE","Sobral",2020-03-24,"2312908",4,1.91447,NA,0,208935,FALSE,6,"city"
"12068","CE","Sobral",2020-03-25,"2312908",4,1.91447,NA,0,208935,FALSE,7,"city"
"11794","CE","Sobral",2020-03-26,"2312908",4,1.91447,NA,0,208935,FALSE,8,"city"
"11487","CE","Sobral",2020-03-27,"2312908",4,1.91447,NA,0,208935,FALSE,9,"city"
"11197","CE","Sobral",2020-03-28,"2312908",4,1.91447,NA,0,208935,FALSE,10,"city"
"10905","CE","Sobral",2020-03-29,"2312908",5,2.39309,NA,0,208935,FALSE,11,"city"
"10508","CE","Sobral",2020-03-30,"2312908",5,2.39309,NA,0,208935,FALSE,12,"city"
"10069","CE","Sobral",2020-03-31,"2312908",5,2.39309,NA,0,208935,FALSE,13,"city"
"9589","CE","Sobral",2020-04-01,"2312908",5,2.39309,NA,0,208935,FALSE,14,"city"
"9065","CE","Sobral",2020-04-02,"2312908",5,2.39309,NA,0,208935,FALSE,15,"city"
"8488","CE","Sobral",2020-04-03,"2312908",5,2.39309,NA,0,208935,FALSE,16,"city"
"7892","CE","Sobral",2020-04-04,"2312908",5,2.39309,NA,0,208935,FALSE,17,"city"
"7251","CE","Sobral",2020-04-05,"2312908",7,3.35032,NA,0,208935,FALSE,18,"city"
"6567","CE","Sobral",2020-04-06,"2312908",11,5.2648,NA,0,208935,FALSE,19,"city"
"5788","CE","Sobral",2020-04-07,"2312908",11,5.2648,NA,0,208935,FALSE,20,"city"
"4959","CE","Sobral",2020-04-08,"2312908",14,6.70065,NA,0,208935,FALSE,21,"city"
"4094","CE","Sobral",2020-04-09,"2312908",14,6.70065,NA,0,208935,FALSE,22,"city"
"3166","CE","Sobral",2020-04-10,"2312908",14,6.70065,NA,0,208935,FALSE,23,"city"
"2189","CE","Sobral",2020-04-11,"2312908",14,6.70065,NA,0,208935,FALSE,24,"city"
"1174","CE","Sobral",2020-04-12,"2312908",14,6.70065,NA,0,208935,FALSE,25,"city"
"166","CE","Sobral",2020-04-13,"2312908",17,8.1365,NA,0,208935,TRUE,26,"city"
"3167","CE","Tabuleiro do Norte",2020-04-10,"2313104",1,3.25765,NA,0,30697,FALSE,1,"city"
"2190","CE","Tabuleiro do Norte",2020-04-11,"2313104",1,3.25765,NA,0,30697,FALSE,2,"city"
"1175","CE","Tabuleiro do Norte",2020-04-12,"2313104",1,3.25765,NA,0,30697,FALSE,3,"city"
"167","CE","Tabuleiro do Norte",2020-04-13,"2313104",1,3.25765,NA,0,30697,TRUE,4,"city"
"9590","CE","Tianguá",2020-04-01,"2313401",1,1.31673,1,1,75946,FALSE,1,"city"
"9066","CE","Tianguá",2020-04-02,"2313401",2,2.63345,NA,0,75946,FALSE,2,"city"
"8489","CE","Tianguá",2020-04-03,"2313401",1,1.31673,1,1,75946,FALSE,3,"city"
"7893","CE","Tianguá",2020-04-04,"2313401",1,1.31673,1,1,75946,FALSE,4,"city"
"7252","CE","Tianguá",2020-04-05,"2313401",1,1.31673,1,1,75946,FALSE,5,"city"
"6568","CE","Tianguá",2020-04-06,"2313401",1,1.31673,1,1,75946,FALSE,6,"city"
"5789","CE","Tianguá",2020-04-07,"2313401",1,1.31673,1,1,75946,FALSE,7,"city"
"4960","CE","Tianguá",2020-04-08,"2313401",1,1.31673,1,1,75946,FALSE,8,"city"
"4095","CE","Tianguá",2020-04-09,"2313401",1,1.31673,1,1,75946,FALSE,9,"city"
"3168","CE","Tianguá",2020-04-10,"2313401",2,2.63345,0.5,1,75946,FALSE,10,"city"
"2191","CE","Tianguá",2020-04-11,"2313401",3,3.95018,0.3333,1,75946,FALSE,11,"city"
"1176","CE","Tianguá",2020-04-12,"2313401",3,3.95018,0.3333,1,75946,FALSE,12,"city"
"168","CE","Tianguá",2020-04-13,"2313401",3,3.95018,0.3333,1,75946,TRUE,13,"city"
"169","CE","Trairi",2020-04-13,"2313500",1,1.78833,NA,0,55918,TRUE,1,"city"
"4096","CE","Várzea Alegre",2020-04-09,"2314003",1,2.45574,NA,0,40721,FALSE,1,"city"
"3169","CE","Várzea Alegre",2020-04-10,"2314003",1,2.45574,NA,0,40721,FALSE,2,"city"
"2192","CE","Várzea Alegre",2020-04-11,"2314003",1,2.45574,NA,0,40721,FALSE,3,"city"
"1177","CE","Várzea Alegre",2020-04-12,"2314003",1,2.45574,NA,0,40721,FALSE,4,"city"
"170","CE","Várzea Alegre",2020-04-13,"2314003",1,2.45574,NA,0,40721,TRUE,5,"city"
"13341","CE",NA,2020-03-16,"23",9,0.09855,NA,0,9132078,FALSE,1,"state"
"13288","CE",NA,2020-03-17,"23",10,0.1095,NA,0,9132078,FALSE,2,"state"
"13199","CE",NA,2020-03-18,"23",19,0.20806,NA,0,9132078,FALSE,3,"state"
"13099","CE",NA,2020-03-19,"23",24,0.26281,NA,0,9132078,FALSE,4,"state"
"12975","CE",NA,2020-03-20,"23",68,0.74463,NA,0,9132078,FALSE,5,"state"
"12836","CE",NA,2020-03-21,"23",84,0.91983,NA,0,9132078,FALSE,6,"state"
"12697","CE",NA,2020-03-22,"23",125,1.3688,NA,0,9132078,FALSE,7,"state"
"12524","CE",NA,2020-03-23,"23",164,1.79587,NA,0,9132078,FALSE,8,"state"
"12323","CE",NA,2020-03-24,"23",185,2.02583,NA,0,9132078,FALSE,9,"state"
"12069","CE",NA,2020-03-25,"23",211,2.31054,NA,0,9132078,FALSE,10,"state"
"11795","CE",NA,2020-03-26,"23",237,2.59525,0.0127,3,9132078,FALSE,11,"state"
"11488","CE",NA,2020-03-27,"23",282,3.08802,0.0106,3,9132078,FALSE,12,"state"
"11198","CE",NA,2020-03-28,"23",322,3.52603,0.0124,4,9132078,FALSE,13,"state"
"10906","CE",NA,2020-03-29,"23",359,3.9312,0.0139,5,9132078,FALSE,14,"state"
"10509","CE",NA,2020-03-30,"23",382,4.18306,0.0131,5,9132078,FALSE,15,"state"
"10070","CE",NA,2020-03-31,"23",401,4.39111,0.0175,7,9132078,FALSE,16,"state"
"9591","CE",NA,2020-04-01,"23",445,4.87293,0.0202,9,9132078,FALSE,17,"state"
"9067","CE",NA,2020-04-02,"23",563,6.16508,0.0373,21,9132078,FALSE,18,"state"
"8490","CE",NA,2020-04-03,"23",658,7.20537,0.0334,22,9132078,FALSE,19,"state"
"7894","CE",NA,2020-04-04,"23",745,8.15806,0.0309,23,9132078,FALSE,20,"state"
"7253","CE",NA,2020-04-05,"23",960,10.51239,0.0365,35,9132078,FALSE,21,"state"
"6569","CE",NA,2020-04-06,"23",1045,11.44318,0.0335,35,9132078,FALSE,22,"state"
"5790","CE",NA,2020-04-07,"23",1188,13.00909,0.0337,40,9132078,FALSE,23,"state"
"4961","CE",NA,2020-04-08,"23",1394,15.26487,0.0409,57,9132078,FALSE,24,"state"
"4097","CE",NA,2020-04-09,"23",1445,15.82334,0.0394,57,9132078,FALSE,25,"state"
