"","state","city","date","city_ibge_code","confirmed","confirmed_per_100k_inhabitants","death_rate","deaths","estimated_population_2019","is_last","order_for_place","place_type"
"10851","AC","Acrelândia",2020-03-29,"1200013",2,13.1096,NA,0,15256,FALSE,1,"city"
"10450","AC","Acrelândia",2020-03-30,"1200013",6,39.32879,NA,0,15256,FALSE,2,"city"
"10004","AC","Acrelândia",2020-03-31,"1200013",7,45.88359,NA,0,15256,FALSE,3,"city"
"9521","AC","Acrelândia",2020-04-01,"1200013",8,52.43838,NA,0,15256,FALSE,4,"city"
"8991","AC","Acrelândia",2020-04-02,"1200013",8,52.43838,NA,0,15256,FALSE,5,"city"
"8407","AC","Acrelândia",2020-04-03,"1200013",9,58.99318,NA,0,15256,FALSE,6,"city"
"7804","AC","Acrelândia",2020-04-04,"1200013",9,58.99318,NA,0,15256,FALSE,7,"city"
"7146","AC","Acrelândia",2020-04-05,"1200013",9,58.99318,NA,0,15256,FALSE,8,"city"
"6445","AC","Acrelândia",2020-04-06,"1200013",9,58.99318,NA,0,15256,FALSE,9,"city"
"5666","AC","Acrelândia",2020-04-07,"1200013",9,58.99318,NA,0,15256,FALSE,10,"city"
"4823","AC","Acrelândia",2020-04-08,"1200013",9,58.99318,NA,0,15256,FALSE,11,"city"
"3954","AC","Acrelândia",2020-04-09,"1200013",9,58.99318,NA,0,15256,FALSE,12,"city"
"3014","AC","Acrelândia",2020-04-10,"1200013",9,58.99318,NA,0,15256,FALSE,13,"city"
"2030","AC","Acrelândia",2020-04-11,"1200013",9,58.99318,NA,0,15256,FALSE,14,"city"
"1014","AC","Acrelândia",2020-04-12,"1200013",10,65.54798,NA,0,15256,FALSE,15,"city"
"1","AC","Acrelândia",2020-04-13,"1200013",11,72.10278,NA,0,15256,TRUE,16,"city"
"4824","AC","Bujari",2020-04-08,"1200138",1,9.74089,NA,0,10266,FALSE,1,"city"
"3955","AC","Bujari",2020-04-09,"1200138",1,9.74089,NA,0,10266,FALSE,2,"city"
"3015","AC","Bujari",2020-04-10,"1200138",1,9.74089,NA,0,10266,FALSE,3,"city"
"2031","AC","Bujari",2020-04-11,"1200138",1,9.74089,NA,0,10266,FALSE,4,"city"
"1015","AC","Bujari",2020-04-12,"1200138",1,9.74089,NA,0,10266,FALSE,5,"city"
"2","AC","Bujari",2020-04-13,"1200138",1,9.74089,NA,0,10266,TRUE,6,"city"
"3","AC","Cruzeiro do Sul",2020-04-13,"1200203",2,2.26306,NA,0,88376,TRUE,1,"city"
"6446","AC","Plácido de Castro",2020-04-06,"1200385",1,5.06047,NA,0,19761,FALSE,1,"city"
"5667","AC","Plácido de Castro",2020-04-07,"1200385",1,5.06047,NA,0,19761,FALSE,2,"city"
"4825","AC","Plácido de Castro",2020-04-08,"1200385",2,10.12095,NA,0,19761,FALSE,3,"city"
"3956","AC","Plácido de Castro",2020-04-09,"1200385",3,15.18142,NA,0,19761,FALSE,4,"city"
"3016","AC","Plácido de Castro",2020-04-10,"1200385",4,20.24189,NA,0,19761,FALSE,5,"city"
"2032","AC","Plácido de Castro",2020-04-11,"1200385",4,20.24189,NA,0,19761,FALSE,6,"city"
"1016","AC","Plácido de Castro",2020-04-12,"1200385",5,25.30236,NA,0,19761,FALSE,7,"city"
"4","AC","Plácido de Castro",2020-04-13,"1200385",7,35.42331,NA,0,19761,TRUE,8,"city"
"10852","AC","Porto Acre",2020-03-29,"1200807",1,5.40424,NA,0,18504,FALSE,1,"city"
"10451","AC","Porto Acre",2020-03-30,"1200807",1,5.40424,NA,0,18504,FALSE,2,"city"
"10005","AC","Porto Acre",2020-03-31,"1200807",1,5.40424,NA,0,18504,FALSE,3,"city"
"9522","AC","Porto Acre",2020-04-01,"1200807",1,5.40424,NA,0,18504,FALSE,4,"city"
"8992","AC","Porto Acre",2020-04-02,"1200807",1,5.40424,NA,0,18504,FALSE,5,"city"
"8408","AC","Porto Acre",2020-04-03,"1200807",1,5.40424,NA,0,18504,FALSE,6,"city"
"7805","AC","Porto Acre",2020-04-04,"1200807",1,5.40424,NA,0,18504,FALSE,7,"city"
"7147","AC","Porto Acre",2020-04-05,"1200807",1,5.40424,NA,0,18504,FALSE,8,"city"
"6447","AC","Porto Acre",2020-04-06,"1200807",1,5.40424,NA,0,18504,FALSE,9,"city"
"5668","AC","Porto Acre",2020-04-07,"1200807",1,5.40424,NA,0,18504,FALSE,10,"city"
"4826","AC","Porto Acre",2020-04-08,"1200807",1,5.40424,NA,0,18504,FALSE,11,"city"
"3957","AC","Porto Acre",2020-04-09,"1200807",1,5.40424,NA,0,18504,FALSE,12,"city"
"3017","AC","Porto Acre",2020-04-10,"1200807",1,5.40424,NA,0,18504,FALSE,13,"city"
"2033","AC","Porto Acre",2020-04-11,"1200807",1,5.40424,NA,0,18504,FALSE,14,"city"
"1017","AC","Porto Acre",2020-04-12,"1200807",1,5.40424,NA,0,18504,FALSE,15,"city"
"5","AC","Porto Acre",2020-04-13,"1200807",1,5.40424,NA,0,18504,TRUE,16,"city"
"13277","AC","Rio Branco",2020-03-17,"1200401",3,0.73652,NA,0,407319,FALSE,1,"city"
"13185","AC","Rio Branco",2020-03-18,"1200401",3,0.73652,NA,0,407319,FALSE,2,"city"
"13085","AC","Rio Branco",2020-03-19,"1200401",4,0.98203,NA,0,407319,FALSE,3,"city"
"12953","AC","Rio Branco",2020-03-20,"1200401",7,1.71855,NA,0,407319,FALSE,4,"city"
"12814","AC","Rio Branco",2020-03-21,"1200401",11,2.70059,NA,0,407319,FALSE,5,"city"
"12672","AC","Rio Branco",2020-03-22,"1200401",11,2.70059,NA,0,407319,FALSE,6,"city"
"12496","AC","Rio Branco",2020-03-23,"1200401",17,4.17363,NA,0,407319,FALSE,7,"city"
"12291","AC","Rio Branco",2020-03-24,"1200401",21,5.15566,NA,0,407319,FALSE,8,"city"
"12033","AC","Rio Branco",2020-03-25,"1200401",23,5.64668,NA,0,407319,FALSE,9,"city"
"11756","AC","Rio Branco",2020-03-26,"1200401",23,5.64668,NA,0,407319,FALSE,10,"city"
"11446","AC","Rio Branco",2020-03-27,"1200401",25,6.1377,NA,0,407319,FALSE,11,"city"
"11153","AC","Rio Branco",2020-03-28,"1200401",25,6.1377,NA,0,407319,FALSE,12,"city"
"10853","AC","Rio Branco",2020-03-29,"1200401",31,7.61074,NA,0,407319,FALSE,13,"city"
"10452","AC","Rio Branco",2020-03-30,"1200401",34,8.34727,NA,0,407319,FALSE,14,"city"
"10006","AC","Rio Branco",2020-03-31,"1200401",34,8.34727,NA,0,407319,FALSE,15,"city"
"9523","AC","Rio Branco",2020-04-01,"1200401",34,8.34727,NA,0,407319,FALSE,16,"city"
"8993","AC","Rio Branco",2020-04-02,"1200401",36,8.83828,NA,0,407319,FALSE,17,"city"
"8409","AC","Rio Branco",2020-04-03,"1200401",36,8.83828,NA,0,407319,FALSE,18,"city"
"7806","AC","Rio Branco",2020-04-04,"1200401",36,8.83828,NA,0,407319,FALSE,19,"city"
"7148","AC","Rio Branco",2020-04-05,"1200401",38,9.3293,NA,0,407319,FALSE,20,"city"
"6448","AC","Rio Branco",2020-04-06,"1200401",39,9.57481,0.0256,1,407319,FALSE,21,"city"
"5669","AC","Rio Branco",2020-04-07,"1200401",39,9.57481,0.0513,2,407319,FALSE,22,"city"
"4827","AC","Rio Branco",2020-04-08,"1200401",45,11.04785,0.0444,2,407319,FALSE,23,"city"
"3958","AC","Rio Branco",2020-04-09,"1200401",48,11.78438,0.0417,2,407319,FALSE,24,"city"
"3018","AC","Rio Branco",2020-04-10,"1200401",55,13.50293,0.0364,2,407319,FALSE,25,"city"
"2034","AC","Rio Branco",2020-04-11,"1200401",57,13.99395,0.0351,2,407319,FALSE,26,"city"
"1018","AC","Rio Branco",2020-04-12,"1200401",60,14.73047,0.0333,2,407319,FALSE,27,"city"
"6","AC","Rio Branco",2020-04-13,"1200401",68,16.69453,0.0441,3,407319,TRUE,28,"city"
"13278","AC",NA,2020-03-17,"12",3,0.34016,NA,0,881935,FALSE,1,"state"
"13186","AC",NA,2020-03-18,"12",3,0.34016,NA,0,881935,FALSE,2,"state"
"13086","AC",NA,2020-03-19,"12",4,0.45355,NA,0,881935,FALSE,3,"state"
"12954","AC",NA,2020-03-20,"12",7,0.79371,NA,0,881935,FALSE,4,"state"
"12815","AC",NA,2020-03-21,"12",11,1.24726,NA,0,881935,FALSE,5,"state"
"12673","AC",NA,2020-03-22,"12",11,1.24726,NA,0,881935,FALSE,6,"state"
"12497","AC",NA,2020-03-23,"12",17,1.92758,NA,0,881935,FALSE,7,"state"
"12292","AC",NA,2020-03-24,"12",21,2.38113,NA,0,881935,FALSE,8,"state"
"12034","AC",NA,2020-03-25,"12",23,2.6079,NA,0,881935,FALSE,9,"state"
"11757","AC",NA,2020-03-26,"12",23,2.6079,NA,0,881935,FALSE,10,"state"
"11447","AC",NA,2020-03-27,"12",25,2.83468,NA,0,881935,FALSE,11,"state"
"11154","AC",NA,2020-03-28,"12",25,2.83468,NA,0,881935,FALSE,12,"state"
"10854","AC",NA,2020-03-29,"12",34,3.85516,NA,0,881935,FALSE,13,"state"
"10453","AC",NA,2020-03-30,"12",41,4.64887,NA,0,881935,FALSE,14,"state"
"10007","AC",NA,2020-03-31,"12",42,4.76226,NA,0,881935,FALSE,15,"state"
"9524","AC",NA,2020-04-01,"12",43,4.87564,NA,0,881935,FALSE,16,"state"
"8994","AC",NA,2020-04-02,"12",45,5.10242,NA,0,881935,FALSE,17,"state"
"8410","AC",NA,2020-04-03,"12",46,5.2158,NA,0,881935,FALSE,18,"state"
"7807","AC",NA,2020-04-04,"12",46,5.2158,NA,0,881935,FALSE,19,"state"
"7149","AC",NA,2020-04-05,"12",48,5.44258,NA,0,881935,FALSE,20,"state"
"6449","AC",NA,2020-04-06,"12",50,5.66935,0.02,1,881935,FALSE,21,"state"
"5670","AC",NA,2020-04-07,"12",50,5.66935,0.04,2,881935,FALSE,22,"state"
"4828","AC",NA,2020-04-08,"12",58,6.57645,0.0345,2,881935,FALSE,23,"state"
"3959","AC",NA,2020-04-09,"12",62,7.03,0.0323,2,881935,FALSE,24,"state"
"3019","AC",NA,2020-04-10,"12",70,7.93709,0.0286,2,881935,FALSE,25,"state"
"2035","AC",NA,2020-04-11,"12",72,8.16387,0.0278,2,881935,FALSE,26,"state"
"1019","AC",NA,2020-04-12,"12",77,8.7308,0.026,2,881935,FALSE,27,"state"
"7","AC",NA,2020-04-13,"12",90,10.20483,0.0333,3,881935,TRUE,28,"state"
"10855","AL","Importados/Indefinidos",2020-03-29,NA,4,NA,NA,0,NA,FALSE,1,"city"
"10454","AL","Importados/Indefinidos",2020-03-30,NA,4,NA,NA,0,NA,FALSE,2,"city"
"10008","AL","Importados/Indefinidos",2020-03-31,NA,4,NA,NA,0,NA,FALSE,3,"city"
"9525","AL","Importados/Indefinidos",2020-04-01,NA,4,NA,NA,0,NA,FALSE,4,"city"
"8995","AL","Importados/Indefinidos",2020-04-02,NA,4,NA,NA,0,NA,FALSE,5,"city"
"8411","AL","Importados/Indefinidos",2020-04-03,NA,4,NA,NA,0,NA,FALSE,6,"city"
"7808","AL","Importados/Indefinidos",2020-04-04,NA,4,NA,NA,0,NA,FALSE,7,"city"
"7150","AL","Importados/Indefinidos",2020-04-05,NA,5,NA,NA,0,NA,FALSE,8,"city"
"6450","AL","Importados/Indefinidos",2020-04-06,NA,5,NA,NA,0,NA,FALSE,9,"city"
"5671","AL","Importados/Indefinidos",2020-04-07,NA,6,NA,NA,0,NA,FALSE,10,"city"
"4829","AL","Importados/Indefinidos",2020-04-08,NA,6,NA,0.1667,1,NA,FALSE,11,"city"
"3960","AL","Importados/Indefinidos",2020-04-09,NA,6,NA,NA,0,NA,FALSE,12,"city"
"3020","AL","Importados/Indefinidos",2020-04-10,NA,7,NA,NA,0,NA,FALSE,13,"city"
"2036","AL","Importados/Indefinidos",2020-04-11,NA,7,NA,NA,0,NA,FALSE,14,"city"
"1020","AL","Importados/Indefinidos",2020-04-12,NA,7,NA,NA,0,NA,FALSE,15,"city"
"8","AL","Importados/Indefinidos",2020-04-13,NA,7,NA,NA,0,NA,TRUE,16,"city"
"13545","AL","Maceió",2020-03-08,"2704302",1,0.09814,NA,0,1018948,FALSE,1,"city"
"13533","AL","Maceió",2020-03-09,"2704302",1,0.09814,NA,0,1018948,FALSE,2,"city"
"13519","AL","Maceió",2020-03-10,"2704302",1,0.09814,NA,0,1018948,FALSE,3,"city"
"13471","AL","Maceió",2020-03-12,"2704302",1,0.09814,NA,0,1018948,FALSE,4,"city"
"13440","AL","Maceió",2020-03-13,"2704302",1,0.09814,NA,0,1018948,FALSE,5,"city"
"13333","AL","Maceió",2020-03-16,"2704302",1,0.09814,NA,0,1018948,FALSE,6,"city"
"13279","AL","Maceió",2020-03-17,"2704302",1,0.09814,NA,0,1018948,FALSE,7,"city"
"13187","AL","Maceió",2020-03-18,"2704302",1,0.09814,NA,0,1018948,FALSE,8,"city"
"13087","AL","Maceió",2020-03-19,"2704302",4,0.39256,NA,0,1018948,FALSE,9,"city"
"12955","AL","Maceió",2020-03-20,"2704302",6,0.58884,NA,0,1018948,FALSE,10,"city"
"12816","AL","Maceió",2020-03-21,"2704302",7,0.68698,NA,0,1018948,FALSE,11,"city"
"12674","AL","Maceió",2020-03-22,"2704302",7,0.68698,NA,0,1018948,FALSE,12,"city"
"12498","AL","Maceió",2020-03-23,"2704302",8,0.78512,NA,0,1018948,FALSE,13,"city"
"12293","AL","Maceió",2020-03-24,"2704302",10,0.9814,NA,0,1018948,FALSE,14,"city"
"12035","AL","Maceió",2020-03-25,"2704302",10,0.9814,NA,0,1018948,FALSE,15,"city"
"11758","AL","Maceió",2020-03-26,"2704302",10,0.9814,NA,0,1018948,FALSE,16,"city"
"11448","AL","Maceió",2020-03-27,"2704302",11,1.07954,NA,0,1018948,FALSE,17,"city"
"11155","AL","Maceió",2020-03-28,"2704302",13,1.27583,NA,0,1018948,FALSE,18,"city"
"10856","AL","Maceió",2020-03-29,"2704302",12,1.17769,NA,0,1018948,FALSE,19,"city"
"10455","AL","Maceió",2020-03-30,"2704302",12,1.17769,NA,0,1018948,FALSE,20,"city"
"10009","AL","Maceió",2020-03-31,"2704302",13,1.27583,0.0769,1,1018948,FALSE,21,"city"
"9526","AL","Maceió",2020-04-01,"2704302",13,1.27583,0.0769,1,1018948,FALSE,22,"city"
"8996","AL","Maceió",2020-04-02,"2704302",13,1.27583,0.0769,1,1018948,FALSE,23,"city"
"8412","AL","Maceió",2020-04-03,"2704302",17,1.66839,0.1176,2,1018948,FALSE,24,"city"
"7809","AL","Maceió",2020-04-04,"2704302",17,1.66839,0.1176,2,1018948,FALSE,25,"city"
"7151","AL","Maceió",2020-04-05,"2704302",20,1.96281,0.1,2,1018948,FALSE,26,"city"
"6451","AL","Maceió",2020-04-06,"2704302",22,2.15909,0.0909,2,1018948,FALSE,27,"city"
"5672","AL","Maceió",2020-04-07,"2704302",24,2.35537,0.0833,2,1018948,FALSE,28,"city"
"4830","AL","Maceió",2020-04-08,"2704302",27,2.64979,0.0741,2,1018948,FALSE,29,"city"
"3961","AL","Maceió",2020-04-09,"2704302",27,2.64979,0.1111,3,1018948,FALSE,30,"city"
"3021","AL","Maceió",2020-04-10,"2704302",34,3.33677,0.0882,3,1018948,FALSE,31,"city"
"2037","AL","Maceió",2020-04-11,"2704302",37,3.6312,0.0811,3,1018948,FALSE,32,"city"
"1021","AL","Maceió",2020-04-12,"2704302",37,3.6312,0.0811,3,1018948,FALSE,33,"city"
"9","AL","Maceió",2020-04-13,"2704302",47,4.6126,0.0851,4,1018948,TRUE,34,"city"
"8413","AL","Marechal Deodoro",2020-04-03,"2704708",1,1.92675,NA,0,51901,FALSE,1,"city"
"7810","AL","Marechal Deodoro",2020-04-04,"2704708",1,1.92675,NA,0,51901,FALSE,2,"city"
"7152","AL","Marechal Deodoro",2020-04-05,"2704708",2,3.85349,NA,0,51901,FALSE,3,"city"
"6452","AL","Marechal Deodoro",2020-04-06,"2704708",2,3.85349,NA,0,51901,FALSE,4,"city"
"5673","AL","Marechal Deodoro",2020-04-07,"2704708",2,3.85349,NA,0,51901,FALSE,5,"city"
"4831","AL","Marechal Deodoro",2020-04-08,"2704708",2,3.85349,NA,0,51901,FALSE,6,"city"
"3962","AL","Marechal Deodoro",2020-04-09,"2704708",2,3.85349,NA,0,51901,FALSE,7,"city"
"3022","AL","Marechal Deodoro",2020-04-10,"2704708",2,3.85349,NA,0,51901,FALSE,8,"city"
"2038","AL","Marechal Deodoro",2020-04-11,"2704708",2,3.85349,NA,0,51901,FALSE,9,"city"
"1022","AL","Marechal Deodoro",2020-04-12,"2704708",2,3.85349,NA,0,51901,FALSE,10,"city"
"10","AL","Marechal Deodoro",2020-04-13,"2704708",2,3.85349,NA,0,51901,TRUE,11,"city"
"6453","AL","Palmeira dos Índios",2020-04-06,"2706307",1,1.36578,NA,0,73218,FALSE,1,"city"
"5674","AL","Palmeira dos Índios",2020-04-07,"2706307",1,1.36578,NA,0,73218,FALSE,2,"city"
"4832","AL","Palmeira dos Índios",2020-04-08,"2706307",1,1.36578,NA,0,73218,FALSE,3,"city"
"3963","AL","Palmeira dos Índios",2020-04-09,"2706307",1,1.36578,NA,0,73218,FALSE,4,"city"
"3023","AL","Palmeira dos Índios",2020-04-10,"2706307",1,1.36578,NA,0,73218,FALSE,5,"city"
"2039","AL","Palmeira dos Índios",2020-04-11,"2706307",1,1.36578,NA,0,73218,FALSE,6,"city"
"1023","AL","Palmeira dos Índios",2020-04-12,"2706307",1,1.36578,NA,0,73218,FALSE,7,"city"
"11","AL","Palmeira dos Índios",2020-04-13,"2706307",1,1.36578,NA,0,73218,TRUE,8,"city"
"12036","AL","Porto Real do Colégio",2020-03-25,"2707503",1,4.98355,NA,0,20066,FALSE,1,"city"
"11759","AL","Porto Real do Colégio",2020-03-26,"2707503",1,4.98355,NA,0,20066,FALSE,2,"city"
"11449","AL","Porto Real do Colégio",2020-03-27,"2707503",1,4.98355,NA,0,20066,FALSE,3,"city"
"11156","AL","Porto Real do Colégio",2020-03-28,"2707503",1,4.98355,NA,0,20066,FALSE,4,"city"
"10857","AL","Porto Real do Colégio",2020-03-29,"2707503",1,4.98355,NA,0,20066,FALSE,5,"city"
"10456","AL","Porto Real do Colégio",2020-03-30,"2707503",1,4.98355,NA,0,20066,FALSE,6,"city"
"10010","AL","Porto Real do Colégio",2020-03-31,"2707503",1,4.98355,NA,0,20066,FALSE,7,"city"
"9527","AL","Porto Real do Colégio",2020-04-01,"2707503",1,4.98355,NA,0,20066,FALSE,8,"city"
"8997","AL","Porto Real do Colégio",2020-04-02,"2707503",1,4.98355,NA,0,20066,FALSE,9,"city"
"8414","AL","Porto Real do Colégio",2020-04-03,"2707503",1,4.98355,NA,0,20066,FALSE,10,"city"
"7811","AL","Porto Real do Colégio",2020-04-04,"2707503",1,4.98355,NA,0,20066,FALSE,11,"city"
"7153","AL","Porto Real do Colégio",2020-04-05,"2707503",1,4.98355,NA,0,20066,FALSE,12,"city"
"6454","AL","Porto Real do Colégio",2020-04-06,"2707503",1,4.98355,NA,0,20066,FALSE,13,"city"
"5675","AL","Porto Real do Colégio",2020-04-07,"2707503",1,4.98355,NA,0,20066,FALSE,14,"city"
"4833","AL","Porto Real do Colégio",2020-04-08,"2707503",1,4.98355,NA,0,20066,FALSE,15,"city"
"3964","AL","Porto Real do Colégio",2020-04-09,"2707503",1,4.98355,NA,0,20066,FALSE,16,"city"
"3024","AL","Porto Real do Colégio",2020-04-10,"2707503",1,4.98355,NA,0,20066,FALSE,17,"city"
"2040","AL","Porto Real do Colégio",2020-04-11,"2707503",1,4.98355,NA,0,20066,FALSE,18,"city"
"1024","AL","Porto Real do Colégio",2020-04-12,"2707503",1,4.98355,NA,0,20066,FALSE,19,"city"
"12","AL","Porto Real do Colégio",2020-04-13,"2707503",1,4.98355,NA,0,20066,TRUE,20,"city"
"13546","AL",NA,2020-03-08,"27",1,0.02996,NA,0,3337357,FALSE,1,"state"
"13534","AL",NA,2020-03-09,"27",1,0.02996,NA,0,3337357,FALSE,2,"state"
"13520","AL",NA,2020-03-10,"27",1,0.02996,NA,0,3337357,FALSE,3,"state"
"13472","AL",NA,2020-03-12,"27",1,0.02996,NA,0,3337357,FALSE,4,"state"
"13441","AL",NA,2020-03-13,"27",1,0.02996,NA,0,3337357,FALSE,5,"state"
"13334","AL",NA,2020-03-16,"27",1,0.02996,NA,0,3337357,FALSE,6,"state"
"13280","AL",NA,2020-03-17,"27",1,0.02996,NA,0,3337357,FALSE,7,"state"
"13188","AL",NA,2020-03-18,"27",1,0.02996,NA,0,3337357,FALSE,8,"state"
"13088","AL",NA,2020-03-19,"27",4,0.11986,NA,0,3337357,FALSE,9,"state"
"12956","AL",NA,2020-03-20,"27",6,0.17978,NA,0,3337357,FALSE,10,"state"
"12817","AL",NA,2020-03-21,"27",7,0.20975,NA,0,3337357,FALSE,11,"state"
"12675","AL",NA,2020-03-22,"27",7,0.20975,NA,0,3337357,FALSE,12,"state"
"12499","AL",NA,2020-03-23,"27",8,0.23971,NA,0,3337357,FALSE,13,"state"
"12294","AL",NA,2020-03-24,"27",10,0.29964,NA,0,3337357,FALSE,14,"state"
"12037","AL",NA,2020-03-25,"27",11,0.3296,NA,0,3337357,FALSE,15,"state"
"11760","AL",NA,2020-03-26,"27",11,0.3296,NA,0,3337357,FALSE,16,"state"
"11450","AL",NA,2020-03-27,"27",12,0.35957,NA,0,3337357,FALSE,17,"state"
"11157","AL",NA,2020-03-28,"27",14,0.41949,NA,0,3337357,FALSE,18,"state"
"10858","AL",NA,2020-03-29,"27",17,0.50939,NA,0,3337357,FALSE,19,"state"
"10457","AL",NA,2020-03-30,"27",17,0.50939,NA,0,3337357,FALSE,20,"state"
"10011","AL",NA,2020-03-31,"27",18,0.53935,0.0556,1,3337357,FALSE,21,"state"
"9528","AL",NA,2020-04-01,"27",18,0.53935,0.0556,1,3337357,FALSE,22,"state"
"8998","AL",NA,2020-04-02,"27",18,0.53935,0.0556,1,3337357,FALSE,23,"state"
"8415","AL",NA,2020-04-03,"27",23,0.68917,0.087,2,3337357,FALSE,24,"state"
"7812","AL",NA,2020-04-04,"27",23,0.68917,0.087,2,3337357,FALSE,25,"state"
"7154","AL",NA,2020-04-05,"27",28,0.83899,0.0714,2,3337357,FALSE,26,"state"
"6455","AL",NA,2020-04-06,"27",31,0.92888,0.0645,2,3337357,FALSE,27,"state"
"5676","AL",NA,2020-04-07,"27",34,1.01877,0.0588,2,3337357,FALSE,28,"state"
"4834","AL",NA,2020-04-08,"27",37,1.10866,0.0811,3,3337357,FALSE,29,"state"
"3965","AL",NA,2020-04-09,"27",37,1.10866,0.0811,3,3337357,FALSE,30,"state"
"3025","AL",NA,2020-04-10,"27",45,1.34837,0.0667,3,3337357,FALSE,31,"state"
"2041","AL",NA,2020-04-11,"27",48,1.43826,0.0625,3,3337357,FALSE,32,"state"
"1025","AL",NA,2020-04-12,"27",48,1.43826,0.0625,3,3337357,FALSE,33,"state"
"13","AL",NA,2020-04-13,"27",58,1.7379,0.069,4,3337357,TRUE,34,"state"
"10859","AM","Anori",2020-03-29,"1300102",1,4.75964,NA,0,21010,FALSE,1,"city"
"10458","AM","Anori",2020-03-30,"1300102",1,4.75964,NA,0,21010,FALSE,2,"city"
"10012","AM","Anori",2020-03-31,"1300102",1,4.75964,NA,0,21010,FALSE,3,"city"
"9529","AM","Anori",2020-04-01,"1300102",1,4.75964,NA,0,21010,FALSE,4,"city"
"8999","AM","Anori",2020-04-02,"1300102",1,4.75964,NA,0,21010,FALSE,5,"city"
"8416","AM","Anori",2020-04-03,"1300102",1,4.75964,NA,0,21010,FALSE,6,"city"
"7813","AM","Anori",2020-04-04,"1300102",1,4.75964,NA,0,21010,FALSE,7,"city"
"7155","AM","Anori",2020-04-05,"1300102",1,4.75964,NA,0,21010,FALSE,8,"city"
"6456","AM","Anori",2020-04-06,"1300102",1,4.75964,NA,0,21010,FALSE,9,"city"
"5677","AM","Anori",2020-04-07,"1300102",1,4.75964,NA,0,21010,FALSE,10,"city"
"4835","AM","Anori",2020-04-08,"1300102",1,4.75964,NA,0,21010,FALSE,11,"city"
"3966","AM","Anori",2020-04-09,"1300102",1,4.75964,NA,0,21010,FALSE,12,"city"
"3026","AM","Anori",2020-04-10,"1300102",2,9.51928,NA,0,21010,FALSE,13,"city"
"2042","AM","Anori",2020-04-11,"1300102",2,9.51928,NA,0,21010,FALSE,14,"city"
"1026","AM","Anori",2020-04-12,"1300102",3,14.27891,NA,0,21010,FALSE,15,"city"
"14","AM","Anori",2020-04-13,"1300102",3,14.27891,NA,0,21010,TRUE,16,"city"
"11761","AM","Boca do Acre",2020-03-26,"1300706",1,2.91477,NA,0,34308,FALSE,1,"city"
"11451","AM","Boca do Acre",2020-03-27,"1300706",1,2.91477,NA,0,34308,FALSE,2,"city"
"11158","AM","Boca do Acre",2020-03-28,"1300706",1,2.91477,NA,0,34308,FALSE,3,"city"
"10860","AM","Boca do Acre",2020-03-29,"1300706",1,2.91477,NA,0,34308,FALSE,4,"city"
"10459","AM","Boca do Acre",2020-03-30,"1300706",1,2.91477,NA,0,34308,FALSE,5,"city"
"10013","AM","Boca do Acre",2020-03-31,"1300706",1,2.91477,NA,0,34308,FALSE,6,"city"
"9530","AM","Boca do Acre",2020-04-01,"1300706",1,2.91477,NA,0,34308,FALSE,7,"city"
"9000","AM","Boca do Acre",2020-04-02,"1300706",1,2.91477,NA,0,34308,FALSE,8,"city"
"8417","AM","Boca do Acre",2020-04-03,"1300706",1,2.91477,NA,0,34308,FALSE,9,"city"
"7814","AM","Boca do Acre",2020-04-04,"1300706",1,2.91477,NA,0,34308,FALSE,10,"city"
"7156","AM","Boca do Acre",2020-04-05,"1300706",1,2.91477,NA,0,34308,FALSE,11,"city"
"6457","AM","Boca do Acre",2020-04-06,"1300706",1,2.91477,NA,0,34308,FALSE,12,"city"
"5678","AM","Boca do Acre",2020-04-07,"1300706",1,2.91477,NA,0,34308,FALSE,13,"city"
"4836","AM","Boca do Acre",2020-04-08,"1300706",1,2.91477,NA,0,34308,FALSE,14,"city"
"3967","AM","Boca do Acre",2020-04-09,"1300706",1,2.91477,NA,0,34308,FALSE,15,"city"
"3027","AM","Boca do Acre",2020-04-10,"1300706",1,2.91477,NA,0,34308,FALSE,16,"city"
"2043","AM","Boca do Acre",2020-04-11,"1300706",1,2.91477,NA,0,34308,FALSE,17,"city"
"1027","AM","Boca do Acre",2020-04-12,"1300706",1,2.91477,NA,0,34308,FALSE,18,"city"
"15","AM","Boca do Acre",2020-04-13,"1300706",1,2.91477,NA,0,34308,TRUE,19,"city"
"2044","AM","Careiro",2020-04-11,"1301100",1,2.64068,NA,0,37869,FALSE,1,"city"
"1028","AM","Careiro",2020-04-12,"1301100",1,2.64068,NA,0,37869,FALSE,2,"city"
"16","AM","Careiro",2020-04-13,"1301100",1,2.64068,NA,0,37869,TRUE,3,"city"
"10014","AM","Careiro da Várzea",2020-03-31,"1301159",1,3.30852,NA,0,30225,FALSE,1,"city"
"9531","AM","Careiro da Várzea",2020-04-01,"1301159",1,3.30852,NA,0,30225,FALSE,2,"city"
"9001","AM","Careiro da Várzea",2020-04-02,"1301159",1,3.30852,NA,0,30225,FALSE,3,"city"
"8418","AM","Careiro da Várzea",2020-04-03,"1301159",1,3.30852,NA,0,30225,FALSE,4,"city"
"7815","AM","Careiro da Várzea",2020-04-04,"1301159",1,3.30852,NA,0,30225,FALSE,5,"city"
"7157","AM","Careiro da Várzea",2020-04-05,"1301159",1,3.30852,NA,0,30225,FALSE,6,"city"
"6458","AM","Careiro da Várzea",2020-04-06,"1301159",1,3.30852,NA,0,30225,FALSE,7,"city"
